Африк	Afrika
Кэри Маллиган	Carey Mulligan
Самора Машел	Samora Machel
Серетсе Кама	Seretse Khama
Шоонэн Жамп	Weekly Shonen Jump
Холбоодын цомын тэмцээн – 2013	FIFA Confederations Cup 2013
Дараалал	Kø (datastruktur)
Лукас Лейва	Lucas Leiva
Набатей	Nabateere
2008 оны олимпийн бөх	Bryting under Sommer-OL 2008
Рон Перлман	Ron Perlman
Ямбол аймаг	Jambol oblast
Логан Лерман	Logan Lerman
Сульфид	Sulfid
Жузеппе Росси	Giuseppe Rossi
Даррон Гибсон	Darron Gibson
Никица Елавич	Nikica Jelavić
Түүтси	Tootsie
Aнггун	Anggun
Бэтмэн үүрд	Batman Forever
Харри Реднапп	Harry Redknapp
Максим Мирный	Maks Mirny
Жейден Смит	Jaden Smith
Деонтологи	Deontologi
Шатдаг занар	Oljeskifer
Зөвлөлтийн 1991 оны төрийн эргэлт хийх оролдлого	Kuppforsøket i Sovjetunionen i 1991
Цагааншанаа хөмрөг	Hvithodespurv
Нууцлаг мөрөн (кино)	Mystic River
Киёмизү-дэра	Kiyomizu-dera
Кортни Лав	Courtney Love
Жоао Моутинью	João Moutinho
Дэниел Старриж	Daniel Sturridge
Устах аюулд буй өвүүд	Truede verdensarvsteder
Бэннокбөрний тулалдаан	Slaget ved Bannockburn
Асамоа Гьян	Asamoah Gyan
Артур Собех	Artur Sobiech
Залгаж үржүүлэх	Poding
Жон Рэйли	John C. Reilly
Стэнли Туччи	Stanley Tucci
Арман Траоре	Armand Traoré
Мод (өгөгдлийн бүтэц)	Tre (datastruktur)
Чезаре Беккариа	Cesare Beccaria
2008 оны олимпийн жүдо	Judo under Sommer-OL 2008
Гари Кэхилл	Gary Cahill
Жованни Рибизи	Giovanni Ribisi
Уильям Мэйси	William H. Macy
Сара Маклахлан	Sarah McLachlan
КВ	KV
Момбаса	Mombasa
Мируц Еифтер	Miruts Yifter
Марлон Хэрвүүд	Marlon Harewood
Баасан	Fredag (andre betydninger)
Бор бүргэд	Storskrikørn
Кесарево хагалгаа	Keisersnitt
Мадурай	Madurai
Арал (Салаа утга)	Aral
У Чэнъэнь	Wu Cheng'en
Марша Гей Харден	Marcia Gay Harden
Мюнхений хядлага	München-massakren
Мелисса Маккарти	Melissa McCarthy
Ким Ёна	Kim Yuna
Виола Дэвис	Viola Davis
Мариа Белло	Maria Bello
Глориа Свансон	Gloria Swanson
Октавиа Спенсер	Octavia Spencer
Процесс	Prosess
Гурван хэмжээст хэвлэгч	3D-printing
Зээрд шонхор	Rødfalk
Кери Расселл	Keri Russell
Анастасия Кузьмина	Anastasija Kuzmina
Мэри-Луиз Паркер	Mary-Louise Parker
Розамунд Пайк	Rosamund Pike
Пасаргада	Pasargadae
JQuery	JQuery
Жанни Ривера	Gianni Rivera
Олимпиа Дукакис	Olympia Dukakis
Бренда Фрикер	Brenda Fricker
Келли Макдональд	Kelly Macdonald
Жульетт Льюис	Juliette Lewis
Лиа Томпсон	Lea Thompson
Эдвард Адальберт Дойзи	Edward Adelbert Doisy
Эрдэнэт	Erdenet
Пегги Эшкрофт	Peggy Ashcroft
Хээрийн хулд	Steppehauk
Морин Стэплтон	Maureen Stapleton
Евклидийн алгоритм	Euklids algoritme
Ёшида Саори	Saori Yoshida
Ван Мэн	Wang Meng (skøyteløper)
Мартина Сабликова	Martina Sáblíková
Ягаан тодол	Rosenstær
Шоонэн манга	Shōnen
Хейли Стейнфелд	Hailee Steinfeld
Желон	Geelong
Кайса Бергквист	Kajsa Bergqvist
Габриэла Сабо	Gabriela Szabó
Бэйб Захариас	Mildred Ella Didrikson Zaharias
Хэйли Вестенра	Hayley Westenra
Гвен Торренс	Gwen Torrence
Сасаки Садако	Sadako Sasaki
Стефка Костадинова	Stefka Kostadinova
Харри Поттэр ба Үхлийн шүтээн 2-р бүлэг	Harry Potter og dødstalismanene – del 2
Эрин Брокович	Erin Brockovich
Жон Жэймс Ричард Маклеод	John James Rickard Macleod
Америк дорго	Amerikansk grevling
Панам (салаа утга)	Panamá (andre betydninger)
Келоуна	Kelowna
Ковбой Бибоп	Cowboy Bebop
БуА	BoA (sanger)
Японы Либерал Ардчилсан Нам	Det liberaldemokratiske parti (Japan)
Хрисопий Деветзи	Khrysopigi Devetzi
Катарын хөлбөмбөгийн үндэсний шигшээ баг	Qatars herrelandslag i fotball
Трансформерс: Сарны нууц	Transformers: Dark of the Moon
Линда Хант	Linda Hunt
Мерседес Рул	Mercedes Ruehl
Хоёр морины хамгаалалт	Prøyssisk åpning
Шарлотт Калла	Charlotte Kalla
Европын алтан шаахай	Gullstøvelen
Ичо Каори	Kaori Icho
Мори Ёшироо	Yoshiro Mori
Каролина Костнер	Carolina Kostner
Анна Феннингер	Anna Fenninger
Клавдия Боярских	Klavdija Bojarskikh
Пак Сон-хёнь	Park Sung-hyun
Лене Марлин	Lene Marlin
Реа Перлман	Rhea Perlman
Тора Бергер	Tora Berger
Фелисити Жонс	Felicity Jones
Катрин Цеттель	Kathrin Zettel
Асада Мао	Mao Asada
Үтада Хикарү	Hikaru Utada
Челленжэр 2	Challenger 2
Сэлэнгэ аймаг	Selenge
Барух Бенасерраф	Baruj Benacerraf
Орхон	Orkhon (provins)
Өвөрхангай	Övörkhangaj
Янни	Yanni
Харсун бүргэдэй	Haukørn
Туркийн тусгаар тогтнолын дайн	Den tyrkiske frigjøringskrigen
Федерика Пеллегрини	Federica Pellegrini
Шеки	Şəki
Бөртэ үжин	Börte
Нурия Мера-Бенида	Nouria Mérah-Benida
Хадны жижир	Steintrost
Ольга Зайцева	Olga Zajtseva
Грекийн Супер лиг	Superligaen (Hellas)
Таражи Хенсон	Taraji P. Henson
Дархан хот	Darkhan
Өмнөговь	Ömnögov
Ердийн жил	Normalår
Ань Гым-э	An Kum-ae
Сара Менезес	Sarah Menezes
Танита Тикарам	Tanita Tikaram
Говьсүмбэр	Gov-Sümber
Хань Мён-сүк	Han Myung-sook
Изабель Фьюрман	Isabelle Fuhrman
Battlestar Galactica	Battlestar Galactica
Японы Үндсэн Хууль	Japans grunnlov
Орхон гол	Orkhonelven
Кодяк баавгай	Kodiakbjørn
Ираны тэгш өндөрлөг	Det iranske høylandet
Анадырь (салаа утга)	Anadyr (andre betydninger)
Горан Пандев	Goran Pandev
Цөмийн урвал	Kjernereaksjon
Навариногийн тулалдаан	Slaget ved Navarino
Саймон Пегг	Simon Pegg
Хэнтий	Khentij
StarCraft II: Wings of Liberty	StarCraft II: Wings of Liberty
Марк Видука	Mark Viduka
Ирен Вюст	Ireen Wüst
Памела Мэлрой	Pamela A. Melroy
Стефаниа Белмондо	Stefania Belmondo
Жанет Жепкосгей	Janeth Jepkosgei
Хасна Бенхасси	Hasna Benhassi
Чак Иболя	Ibolya Csák
Стэйси Драгила	Stacy Dragila
Нэнси Кэрриган	Nancy Kerrigan
Навал Эл Мутавакел	Nawal El Moutawakel
Любовь Егорова	Ljubov Jegorova
Люси Декосс	Lucie Décosse
Шинг Хуйна	Xing Huina
Энжел Мартино	Angel Martino
Людмила Кондратьева	Ljudmila Kondratjeva
Алийн Бэйли	Aleen Bailey
Хозүми Масако	Masako Hozumi
Ана Фиделиа Кирот	Ana Fidelia Quirot
Тани Рёоко	Ryoko Tani
Марина Анисина	Marina Anisina
Сара Хьюз	Sarah Hughes
Дениз Льюис	Denise Lewis
Маржори Жэксон	Marjorie Jackson
Мариа Чонкан	Maria Cioncan
Гуо Юэ	Guo Yue
Хедвига Розенбаумова	Hedwiga Rosenbaumová
Вера Крепкина	Vera Krepkina
Антонина Кривошапка	Antonina Krivosjapka
Татьяна Хюфнер	Tatjana Hüfner
Доминика Гизин	Dominique Gisin
Нүмазү	Numazu
Хелена Фибингерова	Helena Fibingerová
Эмилиано Вивиано	Emiliano Viviano
Стивен Уорнок	Stephen Warnock
2006 оны сагсан бөмбөгийн дэлхийн аварга шалгаруулах тэмцээн	Verdensmesterskapet i basketball for menn 2006
Шамисэн	Shamisen
Зосонгүеэ шийхнүүхэй	Lappiplerke
Брэд Фридель	Brad Friedel
Антигон II Гонат	Antigonos II Gonatas
Цагаантолгой ямаансүүлт	Hvithodeand
Хурган намнаа	Dvergfluesnapper
Ричард Данн	Richard Dunne
Рокки 3	Rocky III
Глори Алози	Glory Alozie
Светлана Школина	Svetlana Sjkolina
2008 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээн	EM i fotball 2008
Пак Хёнь-сүк	Pak Hyon-suk
Рожер Гиллемин	Roger Guillemin
Билл Расселл	Bill Russell
Леклерк	Leclerc
Дин Нин	Ding Ning
Үэно Масаэ	Masae Ueno
Ну Тэ-Ү	Roh Tae-woo
Пол Беттани	Paul Bettany
Кёкүшинкай	Kyokushinkai
Даниэла Ирашко-Штольц	Daniela Iraschko-Stolz
Кхулна	Khulna
Чанвон	Changwon
Пап Иоанна	Pavinne Johanna
Дита Фон Тийз	Dita von Teese
Жон Туртурро	John Turturro
2010 оны Азийн наадам	Asialekene 2010
Улаанхушуу биваан	Rødhodeand
Айн Жалутын тулалдаан	Slaget ved Ayn Jalut
Мигел Велозо	Miguel Veloso
Амазоны нам доор газар	Amazonasbekkenet
Бенедикт Камбербэтч	Benedict Cumberbatch
Эмиль Хирш	Emile Hirsch
Хөвсгөл аймаг	Khövsgöl
Пабло Сабалета	Pablo Zabaleta
Ахейн холбоо	Det akhaiske forbund
Питер Шилтон	Peter Shilton
Элли Макбил	Ally McBeal
Сүхбаатар аймаг	Sükhbaatar (provins)
Иохан Эльмандер	Johan Elmander
2014 оны өсвөрийн зуны олимп	Sommer-OL for ungdom 2014
Африк оцон шувуу	Kappingvin
Бүжиглэдэг байшин	Dansehuset
Тайжун	Taichung
Фабио Борини	Fabio Borini
Египетийн хунтайж	Prinsen av Egypt
Лю Бэй	Liu Bei
Relapse (Эминэмийн цомог)	Relapse (album)
Эрин Хэмлин	Erin Hamlin
Олимпийн боксын дэлхийн аварга шалгаруулах тэмцээн	Verdensmesterskapet i boksing
Райан Шоукросс	Ryan Shawcross
Уго Родальега	Hugo Rodallega
Мая Ёшида	Maya Yoshida
Луис Альберто	Luis Alberto Romero
Хосе Энрике	José Enrique
Пётр Болотников	Pjotr Bolotnikov
Шиньжү	Hsinchu
Санкт-Петербургийн метро	St. Petersburgs metro
Наталья Мишкутёнок	Natalja Misjkutjonok
Альваро Арбелоа	Álvaro Arbeloa
Зөвлөлтийн арми	Den røde armé
Анхель Ди Мариа	Ángel Di María
Рикки ван Волфсвинкел	Ricky van Wolfswinkel
Улуру-Ката Тжута үндэсний хүрээлэн	Uluṟu-Kata Tjuṯa nasjonalpark
Жердан Шачири	Xherdan Shaqiri
Жордан Барроус	Jordan Burroughs
Halo 2	Halo 2
Эмир Спахич	Emir Spahić
Блерим Жемайли	Blerim Džemaili
Чуваш ястан	Tsjuvasjer
ФИФА	FIFA
Чэнь Жин	Chen Jing
Ань Лушаны бослого	An Lushan-opprøret
Ли Бинбин	Li Bingbing
Мари Дорен-Абер	Marie Dorin Habert
Ван Бэйшин	Wang Beixing
Чан Ми-рань	Jang Mi-ran
Ли Шяошя	Li Xiaoxia
И Сан-хуа	Lee Sang-hwa
Женни Вольф	Jenny Wolf
The Gazette	The Gazette
Вита Семеренко	Vita Semerenko
Станка Златева	Stanka Zlateva
Тея Грегорин	Teja Gregorin
Эрик Питерс	Erik Pieters
Цөмийн Судалгааны Нэгдсэн Институт (Дубна)	Det forente instituttet for kjerneforskning
Гаэль Живе	Gaël Givet
Арианна Фонтана	Arianna Fontana
Улс орнуудын газар нутгийн хэмжээ	Liste over verdens stater etter areal
Европ тивийн хөлбөмбөгийн аварга шалгаруулах тэмцээн	Europamesterskapet i fotball
Карат (масс)	Karat (masseenhet)
Катриона Лемэй Доан	Catriona LeMay Doan
Диего Форлан	Diego Forlán
Караман	Karaman
Олимпийн уран сайхны сэлэлтийн тэмцээн	Synkronsvømming under sommer-OL
Лидиа Лассила	Lydia Lassila
Монгол улс Калгарийн олимпод	Mongolia under Vinter-OL 1988
Лаурине ван Риссен	Laurine van Riessen
Жанни Версаче	Gianni Versace
Сэльма Блэр	Selma Blair
Вера Фармига	Vera Farmiga
Нохой гүрвэл	Teratoscincus
Ван Ихань	Wang Yihan
Марек Сухи	Marek Suchý
Эх код (кино)	Source Code
Маркус Перссон	Markus Persson
Уэйн Рүүни	Wayne Rooney
Португал улсын хөлбөмбөгийн шигшээ баг	Portugals herrelandslag i fotball
Батарей	Elektrisk batteri
Денни Моррисон	Denny Morrison
Австрал улсын хөлбөмбөгийн шигшээ баг	Australias herrelandslag i fotball
Астара аймаг	Astara (distrikt)
Ил Диво	Il Divo
Женнифер Симпсон	Jennifer Simpson
Стэллэрийн нөмрөг бүргэд	Stellers havørn
Ланкеран аймаг	Lənkəran (distrikt)
Майкл Манн	Michael Mann (filmregissør)
Литекс	PFC Litex Lovetj
Дэн Япин	Deng Yaping
Чэнь Сеся	Chen Xiexia
Кейси Аффлек	Casey Affleck
Вали Ионеску	Vali Ionescu-Constantin
Ирина Мерлени	Iryna Merleni
Ивасаки Кёоко	Kyōko Iwasaki
Алис Кочмэн	Alice Coachman
Этел Мюкельт	Ethel Muckelt
Ян Вэньи	Yang Wenyi
Тайна Лоуренс	Tayna Lawrence
Энн Донован	Anne Donovan
Алсу	Alsou
Эльвира Озолина	Elvīra Ozoliņa
Дора Бүүтби	Dora Boothby
Кристина Латан	Christina Lathan
Эльфриде Каун	Elfriede Kaun
Янет Бермой	Yanet Bermoy
Маяа Влошчовска	Maja Włoszczowska
Дэн Линьлинь	Deng Linlin
Марибэл Винсон	Maribel Vinson
Усны нөмрөг бүргэд	Båndhavørn
Агесилай II	Agesilaos II
Николай Островский	Nikolaj Ostrovskij
Улсын төсөв	Statsbudsjett
Монгол улсын төрийн дуулал	Dar khan manai khuvsgalt uls
Патрик Юинг	Patrick Ewing
AdWords	AdWords
Дон Чидл	Don Cheadle
Майкл Портер	Michael Porter
Зефир	Marshmallow
Манагуа нуур	Managuasjøen
Чаган-ду	Chagang
Жувенал Хабяримана	Juvénal Habyarimana
Хүн заан	Elefantmannen
Кэйпийн үнэг	Kapprev
Хаким Олажьювон	Hakeem Olajuwon
Атитлан нуур	Atitlánsjøen
Синтез	Syntese (kjemi)
Радио (сэтгүүл зүй)	Kringkasting
Жордан Хендерсон	Jordan Henderson
Сенегалын Сен-Луи	Saint-Louis (Senegal)
Кирсти Ковентри	Kirsty Coventry
Хараал тайлагч (кино)	Exorcisten
Ражон Рондо	Rajon Rondo
Мартин Келли	Martin Kelly
Ил-14	Iljusjin Il-14
Маруан Феллайни	Marouane Fellaini
Луол Денг	Luol Deng
Селина Гаспарин	Selina Gasparin
Эсекьель Лавесси	Ezequiel Lavezzi
Японы өөрийгөө хамгаалах хүчин	Japans forsvar
Стив Сидуэлл	Steve Sidwell
Акстафа аймаг	Ağstafa (distrikt)
Агдаш аймаг	Ağdaş (distrikt)
Марк Газоль	Marc Gasol
Йорданы хөлбөмбөгийн үндэсний шигшээ баг	Jordans herrelandslag i fotball
Вито Манноне	Vito Mannone
Коке	Jorge Resurrección Merodio
Фүрүкава Такахарү	Takaharu Furukawa
Леон Осман	Leon Osman
Газар дундын тэнгисийн цахлай	Svartehavsmåke
Лавр Корнилов	Lavr Kornilov
Төв (аймаг)	Töv
Баянхонгор	Bajankhongor (provins)
2010-11 оны Италийн хөлбөмбөгийн лиг	Serie A 2010–2011
2009 онд нас барагсад	Dødsfall i 2009
Том Хаддлстоун	Tom Huddlestone
Halo: Combat Evolved	Halo: Combat Evolved
Эндрю Жонсон	Andy Johnson
Найжел Рео-Кокер	Nigel Reo-Coker
Силвестре Варела	Silvestre Varela
Японы эзэн хааны арми	Den keiserlige japanske hær
Елена Пидгрушна	Olena Pidhrusjna
Хулгайлагдсан нь	Taken
Сааб 340	Saab 340
Предраг Стоякович	Peja Stojaković
ИЛ-102	Iljusjin Il-102
Карлос Дельфино	Carlos Delfino
Владимир Дарида	Vladimír Darida
Ялааны алуур	Fluesmekker
Жина Дэвис	Geena Davis
Хөлбөмбөгийн довтлогч	Angriper (fotball)
Вернер Ярвинен	Verner Järvinen
Хэрэм	Ekornslekten
Монгол улс Наганогийн олимпод	Mongolia under Vinter-OL 1998
Тина Бахман	Tina Bachmann (skiskytter)
Харис Сеферович	Haris Seferović
Борха Валеро	Borja Valero
Halo: Reach	Halo: Reach
Кристина Гровс	Kristina Groves
Ник Бармби	Nick Barmby
Харшанаа хөмрөг	Vierspurv
Роберт Мертон	Robert C. Merton
Тэд Мэрэдит	Ted Meredith
Ройстон Дренте	Royston Drenthe
Эмили Браунинг	Emily Browning
Их Хянган	Store Khingan
Хоакин Санчес	Joaquín Sánchez Rodríguez
Дирк Кёйт	Dirk Kuyt
Федерико Бальзаретти	Federico Balzaretti
Стеван Йоветич	Stevan Jovetić
Мартин Ландау	Martin Landau
Андрей Кириленко	Andrej Kirilenko
Сесар Аспиликуэта	César Azpilicueta
Кристиан Эриксен	Christian Eriksen
Руй Патрисио	Rui Patrício
Авраам Пападопулос	Avraam Papadopoulos
Жефферсон Фарфан	Jefferson Farfán
Бен Уоллес	Ben Wallace
Лайонел Берримор	Lionel Barrymore
Виктор Мозес	Victor Moses
Каспер Шмейхель	Kasper Schmeichel
Том Хиддлстон	Tom Hiddleston
Ян Ян	Yang Yang
Маурисио Исла	Mauricio Isla
Шон Сэнт-Лежер	Sean St Ledger
Рикардо Самора	Ricardo Zamora
Демба Ба	Demba Ba
Чезаре Мальдини	Cesare Maldini
Абахай хаан	Huang Taiji
Дэвид Морс	David Morse (skuespiller)
Юсси Яаскеляйнен	Jussi Jääskeläinen
Мишел Дэбре	Michel Debré
Райан Бертранд	Ryan Bertrand
Люк Янг	Luke Young
Жермен Пеннант	Jermaine Pennant
Альфред Гилман	Alfred G. Gilman
Папп Ласло	László Papp
Терренс Ховард	Terrence Howard
Дэнни Мёрфи	Danny Murphy
Жермейн Женас	Jermaine Jenas
Пол Хоган	Paul Hogan
Эсекьель Гарай	Ezequiel Garay
Жек Родуэлл	Jack Rodwell
Тим Крул	Tim Krul
Ахмад Кадыров	Akhmad Kadyrov
Деметриус Викелас	Demetrius Vikelas
Жэйми Белл	Jamie Bell
Тайсон Чендлер	Tyson Chandler
Кевин Лав	Kevin Love
Дэвид Мойес	David Moyes
Омер Ашик	Ömer Aşık
Неманья Матич	Nemanja Matić
Гёкхан Инлер	Gökhan Inler
Вильям Квист	William Kvist
Дерон Уильямс	Deron Williams
Габриэль Обертан	Gabriel Obertan
Брэд Жонс	Brad Jones
Сейду Думбиа	Seydou Doumbia
Жеймс Кромвелл	James Cromwell
Уилсон Паласиос	Wilson Palacios
Майкл Адамс	Michael Adams
Гаэль Какута	Gaël Kakuta
Бадаргуулт төр	Guangxu-keiseren
Саманта Райли	Samantha Riley
Томаш Сивок	Tomáš Sivok
Эдуардо Карвалью	Eduardo dos Reis Carvalho
Химийн индикатор	PH-indikator
Сүүдрийн засгийн газар	Skyggekabinett
Жош Хартнетт	Josh Hartnett
Одри Тоту	Audrey Tautou
Дачин	Daqing
Абая нуур	Abayasjøen
Дөрөө (унадаг дугуй)	Pedal (sykkel)
Радиоизитоп цөмийн цахилгаан үүсгүүр	Radioisotopgenerator
Жон О'Ши	John O'Shea
Жэймс Франко	James Franco
2007 оны Британийн Гран При	Storbritannias Grand Prix 2007
Жан-Клод Ван Дамм	Jean-Claude van Damme
Софийн Локомотив	PFC Lokomotiv Sofia
Экстрим спорт	Ekstremsport
Эрик Шупо-Мотинг	Eric Maxim Choupo-Moting
Жереми Лин	Jeremy Lin
Паписс Сиссе	Papiss Cissé
Киран Ричардсон	Kieran Richardson
Микелоццо ди Бартоломмео	Michelozzo di Bartolommeo
Марио Йепес	Mario Yepes
Ричи Де Лат	Ritchie De Laet
Блэйк Гриффин	Blake Griffin
Гэри Пэйтон	Gary Payton
Фредерик Чэпмэн Роббинс	Frederick Chapman Robbins
Намко	Namco
Алан Хаттон	Alan Hutton
Эммануэль Фримпонг	Emmanuel Frimpong
Фрэнки Фредерикс	Frankie Fredericks
Дадли Мур	Dudley Moore
Жон Ирвинг	John Irving
Крис Хой	Chris Hoy
Недум Онуоха	Nedum Onuoha
Карлос Бүүзер	Carlos Boozer
Эеэр Засагч хаан	Shunzhi-keiseren
Кевин Стротман	Kevin Strootman
Үчида Ацүто	Atsuto Uchida
Шинжи Оказаки	Shinji Okazaki
Брендан Рожерс	Brendan Rodgers
Шейк Исмаэль Тьоте	Cheick Tioté
Анжело Паломбо	Angelo Palombo
Якоб Поульсен	Jakob Poulsen
Бреде Хангеланд	Brede Hangeland
2012/2013 оны Германы хөлбөмбөгийн лиг	Bundesliga 2012–2013
Miyavi	Miyavi
Нурхачи	Nurhaci
Жерри Уэст	Jerry West
Жон Алойзи	John Aloisi
Льюис Холтби	Lewis Holtby
Сидни Кросби	Sidney Crosby
Томас Гравесен	Thomas Gravesen
Мишо Бречко	Mišo Brečko
Питер Одемвингие	Peter Odemwingie
Грег Луганис	Greg Louganis
Юнес Кабул	Younès Kaboul
Жильберто да Сильва Мело	Gilberto
Ханнес Колехмайнен	Hannes Kolehmainen
Кевин Дэвис	Kevin Davies
Владимир Шмицер	Vladimír Šmicer
Мустафа Хаджи	Mustafa Hadji
Давид Н'Гог	David N'Gog
Василий Березуцкий	Vasilij Berezutskij
Чарли Адам	Charlie Adam
Энрике Боланос	Enrique Bolaños
Жон Майкл Бишоп	J. Michael Bishop
Стефан Хольм	Stefan Holm
Дарко Панчев	Darko Pančev
Саид Ауйта	Saïd Aouita
Ато Болдон	Ato Boldon
Никола Калинич	Nikola Kalinić
Натан Дельфунесо	Nathan Delfouneso
Альберт Луке	Albert Luque
Александр Овечкин	Aleksandr Ovetsjkin
Марк Олбрайтон	Marc Albrighton
Хорлоогийн Чойбалсан	Khorloogijn Tsjojbalsan
Ицхак Навон	Yitzhak Navon
Эдгар Баррето	Édgar Barreto
Жоаким Ноа	Joakim Noah
Бен Фостер (жүжигчин)	Ben Foster (skuespiller)
Марк Селби	Mark Selby
Филиппе Коутиньо	Philippe Coutinho
Ивица Костелич	Ivica Kostelić
Себастьян Коатес	Sebastián Coates
Нарийн хот	Naryn (by)
Стивен Тейлор	Steven Vincent Taylor
Яннис Фетфацидис	Giannis Fetfatzidis
Дэвид Данн	David Dunn
Иоаннис Маниатис	Giannis Maniatis
Мейнор Фигероа	Maynor Figueroa
Дэнни Гэббидон	Daniel Gabbidon
Стивен Харпер (хөлбөмбөгчин)	Steve Harper
Рахим Стерлинг	Raheem Sterling
Мамаду Сако	Mamadou Sakho
Эдвард Герек	Edward Gierek
Шахрияр Мамедьяров	Şəhriyar Məmmədyarov
Иоргос Цавелас	Giorgos Tzavellas
Йонас Ольссон	Jonas Olsson (fotballspiller født 1983)
Надежда Скардино	Nadezjda Skardino
Микель Сан Хосе	Mikel San José
Леонид Гайдай	Leonid Gajdaj
Артур Бока	Arthur Boka
И Ён-пю	Lee Young-pyo
Константинос Митроглу	Kostas Mitroglou
Боб Коузи	Bob Cousy
Фред (хөлбөмбөгчин)	Frederico Chaves Guedes
Фрэнсис Обиквелу	Francis Obikwelu
Ваел Гоним	Wael Ghonim
Лукас Моура	Lucas Moura
Стефан Мбиа	Stéphane Mbia
Мартин Ольссон	Martin Olsson
Анжело Обинце Огбонна	Angelo Ogbonna
Юрий Седых	Jurij Sedykh
Диего Луна	Diego Luna
Жордан Фармар	Jordan Farmar
Ки Сон Ён	Ki Sung-yueng
Пол Кончески	Paul Konchesky
Антонио Барраган	Antonio Barragán
Марк Муньеса	Marc Muniesa
Ван Хао	Wang Hao (bordtennisspiller)
Николя Н'Кулу	Nicolas N'Koulou
Клаудио Браво	Claudio Bravo
Ян Вертонген	Jan Vertonghen
Жан Босежур	Jean Beausejour
Ромелу Лукаку	Romelu Lukaku
Чуи Гюү-Ха	Choi Kyu-hah
Серж Ибака	Serge Ibaka
Бувайсар Сайтиев	Buvajsar Sajtijev
Stromae	Stromae
Дикембе Мутомбо	Dikembe Mutombo
Александрос Циолис	Alexandros Tziolis
Эрнанес	Hernanes
Хавьер Гарридо	Javier Garrido
Кирсан Илюмжинов	Kirsan Iljumzjinov
Роберт Шоу	Robert Shaw (skuespiller)
Пабло Освальдо	Pablo Daniel Osvaldo
Хун Мён-бу	Hong Myung-bo
Ли Нин	Li Ning
Терри Винэйблс	Terry Venables
Гордон Шильденфельд	Gordon Schildenfeld
Флойд Паттерсон	Floyd Patterson
Луйжи ди Биажо	Luigi Di Biagio
Бэрх	Berke khan
Эллери Кларк	Ellery Clark
Павел Третьяков	Pavel Tretjakov
Олег Янковский	Oleg Jankovskij
Луис Скола	Luis Scola
Милош Обилич	Miloš Obilić
Чиро Феррара	Ciro Ferrara
Томас Бёрк	Thomas Burke
Иван Стринич	Ivan Strinić
Им Дон Хён	Im Dong-hyun
Стефан Грихтинг	Stéphane Grichting
Юрай Куцка	Juraj Kucka
Гордон Стракан	Gordon Strachan
Жо	Jô
Стюарт Тэйлор	Stuart Taylor
Скотт Браун	Scott Brown (fotballspiller)
Фернандо Аморебьета	Fernando Amorebieta
Андреа Раноккья	Andrea Ranocchia
Фёдор Фёдорович Ушаков	Fjodor Usjakov
Диоманси Камара	Diomansy Kamara
Мусса Соу	Moussa Sow
Риад Будебуз	Ryad Boudebouz
Кёрк Хайнрик	Kirk Hinrich
Александр Грищук	Aleksandr Grisjtsjuk
Рио Мавуба	Rio Mavuba
Ван Личинь	Wang Liqin
Жон Флэнаган	Jon Flanagan
Жонжо Шелви	Jonjo Shelvey
Ярослав Дробный	Jaroslav Drobný (fotballspiller)
И Үн-жэ	Lee Woon-jae
Аруна Коне	Arouna Koné
Эмиль Хегле Свендсен	Emil Hegle Svendsen
Нейт Робинсон	Nate Robinson
Плано Карпини	Giovanni da Pian del Carpine
Гата Камский	Gata Kamskij
Адем Ляич	Adem Ljajić
Франко Ди Санто	Franco Di Santo
Жан-Макс Бельрив	Jean-Max Bellerive
Линь Бяо	Lin Biao
Пак Чань-үк	Park Chan-wook
Юлиан Дракслер	Julian Draxler
Пьер Шеффер	Pierre Schaeffer
Хосе Кальдерон	José Calderón
Патрик Лихи	Pat Leahy
Сэм Рокуэлл	Sam Rockwell
Жамель Месбах	Djamel Mesbah
Пак Тэ-хуань	Park Tae-hwan
Сильвен Дистен	Sylvain Distin
Гленн Уилан	Glenn Whelan
Шеймус Коулман	Séamus Coleman
Пауло Бенто	Paulo Jorge Gomes Bento
Кристиан Сапата	Cristián Zapata
Рауль Гарсиа	Raúl García
Даниэль Васс	Daniel Wass
Алексей Ягудин	Aleksej Jagudin
Кевин Миральяс	Kevin Mirallas
Вюрнон Анита	Vurnon Anita
Микаэль Лустиг	Mikael Lustig
Энтони Дэвис (сагсан бөмбөгчин)	Anthony Davis
Жамир Нельсон	Jameer Nelson
Эмир Байрами	Emir Bajrami
Чиветел Эжиофор	Chiwetel Ejiofor
Борис Диав	Boris Diaw
Фредди Гуарин	Fredy Guarín
Найралт Төв хаан	Yongzheng-keiseren
Пилийн тойрог хэмээх депо	Lokomotivstall i Piła
Чойбалсан хот	Tsjojbalsan
Станислав Каня	Stanisław Kania
Брайан Руис	Bryan Ruiz
Абель Агилар	Abel Aguilar
Абель Эрнандес	Abel Hernández
Себастьян Бассонг	Sébastien Bassong
Лукас Винтра	Loukas Vyntra
Бүрэн засагч	Tongzhi-keiseren
Бен Гордон	Ben Gordon
Шарын шашин	Gelug
Их наяд	Trillion
Жонатан Уолтерс	Jonathan Walters
Седльце	Siedlce
Камиль Гросицкий	Kamil Grosicki
Битлжүүс	Beetlejuice
Миле Единак	Mile Jedinak
Умард Солонгосын хотууд	Liste over byer i Nord-Korea
Зонхов	Tsongkhapa
