ఆఫ్రికా	Afrika
హాలోవీన్	Allehelgensaften
లంబాడి	Lambadier
అంతర్జాతీయ కాల్బంతి క్రీడా సమాఖ్య	FIFA
డర్టీ డ్యాన్సింగ్	Dirty Dancing
కోనేరు హంపి	Humpy Koneru
కెల్లీ బ్రూక్	Kelly Brook
డయాన్ లేన్	Diane Lane
లినోలినిక్ ఆమ్లం	Alfalinolensyre
అతిమధురం	Lakrisplante
అమ్రేలి	Amreli (distrikt)
పొలుసుల ఛాతీ లోరికీట్	Gulskjellori
అనుష్క శంకర్	Anoushka Shankar
చేతబడి	Trolldom
దేశాల జాబితా – వైశాల్యం క్రమంలో	Liste over verdens stater etter areal
రక్తప్రసరణ వ్యవస్థ సంబంధిత వ్యాధులు	ICD-10 kapittel IX: I00-I99 – Sykdommer i sirkulasjonssystemet
ICD-10 అధ్యాయము 17: వంశపారంపరిక అవలక్షణాలు మరియు జన్యు సంబంధ వ్యాధులు	ICD-10 kapittel XVII: Q00-Q99 – Medfødte misdannelser, deformiteter og kromosomavvik
సూడోఎఫిడ్రిన్	Pseudoefedrin
కామన్ గేట్వే ఇంటర్ఫేస్	Common Gateway Interface
గగన్ నారంగ్	Gagan Narang
సామాజిక న్యాయం	Sosial rettferdighet
కస్తూరిబాయి గాంధీ	Kasturba Gandhi
ఇంద్రా నూయి	Indra Nooyi
తీవ్ర పరిహృదయ వ్యాధి	Akutt koronarsyndrom
మైసూరు సామ్రాజ్యం	Kongedømmet Mysore
బ్యాటరీ	Elektrisk batteri
జింద్	Jind (distrikt)
లైన్స్ క్లబ్	Lions Clubs International
బెల్గాం	Belgaum
సొసైటీ జనరల్	Société Générale
టోంబ్ రైడర్	Tomb Raider
శిల్పా శెట్టి	Shilpa Shetty
శీతము	Kulde
మహానది	Mahanadi (elv)
ఢిల్లీ మెట్రో	Delhis metro
వింధ్య పర్వతాలు	Vindhyafjellene
మైక్ పావెల్	Mike Powell
బహిర్గతం	Eksponering
గూగుల్ ప్రకటన పదాలు	AdWords
బ్రేకింగ్ బెంజమిన్	Breaking Benjamin
అనుబంధ నాడి	Nervus accessorius
హైపర్‌గ్లైసీమియా	Hyperglykemi
కుక్కర్	Trykkoking
విషాహార వ్యాధి	Matforgiftning
మిత్సుబిషి లాన్సర్	Mitsubishi Lancer
అతి సమీప ఛాయాచిత్రకళ	Makrofotografi
మాయా	Maya (programvare)
ఎడినోమా	Adenom
లంకావీ	Langkawi
కుంతకాలు	Fortann
క్విజ్	Quiz
పాములపర్తి వెంకట నరసింహారావు	P. V. Narasimha Rao
ఓడ యొక్క గంట	Skipsklokke
బొబ్బ	Vannblemme
యానాం	Yanam (by)
నోయిడా	Noida
రాజీవ్ గాంధీ అంతర్జాతీయ విమానాశ్రయం	Rajiv Gandhi internasjonale lufthavn
జాతీయగేయం	Vande Mataram
యువెటిస్	Uveitt
గజల్	Gasel
హిందుత్వ	Hindutva
పాండిచ్చేరి విశ్వవిద్యాలయం	Pondicherry-universitetet
బాబీ జిందాల్	Bobby Jindal
లియాండర్ పేస్	Leander Paes
అరవింద్ అడిగా	Aravind Adiga
రామస్వామి వెంకట్రామన్	Ramaswamy Venkataraman
వేపుడు	Steking
ఐసాన్ తోకచుక్క	C/2012 S1
ఇడుక్కి	Idukki (distrikt)
ఆరోన్ స్వార్ట్జ్	Aaron Swartz
బహిర్జంఘిక	Fibula (anatomi)
హోషియార్‌పూర్	Hoshiarpur (distrikt)
డి.పి.కె.జి.	Dpkg
IGoogle	IGoogle
పురూలియా	Purulia (distrikt)
అమెరికా సంయుక్త రాష్ట్రాల కమ్యూనిస్ట్ పార్టీ	USAs kommunistiske parti
ఎండమావి	Luftspeiling
స్టాప్ మోషన్ యానిమేషన్	Stop-motion
ఎ టేల్ అఫ్ టు సిటీస్	A Tale of Two Cities
ఆచరణాదేశక వర్గం	Politbyrå
నామాల పిల్లి	Rustflekkatt
క్రోకడైలస్	Ekte krokodiller
ఉసిరి	Amla
ది గ్రడ్జ్	Forbannelsen
మెకిన్సే	McKinsey & Company
రేగు	Ziziphus
సంజయ్ దత్	Sanjay Dutt
సెన్నా	Sennaslekten
కుతుబుద్దీన్ ఐబక్	Qutb ud din Aibak
కనిష్కుడు	Kanishka
రాయ్ ఎమర్సన్	Roy Emerson
విలియం స్టాన్లీ జీవాన్స్	Stanley Jevons
ఫ్రాంక్ విటిల్	Frank Whittle
కబీరుదాసు	Kabir
అశ్వఘోషుడు	Asvaghosa
నాథూరామ్ గాడ్సే	Nathuram Godse
మహేష్ భూపతి	Mahesh Bhupathi
బాలగంగాధర తిలక్	Bal Gangadhar Tilak
జెఫ్ బెజోస్	Jeff Bezos
వి. వి. గిరి	Varahagiri Venkata Giri
మెహర్ బాబా	Meher Baba
కబీర్ బేడి	Kabir Bedi
ఖాన్ అబ్దుల్ గఫార్ ఖాన్	Khan Abdul Ghaffar Khan
గురు గోవింద సింగ్	Gobindh Singh
తులసీదాసు	Tulsidas
ఫాహియాన్	Faxian
గోపాలకృష్ణ గోఖలే	Gopal Krishna Gokhale
భారత రాష్ట్రపతి	Indias president
బిందుసారుడు	Bindusara
సర్ జేమ్స్ జీన్స్	James Hopwood Jeans
శాంతా క్లాజ్	Julenissen
ఫకృద్దీన్ అలీ అహ్మద్	Fakhruddin Ali Ahmed
రావి నది	Ravi (elv)
ఇంటర్నెట్ అత్యున్నత స్థాయి డొమైన్ల జాబితా	Landskoder (Internett)
షాహిద్ కపూర్	Shahid Kapoor
రైన్బో లోరికీట్	Regnbuelori
అధో జిహ్వ నాడి	Nervus hypoglossus
ట్రోక్లియర్ నాడి	Nervus trochlearis
బియాస్ నది	Beas (elv)
చత్వారము	Presbyopi
ప్రయాణీకుడు	Passasjer
చిరునామా	Adresse (geografisk)
బెంగుళూరు వంకాయ	Chayote
ఔషధశాస్త్రం	Farmakognosi
పొదుపు	Sparing
కోడిపందెం	Hanekamp
పెట్టుబడి బ్యాంకింగ్	Investeringsbank
రిథమ్‌బాక్స్	Rhythmbox
జామ	Guavaslekten
అభినవ్ బింద్రా	Abhinav Bindra
కుంకుడు	Såpebærslekten
ఉడల్గురి	Udalguri (distrikt)
భారతరత్న	Bharat Ratna
నెయ్యి	Ghi
కస్తూరి	Musk
సారనాథ్	Sarnath
వృషణాల క్యాన్సర్	Testikkelkreft
మావెన్	MAVEN
వ్యవస్థ నిర్వాహకుడు	Systemadministrator
ది ఈవిల్ డెడ్	The Evil Dead
కరపత్రం	Flyveblad
దివ్యజ్ఞాన సమాజము	Teosofisk samfunn
శాంటాలేసి	Sandeltrefamilien
ఎన్రాన్	Enron
రుమటాలజీ (కీళ్ల నొప్పుల శాస్త్రం)	Revmatologi
HL7	Health Level 7
పెద్దరేగు	Indiajujube
బోస్ కార్పోరేషన్	Bose Corporation
భారతీయ సినిమా	Indisk film
వీసా(VISA)	Visa
మేరీ కాం	Mary Kom
అవిశ్వాస తీర్మానం	Mistillitsvotum
రక్త పింజరి	Russells hoggorm
అసౌష్ఠవత	Skjevhet
ఫెర్మాట్ సూత్రం	Fermats prinsipp
లార్డ్స్ క్రికెట్ స్టేడియం	Lord's Cricket Ground
టాటా గ్రూప్	Tatagruppen
శంకర దయాళ్ శర్మ	Shankar Dayal Sharma
రంజిత్ సింగ్	Ranjit Singh
ఫిరాయింపు	Avhopper
వారియర్ (మల్లయోధుడు)	Warrior (fribryter)
ఫరీద్ జకారియ	Fareed Zakaria
చార్‌ల్స్ విల్సన్ (రాజకీయవేత్త)	Charles Nesbitt Wilson
బెస్సేమర్ పద్ధతి	Bessemerprosess
మెర్రిల్ లించ్	Merrill Lynch
ప్రపంచ జన్మస్థానం (చిత్రపటం)	L'Origine du monde
జిహ్వ గ్రసని నాడి	Nervus glossopharyngeus
రవాణా విధానం	Transportmiddel
మోర్గాన్ స్టాన్లీ	Morgan Stanley
ఆర్.కే. నారాయణ్	R.K. Narayan
చంద్రశేఖర్ సింగ్	Chandra Shekhar Singh
దేవమాత	Modergudinne
స్టొరీబోర్డ్	Storyboard
పెప్సికో	PepsiCo
ఖాజీ నజ్రుల్ ఇస్లాం	Nazrul Islam
జ్ఞాని జైల్ సింగ్	Giani Zail Singh
అబూబక్ర్	Abu Bakr
జయదేవ	Jayadeva
భర్తృహరి	Bhartṛhari
సౌర స్థిరాంకం	Solkonstanten
నీలం సంజీవరెడ్డి	Neelam Sanjiva Reddy
గడ్డివాము	Høy
రాజపుత్రులు	Rajputer
HIV పరీక్ష	Hiv-test
ఉత్తర 24 పరగణాలు	North 24 Parganas (distrikt)
టాంగో (నృత్యం)	Tango
రోసిడ్స్	Rosidae
గాడ్జెట్	Gadget
క్రిస్	Chris
హిప్పీ	Hippie
ద్రవీకృత పెట్రోలియం వాయువు	LPG
లీ డి ఫారెస్ట్	Lee De Forest
చిణువు	Piksel
ఎడినోకార్సినోమా	Adenokarsinom
ఆదివాసి	Adivasi
కుంతీ జిల్లా	Khunti (distrikt)
ఈద్ ముబారక్	Eid Mubarak
ఆంగ్లో ఇండియన్	Angloindisk
బెండ్ ఇట్ లైక్ బెక్హాం	Skru'n som Beckham
క్షవరం	Barbering
ఇబ్న్ కసీర్	Ibn Kathir
ఘసన్ కనాఫానీ	Ghassan Kanafani
ముహమ్మద్ హమీద్ అన్సారి	Mohammad Hamid Ansari
గబూన్ పాము	Gabonviper
రాయ్‌పుర్	Raipur
బహుమనీ సామ్రాజ్యము	Bahmani-sultanatet
మిత్సుబిషి పజెరో	Mitsubishi Pajero
యోగ్యతా పత్ర ప్రదానం	Sertifisering
చిట్టగాంగ్	Chittagong
కొత్తగా పారిశ్రామికీకరణ చెందుతున్న దేశం	Nylig industrialiserte land
సీనాయి పర్వతం	Sinai (fjell)
బంకించంద్ర ఛటర్జీ	Bankim Chandra Chattopadhyay
సుశీల్ కుమార్ సోలంకి	Sushil Kumar
ముత్తయ్య మురళీధరన్	Muttiah Muralitharan
చిక్కుడు	Bønne
బీజకోశం	Ovule
వృత్తి చికిత్స	Ergoterapi
బెంటొనైట్	Bentonitt
వాత్స్యాయన మహర్షి	Vatsayayana Mallanaga
కార్పొరేట్ పాలన	Prinsipper for eierstyring og selskapsledelse
ఫాస్ట్ అండ్ ఫ్యూరియస్	Fast & Furious
ధ్యాన్ చంద్	Dhyan Chand
జల్లెడ	Sil
అనుభవజ్ఞుడు	Ekspert
సెమోలినా	Semule
వికాస్ స్వరూప్	Vikas Swarup
ఇజ్రాయిల్ సంస్కృతి	Israels kultur
నిర్మాణము	Bygge- og anleggsnæringen
కురుక్షేత్ర సంగ్రామం	Kurukshetrakrigen
నేతాజీ సుభాష్ చంద్రబోస్ అంతర్జాతీయ విమానాశ్రయం	Netaji Subhash Chandra Bose internasjonale lufthavn
స్వాత్ లోయ	Swat (Pakistan)
గీత గోవిందం	Gitagobinda
గుండె రక్తనాళాల వ్యాధి	Hjerte- og karsykdommer
బుల్లెట్‌ప్రూఫ్ జాకెట్	Skuddsikker vest
దుప్పటి	Laken (sengetøy)
ఆగా ఖాన్	Aga Khan
అగ్ని (దేవుడు)	Agni
అహ్మదాబాద్	Ahmedabad (distrikt)
అహ్మద్‌నగర్ జిల్లా	Ahmadnagar (distrikt)
కార్గిల్ యుద్ధము	Kargilkrigen
బంగారు పతకం	Gullmedalje
ముంబయి విశ్వవిద్యాలయం	University of Mumbai
బెంజిడిన్	Benzidin
ఫెనైటోయిన్	Fenytoin
విద్యుత్ లేపనం	Galvanisering
అజ్మీర్ జిల్లా	Ajmer (distrikt)
తెలుగు ప్రజలు	Teluguer
పొటాషియం సిట్రేట్	Kaliumsitrat
మోనజైట్	Monazitt
డాప్సోన్	Dapson
లారిక్ ఆమ్లం	Laurinsyre
జీవాణుపుంజం (బయోపాలిమర్)	Biopolymer
ప్రొపియోనిక్ ఆమ్లం	Propansyre
బిబిసి వరల్డ్ సర్వీస్	BBC World Service
అల్ అక్సా మస్జిద్	Al-Aqsa-moskeen
సైఫన్	Hevert
వంట నూనె	Matolje
మస్జిదుల్ హరామ్	Al-Haram
సాంగ్లీ	Sangli
ఈశాన్య ఢిల్లీ	North East Delhi (distrikt)
లక్క	Skjellakk
కృష్ణాష్టమి	Krishna Janmashtami
గుత్తా జ్వాల	Jwala Gutta
ఆల్వార్ జిల్లా	Alwar (distrikt)
రాయితీ నగదు ప్రవాహం	Diskontert kontantstrømsmetoden
అంబాలా	Ambala
అంబర్ కోట	Fort Amber
వెస్ట్‌మిన్‌స్టర్ వంతెన	Westminster Bridge
సవ్యసాచిత్వం	Ambidekstri
మధురం	Søtt
స్కేల	Scala (programmeringsspråk)
డార్జిలింగ్ హిమాలయన్ రైల్వే	Darjeeling Himalayan Railway
అంతర్జాతీయ జీవవైవిధ్య దినోత్సవం	Internasjonal dag for biologisk mangfold
దలేర్ మెహంది	Daler Mehndi
సైనా నెహ్వాల్	Saina Nehwal
అనీ బిసెంట్	Annie Besant
ఈద్-ఉల్-ఫితర్	Id al-fitr
నోర్టెల్	Nortel
డెస్పెరాడో (చిత్రం)	Desperado (film)
విజయలక్ష్మి పండిట్	Vijaya Lakshmi Pandit
మర్రి	Banyan
మీరాబాయి	Mirabai
అమెరికన్ సైకో	American Psycho
హొయసల సామ్రాజ్యం	Hoysalariket
పల్లవ	Pallava-dynastiet
రామన్ ఎఫెక్ట్	Ramanspredning
ప్రతిభ	Begavelse
మీర్ ఉస్మాన్ అలీ ఖాన్	Asaf Jah VII av Hyderabad
జె.ఆర్.డి.టాటా	J. R. D. Tata
భైరాన్‌సింగ్ షెకావత్	Bhairon Singh Shekhawat
బెణుకు	Forstuelse
విజయేందర్ సింగ్	Vijender Singh
సల్మాన్ అమిన్ ఖాన్	Salman Khan (pedagog)
భద్ర నది	Bhadra (elv)
పద్మాసనము	Lotusstilling
నౌకానిర్మాణం	Skipsbygging
స్టాక్ మార్కెట్	Aksjemarked
పల్లకి	Bærestol
భారత రాజ్యాంగం	Indias grunnlov
శారీరక భాష	Kroppsspråk
చిత్రము	Bilde
ఏమీ ఆడమ్స్	Amy Adams
షరియా	Sharia
గజము (పొడవు)	Yard
పారాచూట్	Fallskjerm
వెన్నెముక	Ryggsøyle
బ్రయాన్ ఆడమ్స్	Bryan Adams
విండోస్ 98	Windows 98
వికీమానియా	Wikimania
కళా ప్రక్రియ	Sjanger
ది క్రానికల్స్ ఆఫ్ నార్నియా	Narnia
రియో ఫెర్డినాండ్	Rio Ferdinand
ఆసియా క్రీడలు	Asialekene
కళాకారుడు	Kunstner
వాల్-మార్ట్	Walmart
అలన్ షేరర్	Alan Shearer
క్లౌడ్ కంప్యూటింగ్	Nettskyen
సున్నీ ఇస్లాం	Sunniislam
సత్య సాయి బాబా	Sathya Sai Baba
షిండ్లర్స్ లిస్ట్	Schindlers liste
పేపాల్	PayPal
ముహమ్మద్ ఇక్బాల్	Muhammad Iqbal
ఫిఖహ్	Fiqh
అలిస్ ఇన్ చెయిన్స్	Alice in Chains
గురువు	Guru
నాయకత్వం	Lederskap (generelt)
కులం	Kaste
పెసలు	Mungbønne
బమియాన్ బుద్ధ విగ్రహాలు	Buddha-statuene i Bamiyandalen
సినిమాస్కోప్	CinemaScope
ఔరంగజేబు	Aurangzeb
రెడ్ హ్యాట్	Red Hat
వికీమీడియా కామన్స్	Kunderelasjonshåndtering
ఆనంద్(గుజరాత్)	Anand (distrikt)
క్షారం	Alkali
చికెన్ పులావ్	Pilaff
పొడవైన నదుల జాబితా	Liste over verdens lengste elver
హుమాయూన్	Humayun
ఇస్లామోఫోబియా	Islamofobi
కేంబ్రిడ్జ్ డ్యూక్ ప్రిన్స్ విలియమ్స్ మరియు కేథరీన్ మిడిల్టన్ ల వివాహం	Bryllupet mellom prins William av Wales og Kate Middleton
పార్లమెంటు సభ్యుడు	Parlamentsmedlem
ప్రైస్‌వాటర్‌హౌస్‌కూపర్స్	PricewaterhouseCoopers
మ్యాక్‌బుక్ ఎయిర్	MacBook Air
ఎర్నెస్ట్	EY
ఏడు పురాతన ప్రపంచ అద్భుతాలు	Verdens syv underverker
చిక్-ఫిల్ ఎ	Chick-fil-A
సమోసా	Samosa
డెలాయిట్	Deloitte
వజ్ర సూత్రం	Diamantsutraen
ఆదిలాబాద్	Adilabad
ప్రత్యేక ఆర్థిక మండలి	Spesiell økonomisk sone
నోకియా 1100	Nokia 1100
చరాస్తి	Løsøre
సైక్లోస్టొమేటా	Rundmunner
పరిమార్జన్ నేగి	Parimarjan Negi
లోగానియేసి	Loganiaceae
సార్కాప్టిస్ స్కేబీ	Skabbmidd
మధ్య చెవి	Mellomøre
జానీ వాకర్	Johnnie Walker
మృదులాస్థి	Brusk
ఛత్రపతి శివాజీ అంతర్జాతీయ విమానాశ్రయం	Chhatrapati Shivaji internasjonale lufthavn
భక్తి	Bhakti
అపాచే టాంక్యాట్	Apache Tomcat
ఇంటర్నల్ రేట్ అఫ్ రిటర్న్	Internrente
కల్ హో న హో	Kal Ho Naa Ho
నెస్టోరిని	Nestor (slekt)
ఆలమ్నీ	Alumni
సంజయ్ గుప్తా	Sanjay Gupta
ఈదుల్ అజ్ హా	Id al-adha
ప్రేమ పక్షులు	Dvergpapegøyer
కశేరుక ధమని	Arteria vertebralis
జి స్పాట్	G-punkt
షార్ప్‌విల్లే మారణకాండ	Sharpeville-massakren
దావణగెరె	Davanagere
అకోలా జిల్లా	Akola (distrikt)
సిర్సా (హర్యానా)	Sirsa (distrikt)
రేవా	Rewa (distrikt)
ముడి	Knop (knute)
రొనాల్డో	Ronaldo
ప్సిట్టెయుటెలస్	Psitteuteles
దక్షిణ దినాజ్‌పూర్	Dakshin Dinajpur (distrikt)
విక్టోరియా	Victoria
గుండెలో మంట	Halsbrann
ICD-10 అధ్యాయము 12: చర్మవ్యాధులు	ICD-10 kapittel XII: L00-L99 – Sykdommer i hud og underhud
కుంజరని దేవి	Kunjarani Devi
దక్షిణ భారతదేశము	Sør-India
రాజౌరీ	Rajouri (distrikt)
చెదలు	Termitter
హుగ్లీ	Hugli (distrikt)
పశ్చిమ ఢిల్లీ	West Delhi (distrikt)
చైన్ (యూనిట్)	Chain
SAP AG	SAP (selskap)
పెండ్యాల హరికృష్ణ	Pentala Harikrishna
షేన్ వార్న్	Shane Warne
బసప్ప దానప్పజత్తి	Basappa Danappa Jatti
మహమ్మద్ హిదయతుల్లా	Muhammad Hidayatullah
ఎం.ఎఫ్. హుసేన్	Maqbool Fida Husain
స్మార్తం	Smartisme
అన్నా చక్వతడ్జే	Anna Tsjakvetadze
పి.సి.మహలనోబిస్	Prasanta Chandra Mahalanobis
బిక్సేసి	Bixaceae
సయాటికా	Isjias
జర్స్‌ర్గుడా	Jharsuguda (distrikt)
జలాంతర ఛాయాచిత్రకళ	Undervannsfotografering
శుక్రాచార్యుడు	Shukra
హెర్బాలైఫ్‌	Herbalife
డిప్టెరోకార్పేసి	Dipterocarpaceae
ది స్పెక్టేటర్ (1711)	The Spectator (1711)
భూదేవి	Bhumidevi
డాట్ మ్యాట్రిక్స్ ప్రింటర్	Matriseskriver
దగ్గు మందు	Hostemedisin
వరిబీజం	Vannbrokk
బాస్కిన్-రాబిన్స్	Baskin-Robbins
మార్లేబోన్ క్రికెట్ సంఘం	Marylebone Cricket Club
కుప్పం	Kuppam
బాణాసంచా	Kinaputt
మావటి	Elefantfører
సినిమాటోగ్రఫీ	Kinematografi
ఫేక్	Phek (distrikt)
మైసూరు జిల్లా	Mysore (distrikt)
ఔరంగాబాదు జిల్లా(మహారాష్ట్ర)	Aurangabad (distrikt i Maharashtra)
మెథిసిల్లిన్-రెసిస్టంట్ స్టెఫిలోకాకస్ ఆరియస్	Meticillinresistente Staphylococcus aureus
రాజ్‌సమంద్ జిల్లా	Rajsamand (distrikt)
సాగిన చర్మపు గుర్తులు	Strekkmerker
సింధూ లిపి	Indusskriften
వాణిజ్యం	Handel
ఉపన్యాసం	Forelesning
పానిపట్టు యుద్ధం	Det første slaget ved Panipat
కెవిన్	Kevin
క్షీరసాగర మథనం	Kjerningen av melkehavet
వస్త్ర పరిశ్రమ	Tekstilindustri
అనిష్ప సంఖ్య	Irrasjonalt tall
కర్నాల్	Karnal (distrikt)
తల్లివేరు	Pælerot
వెలుపలి చెవి	Ytre øre
పశ్చిమ సిక్కిం	West Sikkim (distrikt)
కైతాల్	Kaithal (distrikt)
సూటు	Dress
మిండానౌ లోరికీట్	Mindanaolori
షెయోపూర్	Sheopur (distrikt)
ఉమరియ	Umaria (distrikt)
మొబైల్ యాప్స్	Mobilapplikasjon
గ్లైసీన్	Glycin
హోషంగాబాద్	Hoshangabad (distrikt)
ఆస్తికవాదం	Teisme
ఇండియన్ ఇన్‌స్టిట్యూట్ ఆఫ్ టెక్నాలజీ	Indian Institute of Technology
నైట్‌ క్లబ్	Nattklubb
పెప్పర్ స్ప్రే	Pepperspray
హృదయ సూత్రం	Hjertesutraen
కుండలిని	Kundalini
సబ్స్టిట్యూషన్ సైఫర్	Substitusjonschiffer
దక్షిణ గంగోత్రి	Dakshin Gangotri
అవశేషావయవము	Rudiment
ది టైం మెషీన్	Tidsmaskinen (roman)
కార్టూన్	Vitsetegning
శ్రామిక చట్టం	Arbeidsrett
కాఫిర్	Kafir
నాణేల సేకరణ శాస్త్రం	Numismatikk
గులాబి ముఖం లవ్ బర్డ్	Rosenhodet dvergpapegøye
భారత పురాతత్వ శాఖ	Archaeological Survey of India
దీమాపూర్	Dimapur (distrikt)
పతనమ్ తిట్ట	Pathanamthitta (distrikt)
హోమినిడే	Hominidae
ప్రపంచ పర్యాటక దినోత్సవం	Verdens turismedag
అరాచిస్	Peanøtter
పాడి పరిశ్రమ	Meieri
గొడ్డా	Godda (distrikt)
కారైక్కాల్	Karaikal (distrikt)
అష్ట దిక్కులు	Kompassrose
టోటల్ స్టేషన్	Totalstasjon
పరిరక్షణ జీవశాస్త్రం	Bevaringsbiologi
రోవర్ (అంతరిక్ష అన్వేషణ)	Rover (romfart)
వాస్కులైటిస్	Vaskulitt
అన్‌బ్రేకబుల్ (చలనచిత్రం)	Unbreakable
ఇజ్మా	Ijma
బిఫోర్‌ సన్‌సెట్‌	Før solnedgang
దేశాల జాబితా – ఎత్తైన స్థలం క్రమంలో	Liste over land etter høyeste punkt
భారత్ పాకిస్తాన్ యుద్ధం 1947	Den første indisk-pakistanske krig
కాథెటర్	Kateter
డెనిమ్	Dongeri
స్పిరోమెట్రీ	Spirometri
లోటస్ 1-2-3	Lotus 1-2-3
పిస్టియా	Vannsalat
వర్ణపటం	Frekvensspekter
సిర్మౌర్	Sirmaur (distrikt)
సజ్జలు	Negerhirse
నపుంసకుడు	Hijra (transperson)
లోమోగ్రఫీ	Lomografi
ఖుర్దా	Khordha (distrikt)
ధూమపానం	Røyking
భూ లఘు కక్ష్య	Lav jordbane
ధర్మచక్రము	Dharmachakra
గర్భాశయ గ్రీవము	Livmorhals
కటకము	Linse
తపిజిల్లా	Tapi (distrikt)
బుంది జిల్లా	Bundi (distrikt)
ICD-10 అధ్యాయము 11: జీర్ణవ్యవస్థకు చెందిన వ్యాధులు	ICD-10 kapittel XI: K00-K93 – Sykdommer i fordøyelsessystemet
ఐజాక్	Isak
దేశాల జాబితా – తీరరేఖ పొడవు క్రమంలో	Liste over land etter kystlinje
మాచు పిచ్చు	Machu Picchu
తెలంగాణ	Telangana
రాష్ట్రపతి భవనం	Rashtrapati Bhavan
మహబూబ్ అలీ ఖాన్	Asaf Jah VI av Hyderabad
హాన్సీ క్రోన్యే	Hansie Cronje
వోఖా	Wokha (distrikt)
మహాభాగవతం	Bhagavata-Purana
మహేంద్రగఢ్	Mahendragarh (distrikt)
వాస్తవ ఆస్తి	Fast eiendom
హెయిర్ ట్రాన్స్‌ప్లాంటేషన్‌	Hårtransplantasjon
వాసెక్టమీ	Vasektomi
రింగ్‌టోన్	Ringetone
ఎలక్ట్రానిక్ డేటా సిస్టమ్స్	Electronic Data Systems
స్వర్గలోకపు పక్షి	Fabelparadisfugl
నాందేడ్ జిల్లా	Nanded (distrikt)
మయోపతీ	Myopati
ఎ క్లాక్ వర్క్ ఆరంజ్	Den mekaniske appelsin
ఉత్తర ఢిల్లీ	North Delhi (distrikt)
డబ్బు	Kontanter
తాత్కాలిక హక్కు	Tilbakeholdsrett
భారత పార్లమెంటు	Indias parlament
సిపాయి	Sepoy
వైకుంఠపాళీ	Stigespill
దేశాల జాబితా – జనసంఖ్య క్రమంలో	Liste over verdens stater etter befolkningsstørrelse
అధివృక్క గ్రంధి	Binyre
శోషరస వ్యవస్థ	Lymfesystem
ప్రపంచంలోని కొత్త ఏడు అద్భుతాలు	Verdens sju nye underverk
క్రిస్ మార్టిన్	Chris Martin
శ్రోణి మేఖల	Bekken
వాల్మీకి	Valmiki
ఆర్యసమాజ్	Arya Samaj
కయీను	Kain og Abel
అఫ్జల్ ఉద్దౌలా	Asaf Jah V av Hyderabad
స్ప్రింగ్ ఫ్రేమ్‌వర్క్	Spring framework
డిల్బర్ట్	Dilbert
కాంగ్రా	Kangra (distrikt)
ఋగ్వేదం	Rigveda
భాగస్వామ్యం	Samliv
గాయత్రీ మంత్రము	Gayatri mantra
ఆస్ట్రేలియన్ సింగిల్స్ టెన్నిస్ చాంపియన్‌షిప్ మహిళల విజేతల పట్టిక	Australian Open-vinnere (single damer)
చీర్స్	Cheers
బ్రంచ్	Brunsj
ఉఖ్రుల్	Ukhrul (distrikt)
వింబుల్డన్, లండన్	Wimbledon (London)
వినోద్ ఖోస్లా	Vinod Khosla
షోయబ్ అక్తర్	Shoaib Akhtar
నీటి తేలు	Vannskorpioner
జ్యోతిషం	Jyotisha
చికమగలూరు జిల్లా	Chikmagalur (distrikt)
కత్ని	Katni (distrikt)
బిందు సేద్యం	Dryppvanning
పలుగుపార	Murskje
ధమ్మపదం	Dhammapada
ఆస్ట్రేలియన్ సింగిల్స్ టెన్నిస్ చాంపియన్‌షిప్ పురుషుల విజేతల పట్టిక	Australian Open-vinnere (single herrer)
పుష్కర్	Pushkar
ఒలింపిక్ క్రీడలలో భారతదేశం	India under OL
అల్పాహారం	Snacks
మమిట్	Mamit (distrikt)
చపాతి	Chapati
గిల్బర్ట్ సిండ్రోమ్‌	Gilberts syndrom
స్క్రీన్ సేవర్	Skjermsparer
సరుగుడు	Casuarina
ఇపికాక్	Brekkrot
క్రిమియా	Den autonome republikken Krim
ICD-10 అధ్యాయము 1: అంటువ్యాధులు మరియు పరాన్నజీవులకు సంబంధించిన వ్యాధులు	ICD-10 kapittel I: A00-B99 – Visse infeksjonssykdommer og parasittsykdommer
రక్త నిధి	Blodbank
కన్యాశుల్కం	Brudepris
హవేరి	Haveri (distrikt)
క్రెడిట్‌ రేటింగ్‌ ఏజెన్సీ (రుణ రేటింగ్‌ సంస్థ)	Kredittvurderingsbyrå
వాయవ్య ఢిల్లీ	North West Delhi (distrikt)
సాహిబ్‌గంజ్	Sahebganj (distrikt)
సింధుదుర్గ్ జిల్లా	Sindhudurg (distrikt)
కటకము (వస్తువు)	Optisk linse
నైనీటాల్	Nainital
ఛాందోగ్యోపనిషత్తు	Chāndogya upanishad
శస్త్రవైద్యుడు	Kirurg
గంజాం	Ganjam (distrikt)
రామన్ మెగసెసే పురస్కారం	Ramon Magsaysay-prisen
నాటడం	Såing
బికనీర్ జిల్లా	Bikaner (distrikt)
కూబర్‌ పెడీ	Coober Pedy (Sør-Australia)
ముస్లిం ప్రపంచం	Den muslimske verden
గ్రాఫికల్ యూజర్ ఇంటర్ ఫేస్	Grafisk brukergrensesnitt
కంపెనీ (చట్టం)	Selskap (jus)
ఏకమార్గం	Enveiskjøring
