Afrihkká	Afrika
Kategoriija:1906	Kategori:1906
Kategoriija:Geavaheaddji fr-1	Kategori:Bruker fr-1
Kategoriija:Valáštallan jagis 2013	Kategori:Sport i 2013
Málle:Jorgaluvvon	Mal:Oversatt
Málle:Afrihkká	Mal:Afrikaland
Málle:Es	Mal:Es icon
Kategoriija:Vuođđolágat	Kategori:Konstitusjoner
Málle:Dárkilvuohta	Mal:Nøyaktighet
Málle:Infoboks skuvla	Mal:Infoboks skole
Málle:Riika	Mal:Infoboks land2
Málle:Panoráma	Mal:Panoramabilde
Kategoriija:Sosiálademokráhtalaš bellodagat	Kategori:Sosialdemokratiske partier
Málle:Xpd	Mal:Xpd
Málle:G-ar	Mal:Ar
Málle:Ávžžuhuvvon	Mal:Utmerket
Kategoriija:Riegádeamit 1875	Kategori:Fødsler i 1875
Kategoriija:Riegádeamit 1856	Kategori:Fødsler i 1856
Kategoriija:Paris	Kategori:Paris
Kategoriija:Geavaheaddji en-4	Kategori:Bruker en-4
Kategoriija:Budapest	Kategori:Budapest
Kategoriija:Geavaheaddji en	Kategori:Bruker en
Kategoriija:Geavaheaddji zh	Kategori:Bruker zh
Kategoriija:Kroatia	Kategori:Kroatia
Kategoriija:Geavaheaddji en-2	Kategori:Bruker en-2
Kategoriija:Teáhterjoavkkut	Kategori:Teaterkompanier
Málle:Diehtokássa	Mal:Infoboks
Kategoriija:Jápmimat 1902	Kategori:Dødsfall i 1902
Kategoriija:Alfabehtat	Kategori:Alfabeter
Kategoriija:Historjá riikkaid mielde	Kategori:Historie etter land
Kategoriija:Norgga stáhtaministarat	Kategori:Norske statsministre
Málle:Neahttagáldu	Mal:Kilde www
Kategoriija:Davviriikkaid historjá	Kategori:Nordens historie
Kategoriija:Suoma oaiveministarat	Kategori:Finske statsministre
Kategoriija:Áibmojohtolat	Kategori:Luftfart
Kategoriija:Biebmu ja jugus	Kategori:Mat og drikke
Málle:·	Mal:,
Málle:User nl-1	Mal:Bruker nl-1
Kategoriija:Ruvsušattut	Kategori:Rosefamilien
Málle:User nl-2	Mal:Bruker nl-2
Málle:Babel-4	Mal:Babel-4
Málle:Babel-6	Mal:Babel-6
Kategoriija:Geavaheaddji hi	Kategori:Bruker hi
Ávvá	Havøya
Kategoriija:Presideanttat	Kategori:Presidenter
Kategoriija:Várit	Kategori:Fjell
Málle:User ru	Mal:Bruker ru
Kategoriija:1900-lohku	Kategori:1900-tallet
Málle:IPA	Mal:IPA
Kategoriija:Politihkkárat	Kategori:Politikere
Kategoriija:Amerihkká	Kategori:Amerika
Gustav Hasselbrink	Gustav Hasselbrink
Kategoriija:Nobel ráfibálkkašumi vuoitit	Kategori:Nobelprisvinnere (fred)
Málle:Infoboks jávri	Mal:Infoboks innsjø
Kategoriija:Láibbit	Kategori:Brød
Kategoriija:Riegádeamit 1879	Kategori:Fødsler i 1879
Kategoriija:Riegádeamit 1955	Kategori:Fødsler i 1955
Kategoriija:Riegádeamit 1823	Kategori:Fødsler i 1823
Kategoriija:Riegádeamit 1963	Kategori:Fødsler i 1963
Kategoriija:Jápmimat 1884	Kategori:Dødsfall i 1884
Kategoriija:Jápmimat 1875	Kategori:Dødsfall i 1875
Kategoriija:Riegádeamit 1868	Kategori:Fødsler i 1868
Kategoriija:Riegádeamit 1812	Kategori:Fødsler i 1812
Kategoriija:Riegádeamit 1817	Kategori:Fødsler i 1817
Kategoriija:Riegádeamit 1837	Kategori:Fødsler i 1837
Kategoriija:Nobel fysihkkabálkkasumi vuoitit	Kategori:Nobelprisvinnere (fysikk)
Kategoriija:Jápmimat 1863	Kategori:Dødsfall i 1863
Kategoriija:Riegádeamit 1829	Kategori:Fødsler i 1829
Kategoriija:Riegádeamit 1998	Kategori:Fødsler i 1998
Kategoriija:Jápmimat 1802	Kategori:Dødsfall i 1802
Kategoriija:Jápmimat 1801	Kategori:Dødsfall i 1801
Kategoriija:Jápmimat 1718	Kategori:Dødsfall i 1718
Kategoriija:Riegádeamit 1834	Kategori:Fødsler i 1834
Kategoriija:Jápmimat 1729	Kategori:Dødsfall i 1729
Kategoriija:Jápmimat 1720	Kategori:Dødsfall i 1720
Kategoriija:Jápmimat 1764	Kategori:Dødsfall i 1764
Málle:Wikifiseren	Mal:Wikifisering
Kategoriija:1800-lohku	Kategori:1800-tallet
Kategoriija:Girječállit	Kategori:Forfattere
Kategoriija:Universitehtat	Kategori:Universiteter
Kategoriija:Stáhtajođiheaddjit	Kategori:Statssjefer
Málle:User pt-1	Mal:Bruker pt-1
Málle:Planehta	Mal:Infoboks planet
Kategoriija:1931	Kategori:1931
Kategoriija:1958	Kategori:1958
Kategoriija:1956	Kategori:1956
Kategoriija:1944	Kategori:1944
Málle:Mininalta	Mal:Substubb
Kategoriija:Ođđajagimánnu	Kategori:Dager i januar
Kategoriija:1916	Kategori:1916
Kategoriija:1939	Kategori:1939
Málle:G-fa	Mal:Lang-fa
Kategoriija:1909	Kategori:1909
Málle:Ethnologue	Mal:Ethnologue
Kategoriija:Riegádeamit 1704	Kategori:Fødsler i 1704
Kategoriija:Riegádeamit 2003	Kategori:Fødsler i 2003
Málle:User no-2	Mal:Bruker no-2
Málle:Babel-7	Mal:Babel-7
Málle:Kategoriijat váilot	Mal:Ukategorisert
Málle:Telemárkku suohkanat	Mal:Telemark
Málle:Rogalándda suohkanat	Mal:Rogaland
Málle:Babel4	Mal:Babel4
Kategoriija:Fitnodagat	Kategori:Selskaper
Luis Guillermo Solís	Luis Guillermo Solís
Málle:User pl-1	Mal:Bruker pl-1
Kategoriija:Duiskka eatnandiehtu	Kategori:Tysklands geografi
Kategoriija:Málesteapmi	Kategori:Matlaging
Málle:Stivre deike	Mal:Omdirigering
Málle:Fylkka dieđut	Mal:Infoboks fylke
Málle:User nds-1	Mal:Bruker nds-1
Málle:Vuostálastan	Mal:Imot
Málle:Coord/link	Mal:Koord/lenke
Kategoriija:Uruguay departemeanttat	Kategori:Uruguays departementer
Málle:ISOtilNorskdato	Mal:ISOtilNorskdato
Málle:Vahkku	Mal:Ukedager
Málle:User fr-0	Mal:Bruker fr-0
Kategoriija:Jápmán gielat	Kategori:Utdødde språk
Kategoriija:Geavaheaddji ja-N	Kategori:Bruker ja-N
Málle:G-ru	Mal:Lang-ru
Kategoriija:Riegádeamit 1903	Kategori:Fødsler i 1903
Kategoriija:Riegádeamit 1925	Kategori:Fødsler i 1925
Kategoriija:Riegádeamit 1936	Kategori:Fødsler i 1936
Kategoriija:Riegádeamit 1916	Kategori:Fødsler i 1916
Kategoriija:Riegádeamit 1910	Kategori:Fødsler i 1910
Kategoriija:Riegádeamit 1939	Kategori:Fødsler i 1939
Málle:Polytonalaš	Mal:Polytonic
Kategoriija:Ruošša federašuvdna	Kategori:Russiske myndigheter
Kategoriija:1962	Kategori:1962
Kategoriija:Aserbaižanalaččat	Kategori:Aserbajdsjanere
Kategoriija:Gaska-nuorti	Kategori:Midtøsten
Málle:Gieldadieđut, Suopma	Mal:Infoboks Finland kommune
Kategoriija:Aviissat	Kategori:Aviser
Kategoriija:Riegádeamit 1938	Kategori:Fødsler i 1938
Kategoriija:Metamállet	Kategori:Metamaler
Málle:G-en	Mal:Lang-en
Kategoriija:Oassestáhtat	Kategori:Delstater
Kategoriija:1663	Kategori:1663
Kategoriija:Jápmimat 1663	Kategori:Dødsfall i 1663
Kategoriija:Bassebeaivvit	Kategori:Merkedager
Kategoriija:Arkitektuvra	Kategori:Arkitektur
Málle:User sv-2	Mal:Bruker sv-2
Kategoriija:Geavaheaddji gsw-1	Kategori:Bruker gsw-1
Málle:Románalaš gielat	Mal:Romanske språk
Kategoriija:Buovččat	Kategori:Lappedykkere
Kategoriija:Jápmimat 1627	Kategori:Dødsfall i 1627
Kategoriija:1953	Kategori:1953
Málle:Wikigiella	Mal:InterWiki
Kategoriija:Norgga gielddat	Kategori:Kommuner i Norge
Kategoriija:Davvi-Vuolleeatnamiid gielddat	Kategori:Kommuner i Noord-Holland
Málle:Gielladikšun	Mal:Språkvask
Málle:Neutralitehta	Mal:Objektivitet
Láhpoluoppal	Láhpoluoppal
Kategoriija:Riegádeamit 1608	Kategori:Fødsler i 1608
Kategoriija:Irlándda gávpogat	Kategori:Byer i Republikken Irland
Kategoriija:Polygonat	Kategori:Polygoner
Málle:User lb-1	Mal:Bruker lb-1
Kategoriija:Uruguay gávpogat	Kategori:Byer i Uruguay
Kategoriija:Kalaallit Nunaat	Kategori:Grønland
Kategoriija:Riegádeamit 1717	Kategori:Fødsler i 1717
Kategoriija:Riegádeamit 1705	Kategori:Fødsler i 1705
Kategoriija:Jápmimat 1622	Kategori:Dødsfall i 1622
Kategoriija:Makedonia dásseváldi	Kategori:Republikken Makedonia
Kategoriija:Geavaheaddji pdc	Kategori:Bruker pdc
Kategoriija:Geavaheaddji be	Kategori:Bruker be
Kategoriija:Geavaheaddji hr	Kategori:Bruker hr
Kategoriija:Geavaheaddji sk	Kategori:Bruker sk
Kategoriija:Geavaheaddji sl	Kategori:Bruker sl
Kategoriija:Geavaheaddji eo	Kategori:Bruker eo
Kategoriija:Geavaheaddji et	Kategori:Bruker et
Kategoriija:Geavaheaddji fr	Kategori:Bruker fr
Kategoriija:Geavaheaddji cy	Kategori:Bruker cy
Kategoriija:Geavaheaddji id	Kategori:Bruker id
Kategoriija:Geavaheaddji ia	Kategori:Bruker ia
Kategoriija:Geavaheaddji ja	Kategori:Bruker ja
Kategoriija:Geavaheaddji la	Kategori:Bruker la
Kategoriija:Geavaheaddji li	Kategori:Bruker li
Kategoriija:Geavaheaddji mk	Kategori:Bruker mk
Kategoriija:Geavaheaddji nn	Kategori:Bruker nn
Kategoriija:Geavaheaddji oc	Kategori:Bruker oc
Kategoriija:Geavaheaddji pt	Kategori:Bruker pt
Kategoriija:Geavaheaddji ro	Kategori:Bruker ro
Kategoriija:Geavaheaddji sv	Kategori:Bruker sv
Kategoriija:Geavaheaddji et-3	Kategori:Bruker et-3
Kategoriija:Geavaheaddji fr-3	Kategori:Bruker fr-3
Kategoriija:Geavaheaddji it-3	Kategori:Bruker it-3
Kategoriija:Geavaheaddji no-3	Kategori:Bruker no-3
Kategoriija:Geavaheaddji pdc-1	Kategori:Bruker pdc-1
Kategoriija:Geavaheaddji cs-1	Kategori:Bruker cs-1
Kategoriija:Geavaheaddji da-1	Kategori:Bruker da-1
Kategoriija:Geavaheaddji sl-1	Kategori:Bruker sl-1
Kategoriija:Geavaheaddji et-1	Kategori:Bruker et-1
Kategoriija:Geavaheaddji fi-1	Kategori:Bruker fi-1
Kategoriija:Geavaheaddji cy-1	Kategori:Bruker cy-1
Kategoriija:Geavaheaddji hi-1	Kategori:Bruker hi-1
Kategoriija:Geavaheaddji li-1	Kategori:Bruker li-1
Kategoriija:Geavaheaddji mk-1	Kategori:Bruker mk-1
Kategoriija:Geavaheaddji nl-1	Kategori:Bruker nl-1
Kategoriija:Geavaheaddji oc-1	Kategori:Bruker oc-1
Kategoriija:Geavaheaddji pl-1	Kategori:Bruker pl-1
Kategoriija:Geavaheaddji ro-1	Kategori:Bruker ro-1
Kategoriija:Geavaheaddji ar-1	Kategori:Bruker ar-1
Kategoriija:Geavaheaddji it-4	Kategori:Bruker it-4
Kategoriija:Geavaheaddji be-2	Kategori:Bruker be-2
Kategoriija:Geavaheaddji da-2	Kategori:Bruker da-2
Kategoriija:Geavaheaddji sk-2	Kategori:Bruker sk-2
Kategoriija:Geavaheaddji et-2	Kategori:Bruker et-2
Kategoriija:Geavaheaddji fr-2	Kategori:Bruker fr-2
Kategoriija:Geavaheaddji hu-2	Kategori:Bruker hu-2
Kategoriija:Geavaheaddji ia-2	Kategori:Bruker ia-2
Kategoriija:Geavaheaddji it-2	Kategori:Bruker it-2
Kategoriija:Geavaheaddji la-2	Kategori:Bruker la-2
Kategoriija:Geavaheaddji nl-2	Kategori:Bruker nl-2
Kategoriija:Geavaheaddji sv-2	Kategori:Bruker sv-2
Kategoriija:Geavaheaddji cs-N	Kategori:Bruker cs-N
Kategoriija:Geavaheaddji fr-N	Kategori:Bruker fr-N
Kategoriija:Geavaheaddji is-N	Kategori:Bruker is-N
Kategoriija:Geavaheaddji it-N	Kategori:Bruker it-N
Kategoriija:Geavaheaddji nl-N	Kategori:Bruker nl-N
Kategoriija:Geavaheaddji no-N	Kategori:Bruker no-N
Kategoriija:Geavaheaddji nn-N	Kategori:Bruker nn-N
Kategoriija:Geavaheaddji ru-N	Kategori:Bruker ru-N
Kategoriija:Suohttasat	Kategori:Underholdning
Kategoriija:Riegádeamit 2007	Kategori:Fødsler i 2007
Kategoriija:Geavaheaddji sme-3	Kategori:Bruker se-3
Kategoriija:Ekonomiija	Kategori:Næringsliv
Kategoriija:Bangkoka guovllut	Kategori:Bangkoks distrikter
Kategoriija:Riegádeamit 2010	Kategori:Fødsler i 2010
Málle:User pdc-1	Mal:Bruker pdc-1
Málle:Vuolláičálus	Mal:Signatur
Kategoriija:Geavaheaddji af	Kategori:Bruker af
Kategoriija:Geavaheaddji af-1	Kategori:Bruker af-1
Kategoriija:Geavaheaddji als	Kategori:Bruker als
Kategoriija:Geavaheaddji als-1	Kategori:Bruker als-1
Kategoriija:Geavaheaddji ar	Kategori:Bruker ar
Kategoriija:Geavaheaddji bar	Kategori:Bruker bar
Kategoriija:Geavaheaddji bar-1	Kategori:Bruker bar-1
Kategoriija:Geavaheaddji bg	Kategori:Bruker bg
Kategoriija:Geavaheaddji bg-1	Kategori:Bruker bg-1
Kategoriija:Geavaheaddji ca	Kategori:Bruker ca
Kategoriija:Geavaheaddji ca-1	Kategori:Bruker ca-1
Kategoriija:Geavaheaddji ca-4	Kategori:Bruker ca-4
Kategoriija:Geavaheaddji cs	Kategori:Bruker cs
Kategoriija:Sullot	Kategori:Øyer
Kategoriija:Historihkkárat	Kategori:Historikere
Kategoriija:Geavaheaddji da	Kategori:Bruker da
Kategoriija:Jaskesáhpi	Kategori:Stillehavet
Kategoriija:Geavaheaddji da-4	Kategori:Bruker da-4
Kategoriija:Geavaheaddji de	Kategori:Bruker de
Kategoriija:Geavaheaddji de-2	Kategori:Bruker de-2
Kategoriija:Geavaheaddji de-3	Kategori:Bruker de-3
Kategoriija:Geavaheaddji de-N	Kategori:Bruker de-N
Kategoriija:Geavaheaddji el	Kategori:Bruker el
Kategoriija:Geavaheaddji el-1	Kategori:Bruker el-1
Kategoriija:Geavaheaddji el-N	Kategori:Bruker el-N
Kategoriija:Geavaheaddji en-0	Kategori:Bruker en-0
Kategoriija:Geavaheaddji en-3	Kategori:Bruker en-3
Kategoriija:Geavaheaddji en-N	Kategori:Bruker en-N
Kategoriija:Geavaheaddji eo-1	Kategori:Bruker eo-1
Málle:Norgga fylkkat	Mal:Norges fylker
Kategoriija:Geavaheaddji eo-2	Kategori:Bruker eo-2
Kategoriija:Geavaheaddji eo-3	Kategori:Bruker eo-3
Kategoriija:Geavaheaddji es	Kategori:Bruker es
Kategoriija:Geavaheaddji es-1	Kategori:Bruker es-1
Málle:EU	Mal:EU-bunn
Kategoriija:Geavaheaddji es-2	Kategori:Bruker es-2
Kategoriija:Geavaheaddji es-3	Kategori:Bruker es-3
Kategoriija:Geavaheaddji es-N	Kategori:Bruker es-N
Kategoriija:Geavaheaddji fa	Kategori:Bruker fa
Kategoriija:Geavaheaddji fa-1	Kategori:Bruker fa-1
Kategoriija:Geavaheaddji fi	Kategori:Bruker fi
Kategoriija:Geavaheaddji fi-2	Kategori:Bruker fi-2
Kategoriija:Geavaheaddji fi-3	Kategori:Bruker fi-3
Kategoriija:Geavaheaddji fi-N	Kategori:Bruker fi-N
Kategoriija:Geavaheaddji fo	Kategori:Bruker fo
Kategoriija:Geavaheaddji fr-0	Kategori:Bruker fr-0
Kategoriija:Geavaheaddji grc	Kategori:Bruker grc
Kategoriija:Geavaheaddji grc-1	Kategori:Bruker grc-1
Kategoriija:Geavaheaddji gsw	Kategori:Bruker gsw
Kategoriija:Geavaheaddji hr-1	Kategori:Bruker hr-1
Kategoriija:Geavaheaddji hu	Kategori:Bruker hu
Kategoriija:Geavaheaddji hu-1	Kategori:Bruker hu-1
Kategoriija:Geavaheaddji id-3	Kategori:Bruker id-3
Kategoriija:Geavaheaddji io	Kategori:Bruker io
Kategoriija:Geavaheaddji io-3	Kategori:Bruker io-3
Kategoriija:Geavaheaddji is	Kategori:Bruker is
Kategoriija:Geavaheaddji is-1	Kategori:Bruker is-1
Kategoriija:Geavaheaddji is-2	Kategori:Bruker is-2
Kategoriija:Čuoigan-MM 2013 oassálastit	Kategori:Deltakere under Ski-VM 2013
Kategoriija:Norgga rederiijat	Kategori:Norske rederier
Kategoriija:Iranalaččat	Kategori:Iranere
Kategoriija:Jápmimat 1600	Kategori:Dødsfall i 1600
Vadsøya	Vadsøya
Kategoriija:Jápmimat 1904	Kategori:Dødsfall i 1904
Kategoriija:Čuoigan-MM 2013	Kategori:Ski-VM 2013
Kategoriija:Geavaheaddji pl-N	Kategori:Bruker pl-N
Kategoriija:Geavaheaddji pt-1	Kategori:Bruker pt-1
Kategoriija:Čohkkaváriid várit	Kategori:Fjell på Spitsbergen
Holmsenfjellet	Holmsenfjellet
Longyearbyena skuvla	Longyearbyen skole
Kategoriija:Svalbárdda várit	Kategori:Fjell på Svalbard
Kategoriija:Riegádeamit 1793	Kategori:Fødsler i 1793
Kategoriija:Jápmimat 1852	Kategori:Dødsfall i 1852
Kategoriija:Jápmimat 1880	Kategori:Dødsfall i 1880
Kategoriija:1812	Kategori:1812
Kategoriija:1793	Kategori:1793
Kategoriija:Geometriija	Kategori:Geometri
Kategoriija:Jápmimat 1942	Kategori:Dødsfall i 1942
Kategoriija:Durkka eanangottit	Kategori:Tyrkias provinser
Kategoriija:Dánsungilvohallamat	Kategori:Dansekonkurranser
Kategoriija:Dáiddárat	Kategori:Kunstnere
Kategoriija:Geavaheaddji it	Kategori:Bruker it
Kategoriija:Geavaheaddji it-1	Kategori:Bruker it-1
Kategoriija:Geavaheaddji ja-1	Kategori:Bruker ja-1
Kategoriija:Geavaheaddji ko	Kategori:Bruker ko
Kategoriija:Amerihká ovttastuvvan stáhtaid oassestáhtat	Kategori:USAs delstater
Kategoriija:Geavaheaddji ko-2	Kategori:Bruker ko-2
Kategoriija:Geavaheaddji ko-3	Kategori:Bruker ko-3
Kategoriija:Geavaheaddji ksh	Kategori:Bruker ksh
Kategoriija:Helsset	Kategori:Helsingfors
Kategoriija:Chilelaš politihkkárat	Kategori:Chilenske politikere
Kategoriija:Geavaheaddji ksh-N	Kategori:Bruker ksh-N
Kategoriija:1505	Kategori:1505
Kategoriija:Geavaheaddji la-1	Kategori:Bruker la-1
Kategoriija:Geavaheaddji la-3	Kategori:Bruker la-3
Kategoriija:Geavaheaddji lb	Kategori:Bruker lb
Kategoriija:Geavaheaddji lb-1	Kategori:Bruker lb-1
Kategoriija:Geavaheaddji lb-2	Kategori:Bruker lb-2
Kategoriija:Austrália eatnandiehtu	Kategori:Australias geografi
Málle:Valuhta	Mal:Infoboks valuta
Kategoriija:1556	Kategori:1556
Kategoriija:1585	Kategori:1585
Kategoriija:1596	Kategori:1596
Kategoriija:1521	Kategori:1521
Kategoriija:Greikka gávpogat	Kategori:Byer i Hellas
Kategoriija:1564	Kategori:1564
Kategoriija:1553	Kategori:1553
Kategoriija:1576	Kategori:1576
Kategoriija:1592	Kategori:1592
Kategoriija:1536	Kategori:1536
Kategoriija:1560	Kategori:1560
Kategoriija:Finnmárkku várit	Kategori:Fjell i Finnmark
Kategoriija:Romssa várit	Kategori:Fjell i Troms
Kategoriija:Tonagielat	Kategori:Tonespråk
Kategoriija:Priváhtariekti	Kategori:Privatrett
Kategoriija:Jápmimat 1922	Kategori:Dødsfall i 1922
Kategoriija:Frankriikka gávpogat	Kategori:Byer i Frankrike
Kategoriija:Geavaheaddji nn-2	Kategori:Bruker nn-2
Kategoriija:Skábmamánnu	Kategori:Dager i november
Kategoriija:Jápmimat 1777	Kategori:Dødsfall i 1777
Kategoriija:Jápmimat 1793	Kategori:Dødsfall i 1793
Kategoriija:Jápmimat 1794	Kategori:Dødsfall i 1794
Kategoriija:Jápmimat 1703	Kategori:Dødsfall i 1703
Kategoriija:Jápmimat 1822	Kategori:Dødsfall i 1822
Kategoriija:1549	Kategori:1549
Kategoriija:1718	Kategori:1718
Kategoriija:Jápmimat 1931	Kategori:Dødsfall i 1931
Kategoriija:Jápmimat 1827	Kategori:Dødsfall i 1827
Sør-Troms	Sør-Troms
Nuvttá riekteveahkki	Fri rettshjelp
Rivttága sámegiel báikenamat	Samiske geografiske navn i Gratangen
Fálesnuori sámegiel báikenamat	Samiske geografiske navn (Kvalsund)
Niillas Aslaksen Somby	Niillas Aslaksen Somby
Báhcavuona sámegiel báikenamat	Samiske geografiske navn (Båtsfjord)
Gálssa sámegiel báikenamat	Samiske geografiske navn i Karlsøy
Leaŋgáviikka sámegiel báikenamat¨	Samiske geografiske navn i Lenvik
Vuođđooahppu	Grunnopplæring
Reainnát	Reinøya (Måsøy)
Borsi	Borsi
Ráissa sámegiel báikenamat	Samiske geografiske navn i Nordreisa
Siellaga sámegiel báikenamat	Samiske geografiske navn i Salangen
Ceavccageađge	Mortensnes
Sápmelaš (bláđđi)	Sápmelaš
Gáhppovuonsuolu	Stor-Kobbøya
Ratnjan	Langholmen (Lebesby)
Sara Margrethe Oskal	Sara Margrethe Oskal
Anne Toril Eriksen Balto	Anne Toril Eriksen Balto
Kautokeino Idrettslag	Kautokeino Idrettslag
Álttá sámegiel báikenamat	Samiske geografiske navn (Alta)
Marry Ailonieida Somby	Marry Ailonieida Somby
Coagan	Coagan
Skániid sámegiel báikenamat	Samiske geografiske navn i Skånland
Buvssašjohka	Buvssašjohka
Ávačuohttu	Lille Tamsøy
Muosáid sámegiel báikenamat	Samiske geografiske navn (Måsøy)
Doaskku sámegiel báikenamat	Samiske geografiske navn i Torsken
Bearašsuodjalus	Familievern
Unjárgga sámegiel báikenamat	Samiske geografiske navn (Nesseby)
Hámmárfeastta sámegiel báikenamat	Samiske geografiske navn (Hammerfest)
Kategoriija:Geavaheaddji ru-1	Kategori:Bruker ru-1
Birggi sámegiel báikenamat	Samiske geografiske navn i Berg
Omasvuona sámegiel báikenamat	Samiske geografiske navn i Storfjord
Várjavuonsuolu	Sjøholmen
Ákŋoluovtta sámegiel báikenamat	Samiske geografiske navn (Hasvik)
Kategoriija:Polskalaš dáiddárat	Kategori:Polske kunstnere
Láhpi sámegiel báikenamat	Samiske geografiske navn (Loppa)
Málatvuomi sámegiel báikenamat	Samiske geografiske navn i Målselv
Báhccavuona sámegiel báikenamat	Samiske geografiske navn i Balsfjord
Mátta-Várjjaga sámegiel báikenamat	Samiske geografiske navn (Sør-Varanger)
Divrráid sámegiel báikenamat	Samiske geografiske navn i Dyrøy
Guovllas	Revøya
Dálmmat	Kjelmøya
Kategoriija:0°W	Kategori:0°V
Kategoriija:2°W	Kategori:2°V
Sámi ofelaččat	Samiske veivisere
Lákkosuolu	Storøya (Gamvik)
Kárášjoga sámegiel báikenamat	Samiske geografiske navn (Karasjok)
Cayes (arrondissemeanta)	Cayes (arrondissement)
Guovdageainnu Dáloniid Listu	Kautokeino Fastboendes Liste
Gálbi (suolu)	Loppekalven
Stuora Skihččol	Store Vinna
Storstappen	Storstappen
Sámi suohkaniid namat (Finnmárku)	Samiske kommunenavn (Finnmark)
Olggut Áhkansuolu	Olggut Áhkansuolu
Gierbá	Bonøya
SlinCraze	SlinCraze
Midt-Troms	Midt-Troms
Beardu sámegiel báikenamat	Samiske geografiske navn i Bardu
Háršttá sámegiel báikenamat	Samiske geografiske navn i Harstad
Loabága sámegiel báikenamat	Samiske geografiske navn i Lavangen
Siskkit Áhkansuolu	Siskkit Áhkansuolu
Nes kommuna	Nes kommuna
Kategoriija:Jápmimat 1798	Kategori:Dødsfall i 1798
Kategoriija:Jápmimat 1829	Kategori:Dødsfall i 1829
Báktesuolu	Brattholmen (Lebesby)
Kategoriija:Jápmimat 1826	Kategori:Dødsfall i 1826
Fossbakken	Fossbakken
Gáivuona sámegiel báikenamat	Samiske geografiske navn i Kåfjord
Salču	Salču
Čoatni	Rypøya
Kategoriija:Gáŋgaviika	Kategori:Gamvik
Kategoriija:Davvesiida	Kategori:Lebesby
Stuorra Juranjávri	Store Ropelvvatnet
Sámetjávri	Store Sametti
Kategoriija:Jápmimat 1799	Kategori:Dødsfall i 1799
Kategoriija:Jápmimat 1778	Kategori:Dødsfall i 1778
Málle:User sv-1	Mal:Bruker sv-1
Skielgan	Skielgan
Ijahis idja	Ijahis idja
Porsáŋggu sámegiel báikenamat	Samiske geografiske navn (Porsanger)
Davvesiidda sámegiel báikenamat	Samiske geografiske navn (Lebesby)
Kategoriija:1687	Kategori:1687
Kategoriija:1614	Kategori:1614
Kategoriija:1612	Kategori:1612
Kategoriija:1653	Kategori:1653
Kategoriija:1672	Kategori:1672
Kategoriija:1673	Kategori:1673
Kategoriija:Jápmimat 1612	Kategori:Dødsfall i 1612
Kategoriija:Jápmimat 1680	Kategori:Dødsfall i 1680
Kategoriija:Jápmimat 1691	Kategori:Dødsfall i 1691
Kategoriija:1691	Kategori:1691
Kategoriija:Jápmimat 1655	Kategori:Dødsfall i 1655
Kategoriija:Jápmimat 1659	Kategori:Dødsfall i 1659
Kategoriija:Jápmimat 1616	Kategori:Dødsfall i 1616
Kategoriija:Jápmimat 1614	Kategori:Dødsfall i 1614
Kategoriija:Jápmimat 1661	Kategori:Dødsfall i 1661
Kategoriija:Jápmimat 1686	Kategori:Dødsfall i 1686
Kategoriija:1661	Kategori:1661
Kategoriija:Jápmimat 1653	Kategori:Dødsfall i 1653
Kategoriija:1655	Kategori:1655
Kategoriija:1680	Kategori:1680
Kategoriija:1684	Kategori:1684
Kategoriija:Diktačállit	Kategori:Lyrikere
Kategoriija:Njukčamánnu	Kategori:Dager i mars
Kategoriija:Polskalaččat	Kategori:Polakker
Kategoriija:Čakčamánnu	Kategori:Dager i september
Kategoriija:Ovttastuvvan Našuvnnaid váldočállit	Kategori:FNs generalsekretærer
Kategoriija:Golggotmánnu	Kategori:Dager i oktober
Kategoriija:Jápmimat 1994	Kategori:Dødsfall i 1994
Kategoriija:Riegádeamit 1906	Kategori:Fødsler i 1906
Kategoriija:Geografiija guovlluid mielde	Kategori:Geografi etter land
Kategoriija:Slovakia gávpogat	Kategori:Byer i Slovakia
Kategoriija:Mearat	Kategori:Hav
Kategoriija:Kiinná eatnandiehtu	Kategori:Kinas geografi
Málle:Greikkalaš alfabehta	Mal:Greske bokstaver
Kategoriija:Juovlamánnu	Kategori:Dager i desember
Kategoriija:Borgemánnu	Kategori:Dager i august
Kategoriija:Miessemánnu	Kategori:Dager i mai
Kategoriija:Suoma gávpogat	Kategori:Byer i Finland
Kategoriija:Eartašattut	Kategori:Erteblomstfamilien
Kategoriija:Mikronesia	Kategori:Mikronesiaføderasjonen
Kategoriija:Cuoŋománnu	Kategori:Dager i april
Kategoriija:84°W	Kategori:84°V
Kategoriija:Astu	Kategori:Fritid
Málle:IPA2	Mal:IPA2
Kategoriija:Jápmimat 2009	Kategori:Dødsfall i 2009
Kategoriija:Gielddat	Kategori:Kommuner
Kategoriija:Eanamuorjjit	Kategori:Jordbær
Norgga Sámedikki válgaortnet	Samiske valgkretser
Saemien Sijte	Saemien Sijte
Kategoriija:Geavaheaddji nds	Kategori:Bruker nds
Kategoriija:Geavaheaddji nds-1	Kategori:Bruker nds-1
Kategoriija:Englánddalaš girječállit	Kategori:Engelske forfattere
Málle:Dutkan	Mal:Original forskning
Kategoriija:Industriija	Kategori:Industri
Kategoriija:Čáhci	Kategori:Vann
Kategoriija:Jápmimat 1679	Kategori:Dødsfall i 1679
