આફ્રિકા	Afrika
ગ્રીસની પૌરાણિક માન્યતાઓ	Gresk mytologi
હોકાયંત્ર	Kompass
ક્ષ-કિરણો	Røntgenstråling
પપૈયાં	Papaya
વિશ્વ કુસ્તી મનોરંજન	World Wrestling Entertainment
ટીટીકાકા સરોવર	Titicacasjøen
કોલંબો	Colombo
મદીના	Medina
રેસલમેનિયા	WrestleMania
કેમ્બ્રિજ વિશ્વવિદ્યાલય	University of Cambridge
જરથુષ્ટ્ર	Zarathustra
રાઈટ બંધુઓ	Brødrene Wright
હેક્ટર	Hektar
બાપ્તિસ્મા (બૅપ્ટિઝમ)	Dåp
ફુગાવો	Inflasjon
અરાલ સમુદ્ર	Aralsjøen
લામ્બોરગીની	Lamborghini
લેન્ડ રોવર	Land Rover
વાંસ	Bambus
સૌંદર્ય શાસ્ત્ર	Estetikk
કોકોસ (કીલીંગ) દ્વીપ	Kokosøyene
પિસ્તા	Pistasj
ક્વીન્સલેન્ડ	Queensland
મિનેપોલિસ	Minneapolis
મૈથિલી ભાષા	Maithili
માર્ક ઝકરબર્ગ	Mark Zuckerberg
મલયાલમ ભાષા	Malayalam
જીવનચરિત્ર	Biografi
રેશમ માર્ગ	Silkeveien
તાઈકવૉન્દો	Taekwondo
ઉંદર	Rotter
પાલિ ભાષા	Pali
રોબર્ટ પેટિસન	Robert Pattinson
સ્વાઇન ફ્લ્યુ	Svineinfluensa
નખ	Negl
ઓઝોન	Ozon
જાહેરાત	Reklame
સ્વતંત્રતા	Uavhengighet
એલેક્ઝાન્ડર ફ્લેમિંગ	Alexander Fleming
સોલોમન	Salomo
યાહૂ!	Yahoo!
ફેબ્રુઆરી ૩૦	30. februar
ઓકલેન્ડ	Auckland
ગુલબર્ગ	Gulbarga
એ કે-૪૭	AK-47
મિથેન	Metan
મરિઉપોલ	Mariupol
ગીઝાનો મહાન પિરામિડ	Kheopspyramiden
સિંધ	Sind (Pakistan)
વર્તુળનો વ્યાસ	Diameter
શિક્ષક	Lærer
ગો (પ્રોગ્રામિંગ ભાષા)	Go (programmeringsspråk)
સેન્ટ્રલ ઇન્ટેલિજન્સ એજન્સી	Central Intelligence Agency
રામાયણ	Ramayana
અક્રોતીરી અને ધેકેલીયા	Akrotiri og Dekelia
મગફળી	Peanøtt
ધુમ્મસ	Tåke
બહુકોણ	Polygon
વેલેન્ટાઇન્સ ડે	Valentinsdagen
ગલ્ફ વોર	Gulfkrigen
રેશમ	Silke
મિશ્રધાતુ	Legering
નિવસન તંત્ર	Økosystem
રેફ્રિજરેટર	Kjøleskap
ટપાલ ટિકિટ	Frimerke
શક્કરીયાં	Søtpotet
કાર્ટેન (Kärnten)	Kärnten
સમુરાઇ	Samurai
કોલંબિયા, દક્ષિણ કેરોલિના	Columbia (Sør-Carolina)
દેવનાગરી	Devanagari
તરબૂચ	Vannmelon
પવનચક્કી	Vindmølle
રિકટર મેગ્નીટયુડ સ્કેલ	Richters skala
લેસર	Laser
તાવ	Feber
આંતરરાષ્ટ્રીય મહિલા દિન	Den internasjonale kvinnedagen
વોરાર્લબર્ગ	Vorarlberg
પીઝાનો ઢળતો મિનારો	Det skjeve tårn i Pisa
સૂક્ષ્મ અર્થશાસ્ત્ર	Mikroøkonomi
લીડ્ઝ	Leeds
હડકવા	Rabies
કીટ વિજ્ઞાન	Entomologi
અતિવાસ્તવવાદ	Surrealisme
દીવાદાંડી	Fyr
માર્કેટિંગ	Markedsføring
સ્ટીફન કિંગ	Stephen King
રેડિયો સ્ટુડિયો 54 નેટવર્કના	Radio Studio 54 Network
દાયકો	Tiår
બદામ	Mandel
વેદ	Vedaene
સિલ્વેસ્ટર સ્ટેલોન	Sylvester Stallone
મેરેથોન	Maraton
ગુડફ્રાઈડે	Langfredag
રાશી	Dyrekretsen
ટેક્લોબેન	Tacloban
યોહાન	Johannes Døperen
ઝેર	Gift
અતિસાર	Diaré
અંદામાન અને નિકોબાર દ્વીપસમૂહ	Andamanene og Nikobarene
પંડિત રામ નારાયણ	Ram Narayan
ઇટાનગર	Itanagar
રશિયાનાં ગણતંત્રો	Russlands republikker
બારપેટા જિલ્લો	Barpeta (distrikt)
વેગમાન સંરક્ષણનો નિયમ	Bevegelsesmengde
નાઈટ્સ ટેમ્પ્લર	Tempelridderordenen
તરંગલંબાઇ	Bølgelengde
તંજાવુર	Thanjavur
સ્ટેનફોર્ડ યુનિવર્સિટી	Stanford University
ફ્રેન્ક લેમ્પાર્ડ	Frank Lampard
કોથમીર	Koriander
મનોવિષ્લેષણ	Psykoanalyse
રમઝાન	Ramadan
ભારતનો રાષ્ટ્રધ્વજ	Indias flagg
વંશીય જૂથ	Etnisitet
ચિત્તોડગઢ	Chittorgarh
ઈમાન	Shahadah
એડનની ખાડી	Adenbukta
મનમોહન સિંહ	Manmohan Singh
રાતો પાંડા	Rød panda
ભિલવાડા જિલ્લો	Bhilwara (distrikt)
સુરખાબ	Flamingoer
સાર્વભૌમત્વ	Suverenitet
બકિંગહામ પેલેસ	Buckingham Palace
બોંગાઇગાંવ જિલ્લો	Bongaigaon (distrikt)
કછર જિલ્લો	Cachar (distrikt)
યુનિફોર્મ રિસોર્સ લોકેટર	Uniform Resource Locator
ગૂગલ અર્થ	Google Earth
ફાઇલ ટ્રાન્સ્ફર પ્રોટોકોલ	FTP
અંતરનું વિશ્લેષણ	Variansanalyse
ઊન	Ull (tekstil)
પીડીએફ	Portable Document Format
નિહારિકા	Stjernetåke
યુનિવર્સલ સીરિયલ બસ	USB
તાલિબાન	Taliban
દારાંગ જિલ્લો	Darrang (distrikt)
ધેમાજી જિલ્લો	Dhemaji (distrikt)
પર્લ	Perl
ઈંધણ (બળતણ)	Drivstoff
હૈલાકાંડી જિલ્લો	Hailakandi (distrikt)
ગોલાઘાટ જિલ્લો	Golaghat (distrikt)
ગોલપારા જિલ્લો	Goalpara (distrikt)
કરીમગંજ જિલ્લો	Karimganj (distrikt)
કાર્બી ઓન્ગલોન્ગ જિલ્લો	Karbi Anglong (distrikt)
હળદર	Gurkemeie
રણ બિલાડી	Afrikansk villkatt
એમપીથ્રી	MP3
કોકરાઝાર જિલ્લો	Kokrajhar (distrikt)
જંગલી બિલાડી	Jungelkatt
ચક્તાવાળી બિલાડી	Leopardkatt
ભેંસ	Vannbøffel
મારિગાંવ જિલ્લો	Marigaon (distrikt)
લખિમપુર જિલ્લો	Lakhimpur (distrikt)
શોણિતપુર જિલ્લો	Sonitpur (distrikt)
શિવસાગર જિલ્લો	Sivasagar (distrikt)
ઉત્તર કછર જિલ્લો	Dima Hasao (distrikt)
દાઢી	Skjegg
સૈગોન એરપોર્ટ	Long Thanh internasjonale lufthavn
મેજર ડિપ્રેસિવ ડિસઓર્ડર	Depresjon
કૃષ્ણ	Krishna
અરરિયા જિલ્લો	Araria (distrikt)
અરવલ જિલ્લો	Arwal (distrikt)
નિર્વાણ	Nirvana
આગ્રા	Agra (by i India)
ચોમાસુ	Monsun
એલર્જી	Allergi
સંક્ષિપ્ત સંદેશ સેવા	Short Message Service
દુકાળ	Tørke
કાળા મરી	Svart pepper
ઔરંગાબાદ જિલ્લો (બિહાર)	Aurangabad (distrikt i Bihar)
કાશ્મીર	Kashmir
વિકિપીડિયા:જાણીતા પ્રશ્નો	Wikipedia:OSS
સ્વર્ગીય ગુફા	Thien Duong
હરિતદ્રવ્ય	Klorofyll
વીમો	Forsikring
ફ્રાન્સનો રાષ્ટ્રધ્વજ	Frankrikes flagg
સંસ્થા	Organisasjon
ગેસ્ટાપો	Gestapo
પ્રિન્સ ચાર્લ્સ	Charles, prins av Wales
ટાઇમ (સામયિક)	Time (magasin)
લોકગીત	Folkemusikk
ડિસ્કવરી ચેનલ	Discovery Channel
ચંડીગઢ	Chandigarh
વરિયાળી	Fennikel
સ્ફટિક	Krystall
મમી	Mumie
હાઇડ્રોકાર્બન	Hydrokarbon
એપોલો ૧૧	Apollo 11
બર્મુડા ત્રિકોણ	Bermudatriangelet
રણદ્વીપ	Oase
ટર્કી	Kalkuner
નાગોર્નો-કરબાખ ગણરાજ્ય	Nagorno-Karabakh
ધ અંડરટેકર	Mark Calaway
જિહાદ	Jihad
ઉષ્મા	Varme
મંદિર	Tempel
એલેક્સ ફર્ગ્યુસન	Alex Ferguson
કલકલિયો	Isfugler
અળસી	Lin
કોલ્ડપ્લે	Coldplay
સ્વસ્તિક	Hakekors
કંદહાર	Kandahar
નીલગિરી	Eukalyptusslekten
એનફિલ્ડ	Anfield
ફણસ	Jackfrukt
માછલીઘર	Akvarium
રાજા આર્થર	Kong Arthur
લાલ કિલ્લો	Det røde fortet
દાદરા અને નગરહવેલી	Dadra og Nagar Haveli
વિદ્યુત ક્ષેત્ર	Elektrisk felt
ચાર્લ્સ બૅબેજ	Charles Babbage
ફીજી હિન્દી	Fijiansk hindi
હેરી પોટર એન્ડ ધ ડેથલી હેલોઝ	Harry Potter og dødstalismanene
શ્રીમદ્ ભગવદ્ ગીતા	Bhagavadgita
ઑસ્ટ્રિયાનો રાષ્ટ્રધ્વજ	Østerrikes flagg
અખરોટ	Valnøtt
પાલી જિલ્લો	Pali (distrikt)
ઐશ્વર્યા રાય	Aishwarya Rai
કુ ક્લક્સ ક્લાન	Ku Klux Klan
વોરન બફેટ	Warren Buffett
કામસૂત્ર	Kamasutra
સ્વામી વિવેકાનંદ	Vivekananda
એકમ	Måleenhet
ફિબોનાકિ	Fibonaccitall
કેથરિન ઝેટા-જોન્સ	Catherine Zeta-Jones
બ્લેક સબાથ	Black Sabbath
પ્રમબનન	Prambanan
પ્રતિભા પાટીલ	Pratibha Patil
પત્તા	Spillkort
ફીનલેંડનો રાષ્ટ્રધ્વજ	Finlands flagg
લખનૌ	Lucknow
ઢાંચો:Commons category	Mal:Commonscat
સિટી ઓફ માન્ચેસ્ટર સ્ટેડિયમ	Etihad Stadium (England)
જર્મનીનો રાષ્ટ્રધ્વજ	Tysklands flagg
યુરિયા	Urea
અમૃતસર	Amritsar
આલ્બેનિયાનો રાષ્ટ્રધ્વજ	Albanias flagg
ડેડમાઉસ	Deadmau5
ચંદ્રયાન-૧	Chandrayaan-1
ભોજપુર જિલ્લો	Bhojpur (distrikt)
ભાગલપુર જિલ્લો	Bhagalpur (distrikt)
બેગૂસરાય જિલ્લો	Begusarai (distrikt)
દરભંગા જિલ્લો	Darbhanga (distrikt)
બક્સર જિલ્લો	Buxar (distrikt)
જમુઈ જિલ્લો	Jamui (distrikt)
ગોપાલગંજ જિલ્લો	Gopalganj (distrikt i Bihar)
ગયા જિલ્લો	Gaya (distrikt)
ખગડિયા જિલ્લો	Khagaria (distrikt)
જહાનાબાદ જિલ્લો	Jehanabad (distrikt)
ઓર્લાન્ડો, ફ્લોરિડા	Orlando
પર્યટન	Turisme
કવિ	Poet
દ્વિસંગી તારો	Dobbeltstjerne
માન્ચેસ્ટર સિટી ફૂટબૉલ ક્લબ	Manchester City FC
ચલ	Variabel
ઢાંચો:Taxobox	Mal:Taksoboks
ઈથેન	Etan
ઢાંચો:Infobox legislature	Mal:Infoboks politisk forsamling
હોલો	Tyrkerdue
શ્રેણી:ચલચિત્ર	Kategori:Filmer
પ્રણવ મુખર્જી	Pranab Mukherjee
પંજાબી ભાષા	Panjabi
આદમ અને હવા	Adam og Eva
અરબી સમુદ્ર	Arabiahavet
પ્રદૂષણ	Forurensning
સરસ્વતી દેવી	Sarasvati
કાકીનાડા	Kakinada
ખીર	Kheer
ઉંબરો (વૃક્ષ)	Fikenslekten
હેઇદી ક્લુમ	Heidi Klum
રજનીકાંત	Rajinikanth
ડેનમાર્કનો રાષ્ટ્રધ્વજ	Dannebrog
સી. વી. રામન	Venkata Raman
નવી મુંબઈ	Navi Mumbai
ટાવર ઓફ લંડન	Tower of London
આરમીન વન બ્યુરન	Armin van Buuren
મૌર્ય વંશ	Mauryariket
પિત્તાશય	Galleblære
વિદ્યુત વિચ્છેદન-વિશ્લેષણ (ઇલેક્ટ્રોલિસિસ)	Elektrolyse
વિનિમય દર	Valutakurs
જયપુર	Jaipur
કાનપુર	Kanpur
ઈંદોર	Indore
દમણ અને દીવ	Daman og Diu
પૉંડિચેરી	Puducherry
અસ્થિભંગ	Beinbrudd
હેલ-બોપ ધૂમકેતુ	Hale–Bopp
ટેટ્રીસ (રમત)	Tetris
મખમલી થડચડ	Rødnebbspettmeis
ડેલ્ફી	Delfi
સેમ્યુઅલ મોર્સ	Samuel Morse
બોરિસ બેકર	Boris Becker
૨૦૦૮ મુંબઈ હુમલો	Terrorangrepene i Mumbai 26. november 2008
કૈમૂર જિલ્લો	Kaimur (distrikt)
કિશનગંજ જિલ્લો	Kishanganj (distrikt)
મુંગેર જિલ્લો	Munger (distrikt)
મધુબની જિલ્લો	Madhubani (distrikt)
લખીસરાય જિલ્લો	Lakhisarai (distrikt)
કટિહાર જિલ્લો	Katihar (distrikt)
નાલંદા જિલ્લો	Nalanda (distrikt)
મુજફ્ફરપુર જિલ્લો	Muzaffarpur (distrikt)
મધેપુરા જિલ્લો	Madhepura (distrikt)
એમિથિસ્ટ	Ametyst
ચક્રવાત	Syklon
૩જી	3G
૪જી મોબાઇલ સેવા	4G
બેરોમીટર	Barometer
ગિનિ પિગ	Marsvin
અફઘાનિસ્તાનનો રાષ્ટ્રધ્વજ	Afghanistans flagg
મોર્સ કોડ	Morsealfabetet
વિકિપીડિયા:ચકાસણીયોગ્યતા	Wikipedia:Verifiserbarhet
ક્રાઇસ્ટ ધ રિડીમર	Kristusstatuen (Rio de Janeiro)
વારાણસી	Varanasi
ઇથરનેટ	Ethernet
ઓઝોન સ્તર	Ozonlaget
કુંવારપાઠું	Aloe vera
કેનેડાનો રાષ્ટ્રધ્વજ	Canadas flagg
કોર્ન	Korn (band)
પટના	Patna
ભારતીય રૂપિયો	Indisk rupi
એપ્રિલ ફૂલ્સ ડે	Aprilsnarr
ભોપાલ	Bhopal
વાકછટા	Retorikk
જળ ચક્ર	Vannets kretsløp
હોમિયોપેથી	Homøopati
સ્વચાલિત ગણક યંત્ર (ATM)	Minibank
હેરિસન ફોર્ડ	Harrison Ford
ચણા	Kikert
ઈન્ટરનેટ પ્રોટોકોલ સ્યુટ	TCP/IP
પાલક (ભાજી)	Spinat
ઈસ્ટોનિયાનો રાષ્ટ્રધ્વજ	Estlands flagg
એન્ડોરાનો રાષ્ટ્રધ્વજ	Andorras flagg
ઑસ્ટ્રેલિયાનો રાષ્ટ્રધ્વજ	Australias flagg
ફાસ્ટ ફૂડ	Hurtigmat
માંસાહારી	Kjøtteter
હંગેરીનો રાષ્ટ્રધ્વજ	Ungarns flagg
કાંચનજંઘા	Kanchenjunga
અઝેરબીજાનનો રાષ્ટ્રધ્વજ	Aserbajdsjans flagg
વિરામચિહ્નો	Tegnsetting
ઇમેજ સ્કેનર	Skanner
નારાયણ કાર્તિકેયન	Narain Karthikeyan
ચીનનો ઇતિહાસ	Kinas historie
પેટ્રોનાસ જોડિયા ટાવર	Petronas Towers
જન ગણ મન	Indias nasjonalsang
શ્રીનિવાસ રામાનુજન	Srinivasa Aiyangar Ramanujan
જાયફળ	Muskatnøttslekten
ઘર ઉંદર	Husmus
ટાઇફોઇડ	Tyfoidfeber
ગુરુનાનક	Guru Nának
લિક્વિડ ક્રિસ્ટલ ડિસ્પ્લે	LCD
અંગુષ્ઠ	Tommel
શાકાહારી	Vegetarianisme
અલ્જીરીયાનો રાષ્ટ્રધ્વજ	Algeries flagg
ઓલ્ડ ટ્રેફોર્ડ	Old Trafford
પર્યાયોક્તિ	Eufemisme
જુડાસ પ્રિસ્ટ	Judas Priest
સુસાન બોયલ	Susan Boyle
શાહજહાં	Shah Jahan
શિમલા	Shimla
કાર્લ લેન્ડસ્ટેઇનર	Karl Landsteiner
પોલેંડબોલ	Polenball
ધ્વનિ પ્રદૂષણ	Støyforurensning
ઢાંચો:Cite book	Mal:Kilde bok
એલિસેઝ એડવેન્ચર્સ ઇન વન્ડરલેન્ડ	Alice i Eventyrland
લેરી એલિસન	Larry Ellison
સેર્ગેઈ બ્રિન	Sergey Brin
બોલીવુડ	Bollywood
ટ્યૂલિપ	Tulipanslekta
ઇમુ	Emu
ઓએસઆઈ મોડેલ	OSI-modellen
આઈસલેંડનો રાષ્ટ્રધ્વજ	Islands flagg
ધ હૂ	The Who
ગ્રાન્ડ થેફ્ટ ઓટો ૪	Grand Theft Auto IV
રોહતાસ જિલ્લો	Rohtas (distrikt)
શેખપુરા જિલ્લો	Sheikhpura (distrikt)
શિવહર જિલ્લો	Sheohar (distrikt)
સમસ્તીપુર જિલ્લો	Samastipur (distrikt)
સહરસા જિલ્લો	Saharsa (distrikt)
વૈશાલી જિલ્લો	Vaishali (distrikt)
સીવાન જિલ્લો	Siwan (distrikt)
સુપૌલ જિલ્લો	Supaul (distrikt)
સીતામઢી જિલ્લો	Sitamarhi (distrikt)
સારન જિલ્લો	Saran (distrikt)
બસ્તર જિલ્લો	Bastar (distrikt)
બિલાસપુર જિલ્લો, છત્તીસગઢ	Bilaspur (distrikt i Chhattisgarh)
દુર્ગ જિલ્લો	Durg (distrikt)
ધમતરી જિલ્લો	Dhamtari (distrikt)
દંતેવાડા જિલ્લો	Dantewada (distrikt)
સ્વાઈન ફલૂ	Influensa A(H1N1)-pandemien 2009
ઈંડોનેશિયાનો રાષ્ટ્રધ્વજ	Indonesias flagg
ગાબોનનો રાષ્ટ્રધ્વજ	Gabons flagg
જિબુટીનો રાષ્ટ્રધ્વજ	Djiboutis flagg
બાઇનૉક્યુલર	Kikkert
સંક્ષિપ્ત શબ્દ	Forkortelse
હોન્ડુરાસનો રાષ્ટ્રધ્વજ	Honduras' flagg
કેપ વર્દુનો રાષ્ટ્રધ્વજ	Kapp Verdes flagg
ગિની-બિસ્સાઉનો રાષ્ટ્રધ્વજ	Guinea-Bissaus flagg
હૈતીનો રાષ્ટ્રધ્વજ	Haitis flagg
વી ફોર વેન્ડેટા	V for vendetta (tegneserie)
ગ્રેનેડાનો રાષ્ટ્રધ્વજ	Grenadas flagg
બહામાનો રાષ્ટ્રધ્વજ	Bahamas' flagg
રવિ શંકર	Ravi Shankar
પલ્‍પ ફિક્શન (ફિલ્‍મ)	Pulp Fiction
બાર્બાડોસનો રાષ્ટ્રધ્વજ	Barbados' flagg
અર્ધ વિરામ	Semikolon
હુક્કો	Vannpipe
શોર્ટ સેલ	Shortsalg
છાશ	Kjernemelk
માર્કની લખેલી સુવાર્તા	Evangeliet etter Markus
રાજ્ય	Delstat
ડો. હરગોવિંદ ખુરાના	Har Gobind Khorana
સટ્ટાખોરી	Spekulasjon (finans)
ઉત્તર ગોઆ જિલ્લો	North Goa (distrikt)
દક્ષિણ ગોઆ જિલ્લો	South Goa (distrikt)
એ. આર. રહેમાન	A.R. Rahman
રાધા	Radha
લેધરબેક કાચબો	Havlærskilpadde
ભીમસેન જોશી	Bhimsen Joshi
અલિસિયા કીઝ	Alicia Keys
ગર્ભનિરોધ	Prevensjon
સીસમ	Rosentre
ગીધ	Gribb (fugl)
ગોલ્ડફિશ	Gullfisk
વેનેસા હજિન્સ	Vanessa Hudgens
વિલુપ્ત જાતિ	Utryddelse
અવાજની ઝડપ	Lydens hastighet
ઝકાત	Zakat
નીલ્સ હેન્રીક અબૅલ	Niels Henrik Abel
સ્કોર્પિયન્સ (બેન્ડ)	Scorpions
અંગોલાનો રાષ્ટ્રધ્વજ	Angolas flagg
મીણ	Voks
સ્લમડોગ મિલિયોનેર	Slumdog Millionaire – Han som hadde svar på alt
અવાક	Natthegre
ઈરાનનો રાષ્ટ્રધ્વજ	Irans flagg
આંગણવાડી	Barnehage
ઍરોસ્મિથ	Aerosmith
મેંગલોર	Mangalore
ઝેક ગણરાજ્યનો રાષ્ટ્રધ્વજ	Tsjekkias flagg
બાંગ્લાદેશનો રાષ્ટ્રધ્વજ	Bangladeshs flagg
બહાદુર શાહ ઝફર	Bahadur Shah Zafar
સંત રવિદાસ નગર જિલ્લો	Sant Ravidas Nagar (distrikt)
સમઘટકતા	Isomeri
ચરબી	Fett
શિયાળ	Gullsjakal
ઇન્દ્ર	Indra
ભારતના ભાગલા	Delingen av Britisk India
ગ્રીસનો રાષ્ટ્રધ્વજ	Hellas' flagg
મિથુન રાશી	Tvillingene (stjernetegn)
હ્યુજ જેકમેન	Hugh Jackman
યતી (હિમ માનવ)	Yeti
૧૮૫૭નો ભારતીય વિપ્લવ	Det indiske opprøret i 1857
જ્યોર્જ માઇકલ	George Michael
જાપાનનો ઇતિહાસ	Japans historie
ઇજિપ્તનો રાષ્ટ્રધ્વજ	Egypts flagg
બહેરીનનો રાષ્ટ્રધ્વજ	Bahrains flagg
આર્જેન્ટીનાનો રાષ્ટ્રધ્વજ	Argentinas flagg
અન્ના કુર્નિકોવા	Anna Kurnikova
વાયુનું પ્રદૂષણ	Luftforurensning
ચીનનો રાષ્ટ્રધ્વજ	Folkerepublikken Kinas flagg
શરીર વજન અનુક્રમ	BMI
અક્ષય વિકાસ	Bærekraftig utvikling
સૌંદર્ય પ્રસાધનો	Kosmetikk
મસુર	Linse (plante)
લક્ષ્મી	Lakshmi
વિદ્યુતજનીન	Generator
એસોટેરિક (અમુક વ્યક્તિઓ જ સમજી શકે તેવું)	Esoterikk
મંત્ર	Mantra
બૂમરેંગ	Bumerang
ભારતનાં રાજ્યો અને કેન્દ્રશાસિત પ્રદેશો	Indias delstater og territorier
ઉચિત વપરાશ	Fair use
વાડી	Gård
જંતુનાશક	Pesticid
રબર	Gummi
કાલિ	Kali
સાનિયા મિર્ઝા	Sania Mirza
ઉત્સવ	Festival
આયુર્વેદ	Ayurveda
અમર્ત્ય સેન	Amartya Sen
રિસાયક્લિંગ	Resirkulering
જંગલી કૂતરો	Asiatisk villhund
જીરું	Spisskummen
બેલારુસનો રાષ્ટ્રધ્વજ	Hviterusslands flagg
યમુના	Yamuna
ડિસ્લેક્સીયા	Dysleksi
ક્રોએશિયાનો રાષ્ટ્રધ્વજ	Kroatias flagg
ભારતનો ઇતિહાસ	Indias historie
મેથી	Bukkehornkløver
કસિનો	Kasino
કમળો	Gulsott
મરકી	Pest
આધાસિસિ બિમારિ	Migrene
વાઇમેક્સ (WiMAX)	WiMax
પ્રાથમિક સારવાર	Førstehjelp
લિંગ ઉત્થાન	Ereksjon
હીમોફીલિયા	Hemofili
કન્યા રાશી	Jomfruen (stjernetegn)
માઇક્રોસોફ્ટ વિઝ્યુઅલ સ્ટુડિયો	Microsoft Visual Studio
રચેલ વેઇઝ	Rachel Weisz
તુલા રાશી	Vekten (stjernetegn)
વૃશ્ચિક રાશી	Skorpionen (stjernetegn)
તાઓ તે ચીંગ	Daodejing
ગેમ્બિયાનો રાષ્ટ્રધ્વજ	Gambias flagg
એન્ટિગુઆ એન્ડ બાર્બુડાનો રાષ્ટ્રધ્વજ	Antigua og Barbudas flagg
ભારતની ભાષાઓની સૂચી	Språk i India
ગૂગલ અનુવાદ	Google Oversetter
ચિત્રલિપિ	Ideogram
અંકશાસ્ત્ર	Tallsymbolikk
ડૉ. ઝાકીર હુસૈન	Zakir Husain
વિકિપીડિયા:સ્ટબ	Nettverkstopologi
સાર્ક	Den sørasiatiske regionale samarbeidsorganisasjonen
કઠોળ	Belgfrukt
બ્રાન્ડી	Brandy
ઘાબાજરીયુ	Smal dunkjevle
ગુરદાસપુર જિલ્લો	Gurdaspur (distrikt)
હાઉ આઇ મેટ યોર મધર	How I Met Your Mother
સુબ્રમણ્યન ચંદ્રશેખર	Subramanyan Chandrasekhar
કબડ્ડી	Kabaddi
પેટ બ્યુકેનન	Pat Buchanan
જિલ્લો	Gu (forvaltningsenhet)
ચોલ સામ્રાજ્ય	Chola-dynastiet
મદદ:સંપાદન	Hjelp:Redigering
ટાટા નેનો	Tata Nano
લાઇફ ઓફ પાઇ	Historien om Pi (film)
ઇમરાન ખાન	Imran Khan
ઉઝી	Uzi
કરેણ	Oleander
દિવેલી	Ricinus
એમ.પી.૫	Heckler & Koch MP5
આઝાદ હિંદ ફોજ	Indian National Army
રજકો	Lusern
પેન્શન	Alderspensjon
એકેએસ-૭૪યુ	AK-74
લતા મંગેશકર	Lata Mangeshkar
ડૉ. સર્વપલ્લી રાધાકૃષ્ણન	Sarvepalli Radhakrishnan
માંકડું	Rhesusape
કફોત્પાદક ગ્રંથિ	Hypofyse
ઇંગ્લીશ વીલો	Hvitpil
યુનિલિવર	Unilever
ચાર્લ્સ લુસિઅન બોનાપાર્ટ	Charles Lucien Bonaparte
રૂખડો (વનસ્પતિ)	Baobab
ડેઝા વુ	Déjà vu
ગ્વાલિયર	Gwalior
પ્રિયંકા ચોપરા	Priyanka Chopra
દીપિકા પદુકોણે	Deepika Padukone
માધ્યમિક શાળા	Videregående skole
ડચ ઇસ્ટ ઇંડિયા કંપની	Det nederlandske Ostindiske kompani
સિંહ રાશી	Løven (stjernetegn)
કેમરૂનનો રાષ્ટ્રધ્વજ	Kameruns flagg
સંયુક્ત રાષ્ટ્રસંઘના સભ્ય દેશોની યાદી	FNs medlemsland
બોલપેન	Kulepenn
રામ	Rama
કોલમ્બિયાનો રાષ્ટ્રધ્વજ	Colombias flagg
મહમદ અલી ઝીણા	Muhammad Ali Jinnah
લંડન આઇ (વિરાટ ચકડોળ)	London Eye
ઘાનાનો રાષ્ટ્રધ્વજ	Ghanas flagg
ચિત્તભ્રમણા	Delirium
ચીલીનો રાષ્ટ્રધ્વજ	Chiles flagg
પેચીયું (સ્ક્રૂ ડ્રાઇવર)	Skrutrekker
શહેરીકરણ	Urbanisering
ઝરેર (વનસ્પતિ)	Legesteinkløver
ક્રમચય	Permutasjon
કર્ક રાશી	Krepsen (stjernetegn)
અલ્પ વિરામ	Komma
ઇથોપિયાનો રાષ્ટ્રધ્વજ	Etiopias flagg
કુંભ રાશી	Vannmannen (stjernetegn)
સ્વચ્છતા	Hygiene
સ્ટેથોસ્કોપ	Stetoskop
અલ્હાબાદ	Allahabad
ધિરાણનું જોખમ	Kredittverdighet
કમ્બોડીયાનો રાષ્ટ્રધ્વજ	Kambodsjas flagg
ક્યુબાનો રાષ્ટ્રધ્વજ	Cubas flagg
સોનિયા ગાંધી	Sonia Gandhi
કોંગોનું ગણતંત્રનો રાષ્ટ્રધ્વજ	Republikken Kongos flagg
વોલ્વો	AB Volvo
સિલિકૉન વૅલી	Silicon Valley
અમીરાત સ્ટેડિયમ	Emirates Stadium
વૃષભ રાશી	Tyren (stjernetegn)
મકર રાશી	Steinbukken (stjernetegn)
કોંગોનું લોકતંત્રીય ગણતંત્રનો રાષ્ટ્રધ્વજ	Den demokratiske republikken Kongos flagg
કરી (મસાલેદાર રસાવાળી વાની)	Curry
મરચું	Paprikaslekta
પીરોજ	Turkis (edelsten)
ચિત્રદુર્ગ જિલ્લો	Chitradurga (distrikt)
કાર્બ્યુરેટર	Forgasser
ગિનિનો રાષ્ટ્રધ્વજ	Guineas flagg
ઈક્વેડોરનો રાષ્ટ્રધ્વજ	Ecuadors flagg
એડોબ ફ્લેશ	Adobe Flash
મધ્ય આફ્રીકી ગણતંત્રનો રાષ્ટ્રધ્વજ	Den sentralafrikanske republikks flagg
ચૅડનો રાષ્ટ્રધ્વજ	Tsjads flagg
પોલેંડ રાષ્ટ્રીય ફૂટબોલ ટીમ	Polens herrelandslag i fotball
સાત ઘોર પાપ (ખ્રિસ્તી ધર્મ)	De syv dødssynder
ઉદ્‌ગારચિહ્ન	Utropstegn
કોર્પોરેશન	Entreprise
મધ્યમા	Langfinger
ગ્રીનહાઉસ વાયુ	Klimagass
તિરુવનંતપુરમ્	Thiruvananthapuram
ભૂસ્ખલન	Jordskred
બાષ્પોત્સર્જન	Transpirasjon
તાઈ ચી ચુઆન	Tai chi chuan
માયોપીઆ	Nærsynthet
