Aprika	Afrika
Joaquin Phoenix	Joaquin Phoenix
Detective Conan	Mesterdetektiven Conan
Bansang makapangyarihan	Stormakt
Puyi	Puyi
Olivia Newton-John	Olivia Newton-John
Bože pravde	Bože pravde
Pangungumadrona	Jordmor
Manuel Rivera-Ortiz	Manuel Rivera-Ortiz
Haribon	Filippinsk apeørn
Piranha	Pirayaer
Kasaysayan ng matematika	Matematikkens historie
Aardwolf (komiks)	Jordulv
Sekum	Blindtarm
Bundok Carmelo	Karmelberget
Unyon (teoriya ng hanay)	Union (mengdelære)
Aparatong pangopya	Kopimaskin
Dalagitang may Hikaw na Perlas	«Pike med perleøredobb»
Amstel	Amstel
Takashi Miike	Takashi Miike
Lalawigan ng Laghman	Laghman (provins)
Estratehiya	Strategi
Flavius Aëtius	Flavius Aëtius
Lusiper	Lucifer
Constans	Konstans
Brixen	Brixen
Ekskresyon	Ekskresjon
Kerubin	Kjeruber
Lalawigan ng Paktika	Paktika (provins)
Knoxville, Tennessee	Knoxville
Talaarawan	Dagbok
Kalinis-linisang Paglilihi	Den ubesmittede unnfangelse
Will.i.am	Will.i.am
Pinapayak na panitik ng wikang Intsik	Forenklet kinesisk
Nemertea	Slimormer
Alexander Scriabin	Aleksandr Skrjabin
Indotsinang Pranses	Fransk Indokina
Hefei	Hefei
Pamamaraan	Metodologi
Halaga ng pagkakataon	Alternativkostnad
Mike Myers	Mike Myers
Digmaang Pangterorismo	Krigen mot terror
Nemesis	Nemesis
Lalawigan ng Khost	Khost (provins)
Hehunum	Jejunum
Munisyon	Ammunisjon
Palasurian	Analogi
Emanuel Swedenborg	Emanuel Swedenborg
Quintillus	Quintillus
Barnabas	Barnabas
Biskonde	Vicomte
Disenyong grapiko	Grafisk design
Estereokimika	Stereokjemi
Rebolusyong Lunti	Den grønne revolusjonen
Fox News Channel	Fox News Channel
Beksilolohiya	Vexillologi
Palasiya	Tankefeil
Array (estruktura ng datos)	Tabell (datastruktur)
Dharamsala	Dharamsala
Kliment Vorošilov	Kliment Vorosjilov
Sabado de Gloria	Påskeaften
Fernando VII	Ferdinand VII av Spania
Homo floresiensis	Homo floresiensis
Carmelita	Karmelittordenen
Basilika ni Santa Maria la Mayor	Santa Maria Maggiore
Bodabil	Vaudeville
Korelasyon at dependiyensiya	Korrelasjon
Trayglisirayd	Triglyserider
Saurischia	Saurischia
Lalawigan ng Ghōr	Ghowr (provins)
Lalawigan ng Takhar	Takhar (provins)
Lalawigan ng Kunduz	Kunduz (provins)
Kongklabe	Pavevalg
UFC	Ultimate Fighting Championship
Billy Crystal	Billy Crystal
Chang Myon	Chang Myon
Mga Amang-Tagapagtatag ng Estados Unidos	Founding Fathers of the United States
Bulubunduking Eskandinabo	Den skandinaviske fjellkjede
Ulupong (kobra)	Giftsnoker
Princess Mononoke	Prinsesse Mononoke
Panitikang Ingles	Engelsk litteratur
Robert Peary	Robert Peary
Paliparang Pandaigdig ng Domodedovo	Domodedovo internasjonale lufthavn
Chattanooga, Tennessee	Chattanooga
Daubentonia madagascariensis	Fingerdyr
Josemaría Escrivá	Josemaría Escrivá
ÖVP	Österreichische Volkspartei
Karelo-Finnish Soviet Socialist Republic	Den karelo-finske sosialistiske sovjetrepublikk
Nausea	Kvalme og brekninger
Klaustropobya	Klaustrofobi
Matt LeBlanc	Matt LeBlanc
Carus	Carus
Shatsk, Russia	Sjatsk
Sally Field	Sally Field
Probus	Probus
Obulasyon	Eggløsning
Lobi	Korridorpolitikk
Luoyang	Luoyang
Ikalawang Konseho ng Nicaea	Andre konsil i Nikea
Danaw	Lagune
Kapalaluan	Hovmod
Giuseppe Mazzini	Giuseppe Mazzini
Dr. Watson	Dr. Watson
Hamadān	Hamadan (provins)
Fernando Gago	Fernando Gago
Uring panlipunan	Klasse (sosiologi)
Mga batas ng sirkito ni Kirchhoff	Kirchhoffs lover
Vimercate	Vimercate
Simbahan ng Banal na Sepulkro	Den hellige gravs kirke
Bohemian Rhapsody	Bohemian Rhapsody
Mga bayan at lungsod sa Rusya	Byer i Russland
Denaryo	Denarius
Spokane, Washington	Spokane
Mandy Moore	Mandy Moore
Lalik	Dreiebenk
Kristolohiya	Kristologi
Parirala	Frase (grammatikk)
Pagmamanupaktura	Industriteknikk
Maagang Panahong Pangdinastiya ng Ehipto	Tidlig dynastisk tid i Egypt
Trutsang bahaghari	Regnbueørret
Behetasyon	Vegetasjon
Nick Nolte	Nick Nolte
Merlin	Merlin
Ayumi Hamasaki	Ayumi Hamasaki
Yoichiro Nambu	Yoichiro Nambu
Lalawigan ng Kunar	Konar (provins)
Lalawigan ng Parvan	Parvan (provins)
Dutch East Indies	Nederlandsk India
Lalawigan ng Adrar	Adrar (provins)
Palasyo ng Élysée	Elyséepalasset
Lamanlupa	Gnom
Polyester	Polyester
Konstante	Konstant
Christina Applegate	Christina Applegate
Safed	Safed
Lucy Liu	Lucy Liu
Pikolohiya	Fykologi
Tau (partikulo)	Tau (elementærpartikkel)
Nippur	Nippur
Kimikang pangkwantum	Kvantekjemi
Theropoda	Theropoder
Mikronasyon	Mikronasjon
Diperensiyal na heometriya	Differensialgeometri
Neurosiruhiya	Nevrokirurgi
Panspermia	Panspermi
Goldie Hawn	Goldie Hawn
Sinaunang Palarong Olimpiko	Antikkens olympiske leker
Artaxerxes II	Artaxerxes II av Persia
Aksiyon (kategoryang pansining)	Actionfilm
Limosina	Limousin (bil)
Patas na kalakalan	Rettferdig handel
Apollo 7	Apollo 7
Seth MacFarlane	Seth MacFarlane
Mga comune ng Ain	Kommuner i departementet Ain
Naik	Forstad
Anu	An (gud)
Aklat ni Sofonias	Sefanja (bok)
William Godwin	William Godwin
Pooh Garcia	Ole Brumm
Kaharian ng Sicily	Kongedømmet Sicilia
Pastinaca sativa	Pastinakk
Hanuman	Hanuman
Anakonda	Anakondaer
Utong	Patte
Game Boy Advance	Game Boy Advance
Lusitania	Lusitania
Ediakarano	Ediacara
Salami	Salami
Garuda	Garuda
Muling pagkabuhay	Oppstandelse
Agiw	Edderkoppnett
Kīlauea	Kīlauea
Smilodon	Smilodon
Pagsasarilinan	Personvern
Inggit	Misunnelse
Hulk (komiks)	Hulk
Birheng Vestal	Vestalinnene
Judas (awit)	Judas (sang)
Telephone (awit)	Telephone
Willem Dafoe	Willem Dafoe
Amide	Amid
David Schwimmer	David Schwimmer
Christiaan Barnard	Christiaan Barnard
Kitakyushu	Kitakyūshū
Bangko sa Pagpapaunlad ng Asya	Den asiatiske utviklingsbanken
Bisiro	Ponni
Bolunterismo	Frivillighet
Mencius	Mencius
Paghahati ng selula	Celledeling
Pambansang Aklatan ng Israel	Israels nasjonalbibliotek
Jeet Kune Do	Jeet Kune Do
Lalawigan ng Kabul	Kabul (provins)
Emilio Aguinaldo	Emilio Aguinaldo
Extensible Messaging and Presence Protocol	Extensible Messaging and Presence Protocol
Perak	Perak
James Naismith	James Naismith
Akuwakultura	Akvakultur
Gram-positive bacteria	Gramfarging
Born This Way (awit)	Born This Way (sang)
Dalubhasaan	College
Just Dance	Just Dance
Etnosentrismo	Etnosentrisme
Batman Returns	Batman vender tilbake
Synapsida	Pattedyrliknende krypdyr
Howard Hughes	Howard Hughes
Maximinus	Maximinus II Daza
Peseta ng Espanya	Spansk peseta
Gratian	Gratian
Sinuso (hugis)	Spiral
León, Guanajuato	León (Guanajuato)
Sophie Monk	Sophie Monk
Hermosillo	Hermosillo
Ioánnis Metaxás	Ioannis Metaxas
Conan the Barbarian	Conan
Ad hominem	Ad hominem-argument
Joseph McCarthy	Joseph McCarthy
Tugtuging pangkamara	Kammermusikk
Mga Essene	Esenerne
Tempo (musika)	Tempo
Molare	Jeksel
Serov	Serov
Kondado ng Berat	Berat (region)
Dinastiyang Kayar	Qajar-dynastiet
Hipnos	Hypnos
You and I	Yoü and I
Patristika	Patristikk
Brooke Shields	Brooke Shields
Gloria Stuart	Gloria Stuart
Andy Garcia	Andy García
Cupertino, California	Cupertino
Zendaya	Zendaya Coleman
Jennifer Lawrence	Jennifer Lawrence
Ekilibriyong kemikal	Kjemisk likevekt
Nereo	Nerevs
Pautang	Lån
Marcia Cross	Marcia Cross
William Crookes	William Crookes
Fullmetal Alchemist	Fullmetal Alchemist
Khawarij	Kharijitter
Ginintuang patakaran	Den gyldne regel
Menes	Menes
Akromegalya	Akromegali
Narmer	Narmer
Philo	Filon
Kalusugang pampubliko	Folkehelse
Dentin	Tannbein
Artaxerxes I ng Persia	Artaxerxes I av Persia
GNU Emacs	Emacs
Enki	Enki
Timpani	Pauke
Islamismo	Islamisme
Marvin Gaye	Marvin Gaye
Patong na aplikasyon	Applikasjonslaget
OS/2	OS/2
Caprinae	Sauer og geiter
Marchantiophyta	Levermoser
Basketbol sa Palarong Olimpiko sa Tag-init 2008	Basketball under Sommer-OL 2008
Haikou	Haikou
Ermitanyo	Eremitt
Jennifer Jones	Jennifer Jones
Emirado	Emirat
Argos	Argos
Atletika sa Palarong Olimpiko sa Tag-init 2008	Friidrett under Sommer-OL 2008
Glandulang mamarya	Melkekjertel
Piteas	Pytheas fra Massalia
Adenosine	Adenosin
Republikang Pederal ng Gitnang Amerika	Den mellomamerikanske føderasjon
Alon ng grabitasyon	Gravitasjonsbølge
Espasyong Hilbert	Hilbertrom
Lalawigan ng Luanda	Luanda (provins)
Tetrahydrocannabinol	Tetrahydrocannabinol
Some Like It Hot	Noen har det hett
Minato, Tokyo	Minato
Carinus	Carinus
Castor at Pollux	Dioskurene
Gastrotricha	Gastrotricher
Marduk	Marduk
Talento	Talent (myntenhet)
Streptococcus	Streptokokker
Yoruba	Joruba (folkegruppe)
Jackson	Jackson
Pompyang	Cymbal
Waziristan	Waziristan
Adam Lambert	Adam Lambert
Mouflon	Muflon
Aleluya	Halleluja
Lingguwistikang pangkasaysayan	Historisk lingvistikk
Akademya ng Wikang Hebreo	Akademiet for hebraisk språk
Ruby on Rails	Ruby on Rails
Severodvinsk	Severodvinsk
Felicity Huffman	Felicity Huffman
Christopher Plummer	Christopher Plummer
Tawas	Alun
Alcmene	Alkmene
As	AS
Danaë	Danaë
Annette Bening	Annette Bening
Barbara Bush	Barbara Bush
Bette Midler	Bette Midler
Aegis	Aigis
Slide rule	Regnestav
Captain America	Captain America
Sashimi	Sashimi
Banyo	Bad
Sakit sa puso	Hjertesykdom
Petah Tikva	Petah Tiqwa
Apat na Tigre ng Asya	De fire tigrene
Jean Bodin	Jean Bodin
Abha	Abha
Viet Minh	Viet Minh
LoveGame	LoveGame
Transeksuwalismo	Transkjønnethet
Mga estado ng nagkrusada	Korsfarerstat
Jim Parsons	Jim Parsons
Sissy Spacek	Sissy Spacek
Anjelica Huston	Anjelica Huston
Plaza de soberanía	Plazas de soberanía
Patricia Neal	Patricia Neal
Oklokrasya	Oklokrati
Jim Henson	Jim Henson
Felipe VI ng Espanya	Felipe VI av Spania
Anguidae	Stålormer
Manuel Zelaya	Manuel Zelaya
Liv Ullmann	Liv Ullmann
Eh, Eh (Nothing Else I Can Say)	Eh, Eh (Nothing Else I Can Say)
Gascuña	Gascogne
Kasukalan	Jungel
Joe Jonas	Joe Jonas
Clara ng Asís	Klara av Assisi
Sita	Sita
Harvey Keitel	Harvey Keitel
Shunsuke Nakamura	Shunsuke Nakamura
Anthocerotophyta	Nålkapselmoser
Unang Digmaang Opyo	Første opiumkrig
Ang mga Talatang Makasatanas	Sataniske vers
Lalawigan ng Bengo	Bengo
Gitnang Kaharian ng Ehipto	Mellomriket i Egypt
Eskalang pentatoniko	Pentatonisk skala
Ugarit	Ugarit
Batuan, Masbate	Batuan (Masbate)
Rzhev	Rzjev
Bellegarde-sur-Valserine	Bellegarde-sur-Valserine
Cawayan, Masbate	Cawayan (Masbate)
Ornithischia	Ornithischia
Kashrut	Kasjrut
Scott Joplin	Scott Joplin
Milagros, Masbate	Milagros (Masbate)
Lungsod ng Masbate	City of Masbate
Tako	Taco
Heliopolis	Heliopolis
Leo II (emperor)	Leo II (keiser)
Aranya	Lysekrone
Gregorio ng Nyssa	Gregor av Nyssa
Apolohetika	Apologetikk
Buhay na walang asawa	Sølibat
Lalawigan ng Bayan-Ölgii	Bajan-Ölgij
Hello Kitty	Hello Kitty
Handulong	Aggresjon
The Lion King II: Simba's Pride	Løvenes konge 2 – Simbas stolthet
Taoiseach	Taoiseach
Marisa Tomei	Marisa Tomei
Oyonnax	Oyonnax
Inbersong punsiyon	Invers funksjon
Hatsinohe, Aomori	Hachinohe
Petronius Maximus	Petronius Maximus
Putbol sa Palarong Olimpiko sa Tag-init 2008	Fotball under Sommer-OL 2008
Majorian	Majorian
Gene Wilder	Gene Wilder
Yun Bo-seon	Yun Bo-seon
Kaligtasan (relihiyon)	Frelse (kristendom)
Masaker sa Nanking	Nanjingmassakren
Metroseksuwal	Metroseksuell
Yun Chi-ho	Yun Chi-ho
Peter Higgs	Peter Higgs
Crius	Krios
Herman Hollerith	Herman Hollerith
Embryophyte	Landplanter
Danny Glover	Danny Glover
Abatar (paglilinaw)	Avatar (andre betydninger)
Sobyet na Sosyalistang Republika ng Letonya	Den latviske sosialistiske sovjetrepublikk
Aaron Copland	Aaron Copland
Holon	Holon
Netanya	Netanya
Pagkonsumo	Konsum
Guiyang	Guiyang
Mastodon	Mastodonter
Pancho Villa	Pancho Villa
Siklo ng negosyo	Konjunktur
Pierre Gassendi	Pierre Gassendi
Hiksos	Hyksos
Pamantasan ng Hilagang Karolina sa Chapel Hill	University of North Carolina at Chapel Hill
Policarpio	Polykarpos
Programang Luna	Luna-programmet
Pandaigdigang Araw ng AIDS	Aids-dagen
MS Oasis of the Seas	MS «Oasis of the Seas» (2009)
Orestes	Orestes (mytologi)
Jennifer Hudson	Jennifer Hudson
Chaetognatha	Pilormer
Piramide ni Djoser	Djoserpyramiden
Atreus	Atrevs
Romaji	Rōmaji
Jason Mraz	Jason Mraz
Kanaryo	Kanarifugl
Andrés Segovia	Andrés Segovia
Ctesifonte	Ktesifon
Hanapbuhay	Yrke
Kapuluang Hawayano	Hawaiiøyene
Nakaraan	Fortid
Dilis	Ansjosfamilien
Iphigenia	Ifigeneia
Leviatan	Leviatan
Thomas Gainsborough	Thomas Gainsborough
Paliparang Pandaigdig ng Sheremetyevo	Sjeremetjevo internasjonale lufthavn
Kasaysayang militar	Militærhistorie
Lutuing Italyano	Italiensk mat
Ramat Gan	Ramat Gan
Microsoft Network	MSN
Kondado ng Vlorë	Vlorë (region)
Kondado ng Durrës	Durrës (region)
Kondado ng Dibër	Dibër (region)
Luglog (sangkap)	Nudler
Arithmetic logic unit	Aritmetisk logisk enhet
Pagsisiwalat	Åpenbaring
James Hutton	James Hutton
Angels and Demons (pelikula)	Engler & demoner (film)
Pagkaing-dagat	Sjømat
Uvs Province	Uvs
Govi-Altai Province	Gov-Altaj
Herodes Antipas	Herodes Antipas
Clash of the Titans (pelikula 2010)	Clash of the Titans
CA	CA
Campina Grande	Campina Grande
Balindang	Strømpe
Sergio Badilla Castillo	Sergio Badilla Castillo
Akrobatika	Akrobatikk
Laurence Fishburne	Laurence Fishburne
Basiliscus	Basiliskos
Matt Dillon	Matt Dillon
Montgomery Clift	Montgomery Clift
James Woods	James Woods
Organismong aerobiko	Aerobe organismer
Kikil	Fil
Anthony Perkins	Anthony Perkins
Armagedon	Harmageddon
Fernando VI	Ferdinand VI av Spania
Bundok ng Templo	Tempelhøyden
Kraken	Kraken
Kasalukuyan	Nåtid
Die Grünen - Die Grüne Alternative	Die Grünen – Die grüne Alternative
Pagmamalas	Observasjon
Predetestinaryanismo	Predestinasjon
Anekdota	Anekdote
Seann William Scott	Seann William Scott
Tamang mosyon	Egenbevegelse
Gabriele d'Annunzio	Gabriele D'Annunzio
Rasskazovo	Rasskazovo
Revda, Sverdlovsk Oblast	Revda (Sverdlovsk oblast)
Rezh	Rezj (by)
Ashurnasirpal II	Asurnasirpal II
Heian	Heian-perioden
Reutov	Reutov
Osamu Tezuka	Osamu Tezuka
Rodniki, Ivanovo Oblast	Rodniki
Roslavl	Roslavl
Rossosh	Rossosj
Roshal (town)	Rosjal (by)
Kastilyo ng Praga	Borgen i Praha
Rtishchevo	Rtisjtsjevo
Gordianong Buhol	Gordisk knute
Rubtsovsk	Rubtsovsk
Rudnya, Smolensk Oblast	Rudnja
Ruza	Ruza (by)
Ruzayevka	Ruzajevka
Pocahontas	Pocahontas
Habilog	Oval
Rybnoye	Rybnoje
Rylsk	Rylsk
Nancy Reagan	Nancy Reagan
Sakai, Osaka	Sakai
Balse	Vals
Kondado ng Lezhë	Lezhë (region)
Kondado ng Shkodër	Shkodër (region)
Armagh	Armagh
Kondado ng Gjirokastër	Gjirokastër (region)
Salair	Salair (by)
Kondado ng Korçë	Korçë (region)
Gas Turbine	Gassturbin
Salsk	Salsk
Nakatayong bato	Bautastein
Sarapul	Sarapul
San Cristobal	St. Kristoffer
Sarov	Sarov
Kasuwapangan	Griskhet
Teoriya ng tugtugin	Musikkteori
Brendan Fraser	Brendan Fraser
Sasovo	Sasovo
Polifemo	Polyfemos
Satka	Satka
Safonovo, Smolensk Oblast	Safonovo
Sayanogorsk	Sajanogorsk
Sayansk	Sajansk
Platonismo	Platonisme
Svetlogorsk, Kaliningrad Oblast	Svetlogorsk (Kaliningrad oblast)
Svetlograd	Svetlograd
Oyayi	Bånsull
Rhadamanthus	Rhadamantys
Positibismong lohikal	Logisk positivisme
Svirsk	Svirsk
Svobodny, Amur Oblast	Svobodnyj
Shibuya, Tokyo	Shibuya
Sebezh	Sebezj
Severo-Kurilsk	Severo-Kurilsk
Jack Palance	Jack Palance
Severobaykalsk	Severobajkalsk
Mabalaning sintas	Magnetbånd
Tamburina	Tamburin
Benicio del Toro	Benicio del Toro
Olybrius	Olybrius
Rasen-Antholz	Rasen-Antholz
Tinapa	Røyking (mat)
Magkapatid na Montgolfier	Brødrene Montgolfier
Hiroglipiko	Hieroglyf
Kondado ng Elbasan	Elbasan (region)
Hinayana	Hinayana
Ryan Gosling	Ryan Gosling
Ugpungang pambalakang	Hofte
Silid-tulugan	Soverom
Live 8	Live 8
Severomorsk	Severomorsk
Severouralsk	Severouralsk
Seversk	Seversk
Esarhaddon	Asarhaddon
Sevsk	Sevsk
Segezha	Segezja (by)
Seltso	Seltso
Paperback	Pocketbok
Semyonov (town)	Semjonov (by)
Semikarakorsk	Semikarakorsk
Sangha	Sangha
B'Day	B'Day
Reaktansiya	Reaktans
Sengiley	Sengilej
Morpeo	Morfevs
Dafne (diwata)	Dafne
Serafimovich	Serafimovitsj
Sergach	Sergatsj
Serdobsk	Serdobsk
Ezekiel	Esekiel
Serpukhov	Serpukhov
Sestroretsk	Sestroretsk
Khovd Province	Khovd (provins)
Riva del Garda	Riva del Garda
Okre	Oker
Dragun	Dragon
Labanan sa Yarmuk	Slaget ved Yarmouk
Sudetenland	Sudetenland
Tenis sa Palarong Olimpiko sa Tag-init 2008	Tennis under Sommer-OL 2008
Backup	Sikkerhetskopi
Parang (damuhan)	Prærie
Salamangka (salitang hagis)	Sjonglering
Vaslav Nijinsky	Vatslav Nizjinskij
Sibay	Sibaj
Otaku	Otaku
Sukhoi PAK FA	Sukhoj T-50
Gantimbayad	Lønn (økonomi)
Sim, Chelyabinsk Oblast	Sim (by)
Skovorodino	Skovorodino
Skopin	Skopin
Slavgorod	Slavgorod
Slavsk	Slavsk
From Up on Poppy Hill	Møte på valmueåsen
Sarai	Sara
Michael Christian Martinez	Michael Christian Martinez
Slavyansk-na-Kubani	Slavjansk-na-Kubani
Slobodskoy	Slobodskoj
Amandla Stenberg	Amandla Stenberg
Chimalhuacan	Chimalhuacán
Boy	Boy
Litid sa alak-alakan	Hamstrings
Yuba County, California	Yuba County
Łobez	Łobez
Snezhinsk	Snezjinsk
Snezhnogorsk, Murmansk Oblast	Snezjnogorsk
Sobinka	Sobinka
Sovetsk, Kirov Oblast	Sovjetsk (Kirov oblast)
Sovetsk, Tula Oblast	Sovjetsk (Tula oblast)
Sovetskaya Gavan	Sovetskaja Gavan
Sovetsky, Khanty-Mansi Autonomous Okrug	Sovetskij (Khanty-Mansia)
Sokol, Vologda Oblast	Sokol (by)
Soligalich	Soligalitsj
Solikamsk	Solikamsk
Solnechnogorsk	Solnetsjnogorsk
Sol-Iletsk	Sol-Iletsk
Solvychegodsk	Solvytsjegodsk
Soltsy	Soltsy
Sorochinsk	Sorotsjinsk
Sorsk	Sorsk
Sortavala	Sortavala
Sosensky	Sosenskij
Sosnovka, Kirov Oblast	Sosnovka
Sosnovoborsk, Krasnoyarsk Krai	Sosnovoborsk (Krasnojarsk kraj)
Sosnogorsk	Sosnogorsk
Spas-Demensk	Spas-Demensk
Spas-Klepiki	Spas-Klepiki
Spassk, Penza Oblast	Spassk
Spassk-Dalny	Spassk-Dalnij
Spassk-Ryazansky	Spassk-Rjazanskij
Srednekolymsk	Srednekolymsk
Sredneuralsk	Sredneuralsk
Sretensk	Sretensk
Staraya Kupavna	Staraja Kupavna
Staraya Russa	Staraja Russa
Staritsa	Staritsa
Starodub	Starodub
Stary Oskol	Staryj Oskol
Sterlitamak	Sterlitamak
Strunino	Strunino
Stupino	Stupino
Suvorov (town)	Suvorov
Sudogda	Sudogda
Suoyarvi	Suojarvi
Surazh	Surazj
Surovikino	Surovikino
Sursk	Sursk
Susuman	Susuman
Sukhinichi	Sukhinitsji
San Wenceslao I, Duke ng Bohemya	Venceslas av Böhmen
Sukhoy Log	Sukhoj Log
Sysert	Sysert (by)
Sychyovka	Sytsjovka
Tavda	Tavda (by)
Mikroskopyo	Mikroskop
Kelsey Grammer	Kelsey Grammer
Tayga	Tajga
Tayshet	Tajsjet
Taldom	Taldom
Kiki's Delivery Service	Kikis budservice
Talitsa, Sverdlovsk Oblast	Talitsa
Tara, Russia	Tara (Russland)
Tarko-Sale	Tarko-Sale
Tarusa	Tarusa
Tatarsk	Tatarsk
Tashtagol	Tasjtagol
Teberda	Teberda
Teykovo	Tejkovo
Temnikov	Temnikov
Terek (town)	Terek (Russland)
Tetyushi	Tetjusji
Santa Veronica	St. Veronika
Timashyovsk	Timasjovsk
Tikhoretsk	Tikhoretsk
Toguchin	Togutsjin
Tomari, Russia	Tomari
Tommot	Tommot
Tadyang	Ribbein
Lalawigan ng Zaire	Zaire (provins)
Topki	Topki
Torzhok	Torzjok
Tryokhgorny	Trjokhgornyj
Troitsk, Moscow Oblast	Troitsk (Moskva oblast)
Troitsk, Chelyabinsk Oblast	Troitsk (Tsjeljabinsk oblast)
Trubchevsk	Trubtsjevsk
Tuapse	Tuapse
Tuymazy	Tujmazy
Tulun	Tulun
Turan (town)	Turan (by)
Turinsk	Turinsk
Tynda	Tynda
Tyrnyauz	Tyrnyauz
Tyukalinsk	Tjukalinsk
Paglagari	Saging
Uglegorsk, Sakhalin Oblast	Uglegorsk
Udachny	Udatsjnyj
Udomlya	Udomlja
Uzhur	Uzjur
Uzlovaya	Uzlovaja
Unecha	Unetsja
Uray	Uraj
Uren (town)	Uren
Urzhum	Urzjum
Urus-Martan	Urus-Martan
Usinsk	Usinsk
Usman (town)	Usman
Usolye-Sibirskoye	Usolje-Sibirskoje
Ussurijsk	Ussurijsk
Ust-Dzheguta	Ust-Dzjeguta
Ust-Ilimsk	Ust-Ilimsk
Ust-Katav	Ust-Katav
Ust-Kut	Ust-Kut
Ust-Labinsk	Ust-Labinsk
Ustyuzhna	Ustjuzjna
Ukhta	Ukhta
Zhang Heng	Zhang Heng
Uchaly	Utsjaly
Uyar	Ujar
Fatezh	Fatezj
Zhangjiagang	Zhangjiagang
Fokino, Bryansk Oblast	Fokino (Brjansk oblast)
Fokino, Primorsky Krai	Fokino (Primorskij kraj)
Frolovo	Frolovo
Fryazino	Frjazino
Furmanov (town)	Furmanov
Zhangye	Zhangye
Kharabali	Kharabali
Kharovsk	Kharovsk
Zhaotong	Zhaotong
Khvalynsk	Khvalynsk
Khilok	Khilok
Khimki	Khimki
Kholmsk	Kholmsk
Khotkovo	Khotkovo
Tsivilsk	Tsivilsk
Tsimlyansk	Tsimljansk
Chadan	Tsjadan
Chaykovsky, Perm Krai	Tsjajkovskij (by)
Chapayevsk	Tsjapajevsk
Chaplygin, Lipetsk Oblast	Tsjaplygin (by)
Chebarkul	Tsjebarkul
Chegem	Tsjegem
Chekalin	Tsjekalin
Cherdyn	Tsjerdyn
Cheremkhovo	Tsjeremkhovo
Cherepanovo	Tsjerepanovo
Chermoz	Tsjermoz
Chernogolovka	Tsjernogolovka
Chekhov, Moscow Oblast	Tsjekhov (Moskva oblast)
Chistopol	Tsjistopol
Chkalovsk, Russia	Tsjkalovsk
Chudovo	Tsjudovo
Chulym (town)	Tsjulym (by)
Chusovoy	Tsjusovoj
Chukhloma	Tsjukhloma
Shagonar	Sjagonar
Shadrinsk	Sjadrinsk
Sharypovo	Sjarypovo
Sharya	Sjarja
Shatura	Sjatura
Shakhtyorsk	Sjakhtjorsk
Shakhty	Sjakhty
Shakhunya	Sjakhunja
Zhuji	Zhuji
Bopomofo	Zhuyin
Shenkursk	Sjenkursk
Shilka (town)	Sjilka (by)
Shimanovsk	Sjimanovsk
Shikhany	Sjikhany
Shumerlya	Sjumerlja
Shuya	Sjuja (by)
Shchyokino	Sjtsjokino
Shchyolkovo	Sjtsjolkovo
Zibo	Zibo
Shcherbinka	Sjtsjerbinka
Elektrogorsk	Elektrogorsk
Elektrostal	Elektrostal
Elektrougli	Elektrougli
Sigsag	Sikksakk
Engels (city)	Engels
Ertil (town)	Ertil (by)
Yubileyny, Moscow Oblast	Jubilejnyj (Moskva oblast)
Damit panloob	Undertøy
Yugorsk	Jugorsk
Yuzha	Juzja
Yuzhno-Sukhokumsk	Juzjno-Sukhokumsk
Yuzhnouralsk	Juzjnouralsk
Yurga	Jurga
Yuryev-Polsky	Jurjev-Polskij
Yuryevets, Ivanovo Oblast	Jurjevets
Yuryuzan (town)	Jurjuzan (by)
Yukhnov	Jukhnov
Yadrin	Jadrin
Yanaul	Janaul
Yaransk	Jaransk
Yarovoye	Jarovoje
Koptikong Ortodoksong Simbahan ng Alehandriya	Koptisk kristendom
Yartsevo	Jartsevo
Yasnogorsk, Tula Oblast	Jasnogorsk
Yasny	Jasnyj
Mga katawang lusak ng Hilagang Europa	Moselik
Leong Nemeo	Løven fra Nemea
Mexicali	Mexicali
Dinastiyang Gurida	Ghuridene
Sargon ng Akkad	Sargon av Akkad
Papa Eugenio I	Eugenius I
Ang Dakilang Carlomagno	El Gran Carlemany
Harran	Harran (Mesopotamia)
Zhuangolohiya	Zhuangologi
Agham pang-aklatan at pang-impormasyon	Bibliotek- og informasjonsvitenskap
Staphylococcus	Stafylokokker
Sobyet na Sosyalistang Republika ng Turkmenistan	Den turkmenske sosialistiske sovjetrepublikk
Sosyalistikong Republikang Soviet ng Tajik	Den tadsjikiske sosialistiske sovjetrepublikk
Cyanocitta cristata	Blåskrike
Popeye	Skipper'n
Tacoma, Washington	Tacoma
Timog Yemen	Sør-Jemen
Idroksido	Hydroksid
Lalawigan ng Ararat	Ararat (provins)
Anna Paquin	Anna Paquin
Lungsod ng Kumamoto	Kumamoto (Kumamoto)
Lalawigan ng Gegharkunik	Gegharkunik
Karbala	Karbala
Kagawaran ng Magdalena	Magdalena (departement)
Tonlé Sap	Tonlé Sap
Alicia Silverstone	Alicia Silverstone
Florianus	Florian
Taormina	Taormina
Matsuyama, Ehime	Matsuyama (Ehime)
Numa Pompilius	Numa Pompilius
Miguel VIII Paleologo	Mikael VIII Palaiologos
Dassault Mirage 2000	Dassault Mirage 2000
Morioka, Iwate	Morioka
Pelikula ng katatakutan	Skrekkfilm
Jonas Salk	Jonas Salk
Hukbong Mapagpalaya ng Bayan	Folkets Frigjøringshær
Ludhiana	Ludhiana
Lalawigan ng Vayots Dzor	Vajots Dzor
