Afrik	Afrika
Mapou	Ceiba pentandra
Atlantic City, New Jersey	Atlantic City
Aristarchus of Samos	Aristarkhos
CH	Ch (bokstav)
Zegi	Synål
Allentown, Pennsilvani	Allentown
Mas molè	Molar masse
Sòlvan	Løsemiddel
Phu Quoc	Phú Quốc
Dragan Đokanović	Dragan Đokanović
Subrahmanyan Chandrasekhar	Subramanyan Chandrasekhar
З	З
Kreson frans	Brønnkarse
Etilèn	Eten
Wikipedya:Kouman pou nou korije yon paj	Hjelp:Redigering
Aewopò Pleiku	Pleiku lufthavn
Demakasyon	Vannskille
Sann	Aske
Georges Charpak	Georges Charpak
Edward Victor Appleton	Edward Victor Appleton
John Robert Schrieffer	John Robert Schrieffer
Jack Steinberger	Jack Steinberger
Albert Fert	Albert Fert
Jean le Rond d'Alembert	Jean le Rond d'Alembert
Leó Szilárd	Leó Szilárd
Josiah Willard Gibbs	Josiah Willard Gibbs
Marguerite Duras	Marguerite Duras
Freeman Dyson	Freeman Dyson
Oliver Heaviside	Oliver Heaviside
François Arago	Dominique François Jean Arago
Emile Borel	Émile Borel
Zòtèy	Tå
Leopold Sedar Senghor	Léopold Sédar Senghor
Nicholas of Cusa	Nikolaus av Cusa
Lajonis	Gulfeber
Jean-Michel Basquiat	Jean-Michel Basquiat
Enèji potansyèl chimik	Potensiell energi
Igor Yevgenyevich Tamm	Igor Tamm
Masatoshi Koshiba	Masatoshi Koshiba
Louis Eugène Félix Néel	Louis Néel
Dennis Gabor	Dennis Gabor
Eugene Wigner	Eugene Wigner
Hans Bethe	Hans Bethe
Maskreti	Ricinus
Bwa debèn	Ibenholt
Bèl dam	Belladonnaurt
Eyè	Nellikslekta
Russell Alan Hulse	Russell Alan Hulse
Bale amè	Malurtslekta
Kizinye	Kokk
Joseph Henry	Joseph Henry
Planten	Groblad
Vladimir Arnold	Vladimir Arnold
Viris epatit A	Hepatitt A-virus
Plant vivas	Staude
Rutabaga	Kålrot
Malagèt	Allehånde
Anplitid	Amplitude
Pit	Sisal
Rekonbinezon jenetik	Gensløyd
Kouran dirè (DC)	Likestrøm
Santa Clara, Kalifòni	Santa Clara (California)
Santa Barbara, Kalifòni	Santa Barbara
Tewo	Muggsopp
Etewotwòf	Heterotrofi
Ibènasyon	Dvale
Karanbòl	Stjernefrukt
Koma (astwonomi)	Koma
Mayitid absol	Absolutt størrelsesklasse
Kaldera	Kaldera
Jimo	Tvilling
Pay	Halm
Rayi	Hat
Tande	Hørsel
Konveksyon	Konveksjon
Bouton	Knapp
Gustaf Dalén	Nils Gustaf Dalén
Charles Glover Barkla	Charles Glover Barkla
Alize	Passatvind
Valdivia, Chili	Valdivia
Antalfi	Entalpi
Kitin	Kitin
Zèl	Vinge
Bijou	Smykke
Plan enkline	Skråplan
Angleton, Texas	Angleton (Texas)
Glikoliz	Glykolyse
Newotransmetè	Nevrotransmitter
Frankétienne	Frankétienne
Charles Thomson Rees Wilson	Charles Thomson Rees Wilson
Elektwolit	Elektrolytt
Meyoz	Meiose
Dyakritik	Diakritisk tegn
Lewis Fry Richardson	Lewis Fry Richardson
Akron, Ohio	Akron
Difizyon	Diffusjon
William Bradford Shockley	William Shockley
West Palm Beach, Florid	West Palm Beach
Inibitè	Inhibitor
Pierre Louis Maupertuis	Pierre Louis Maupertuis
Bethlehem, Pennsilvani	Bethlehem (Pennsylvania)
Theodore von Kármán	Theodor von Kármán
Ipotalamis	Hypothalamus
Vilhelm Bjerknes	Vilhelm Bjerknes
Trete Ryswik	Freden i Rijswijk
Kapasitans	Kapasitans
Henri Cartan	Henri Cartan
Paralaks	Parallakse
Piman	Paprikaslekta
Maywood, Ilinwa	Maywood (Illinois)
Darien, Connecticut	Darien (Connecticut)
Moman inèsi	Treghetsmoment
Pousyè	Støv
Drapo Kirgistan	Kirgisistans flagg
So an wotè	Høydehopp
Isidor Isaac Rabi	Isidor Isaac Rabi
Fort Lauderdale, Florid	Fort Lauderdale
Oktagòn	Oktogon
Segman	Linjestykke
Enfeksyon	Infeksjon
Astenosfè	Astenosfære
Billings, Montana	Billings
Daniel Louis	Daniel Day-Lewis
Kondansasyon	Kondensasjon
Basen drenaj	Nedbørfelt
Pye gwayav	Guava
Koulè primè	Primærfarge
Antrepriz	Entreprise
Fewomòn	Feromon
Sik kabòn	Karbonkretsløpet
Glisman teren	Jordskred
Midi	Middag (tidspunkt)
Kòne	Hornhinne
Charles Hermite	Charles Hermite
Lank (pou bato)	Anker
Zanno	Ørering
Eric Weisstein	Eric W. Weisstein
Echèl	Stige
Anblèm Azerbaydjan	Aserbajdsjans riksvåpen
Statik	Statikk
Gan	Hansker
Lyezon idwojèn	Hydrogenbinding
Owen Willans Richardson	Owen Willans Richardson
Retin	Netthinne
Vòlkan konpozit	Stratovulkan
Carl David Anderson	Carl David Anderson
Abolisyon esklavaj	Abolisjonisme
Ernest Lawrence	Ernest Lawrence
Debwazman	Avskoging
San Mateo, Kalifòni	San Mateo (California)
Sistèm nève periferik	Det perifere nervesystemet
Efè Coriolis	Corioliskraft
Esmòg	Smog
Kwomatografi	Kromatografi
Patojèn	Patogen
Tè makay	Våtmark
Egzosfè	Eksosfæren
Passaic, New Jersey	Passaic
Nim	Neem
Kò	Legeme
Tant (ti kay)	Telt
Pip	Puppe
Ensolib	Løselighet
So an longè	Lengdehopp
Manne Siegbahn	Manne Siegbahn
Ketòn	Keton
Tansyon sifas	Overflatespenning
Kouwòn (solèy)	Korona
Ne lenfatik	Lymfeknute
Mirak	Mirakel
Robert Woodrow Wilson	Robert Woodrow Wilson
Sistèm nève otonòm	Det autonome nervesystem
Filojeni	Fylogenetikk
Eugene, Oregon	Eugene (Oregon)
Lòm	Mennesker
Pentad	Perlehøns
Л	Л
Percy Williams Bridgman	Percy Williams Bridgman
Ski	Ski (redskap)
Steven Chu	Steven Chu
Imis	Humus
Murray Gell-Mann	Murray Gell-Mann
Pyotr Kapitza	Pjotr Kapitsa
Peptid	Peptid
Rezonans	Resonans
Nich ekolojik	Nisje (økologisk)
Chawoya	Åtseleter
Arno Allan Penzias	Arno Allan Penzias
Fòs santripèd	Sentripetalkraft
Emilio Segrè	Emilio Segrè
Repwodiksyon aseksyèl	Ukjønnet formering
Ezofaj	Spiserør
Divètisman	Underholdning
Tenpan	Trommehinne
Ч	Ч
Ш	Ш
Н	Н
Konpoze òganik	Organisk forbindelse
Wilmington, Delaware	Wilmington (Delaware)
Ф	Ф
Farenks	Svelg
Edward Norton Lorenz	Edward Lorenz
Sibdiksyon	Subduksjonssone
Nan Oval	The Oval (Belfast)
Weehawken, New Jersey	Weehawken
Dezyèm lwa tèmodinamik	Termodynamikkens andre hovedsetning
Estalaktit	Stalaktitt
Espò (biyoloji)	Spore (formering)
Sous cho	Varm kilde
Pui atezyen	Artesisk brønn
Vodou	Voodoo
Estewoyid	Steroid
Teyori selilè	Celleteorien
Pat (materyo)	Deig
Elektwo-eman	Elektromagnet
Mouvman bwonyen	Brownsk bevegelse
Tèmosfè	Termosfæren
Cecil Frank Powell	Cecil Powell
Lanse javlo	Spydkast
Izolan	Isolator
О	О
Jenerasyon espontane	Spontan generasjon
Dodekayèd	Dodekaeder
Luis Walter Alvarez	Luis Alvarez
Biafra	Biafra
Volay	Fjærkre
Deriv kontinan	Kontinentaldrift
Eredite	Arv (biologi)
Fòs santrifij	Sentrifugalkraft
Mont	Armbåndsur
Pwen woze	Duggpunkt
Silikat	Silikat
Aksòn	Akson
Don Carlos	Don Carlos (opera)
Vèv	Enke (sivilstand)
Degradasyon	Forvitring
Jayant Narlikar	Jayant Narlikar
Ekitasyon	Horsemanship
Kwo-magnon	Cro-Magnon-mennesket
Steven Weinberg	Steven Weinberg
Lakòz	Kausalitet
Premye lwa tèmodinamik	Termodynamikkens første hovedsetning
Chalè espesifik	Varmekapasitet
Reflèks	Refleks
George Smoot	George F. Smoot
М	М
Plonje soumaren	Dykking
Shinjuku	Shinjuku
Leo Esaki	Leo Esaki
Ц	Ц
Х	Х
У	У
С	С
Vo Nguyen Giap	Võ Nguyên Giáp
Pèmafwòs	Permafrost
Sediman	Sediment
Third World	Den tredje verden
Lenny Kravitz	Lenny Kravitz
Rancho Palos Verdes, Kalifòni	Rancho Palos Verdes
Enèji tèmik	Indre energi
Selil konbistib	Brenselcelle
Machwa	Kjeve
Sil	Flimmerhår
Imidite	Luftfuktighet
Espektwomèt mas	Massespektrometri
Kwomatin	Kromatin
Tabak	Tobakksplante
Anòd	Anode
Estalagmit	Stalagmitt
Brian David Josephson	Brian David Josephson
Chen Ning Yang	Chen Ning Yang
Pèt cheve	Skallethet
Й	Й
Р	Р
Ze amnyotik	Amnioter
Bwonch	Bronkietreet
Nicolas Leonard Sadi Carnot	Nicolas Léonard Sadi Carnot
Koloyid	Kolloid
Android	Androide
Konpozit	Komposittmateriale
Augusta, Georgie	Augusta (Georgia)
Fizik (pyès metal)	Sikring (elektrisk)
Tij sèvo	Hjernestamme
Bentos	Bentos
Щ	Щ
Repwodiksyon seksyèl	Kjønnet formering
Т	Т
Ekwasyon chimik	Ligning (kjemi)
Meteyo analòg	Værvarsling
John James Audubon	John James Audubon
Limyè flyoresan	Lysrør
Igwomèt	Hygrometer
Edward Mills Purcell	Edward Mills Purcell
Zhores Ivanovich Alferov	Zjores Alfjorov
Alfred North Whitehead	Alfred North Whitehead
Dezètifikasyon	Ørkenspredning
Ilya Prigogine	Ilya Prigogine
Ernest Walton	Ernest Walton
Owen Chamberlain	Owen Chamberlain
Tsung-Dao Lee	Tsung-Dao Lee
Gary, Indiana	Gary (Indiana)
Fewomayetis	Ferromagnetisme
Irving Langmuir	Irving Langmuir
Kado	Gave
Viña del Mar	Viña del Mar
Sèkèy	Likkiste
Andrew Wiles	Andrew Wiles
Patrick Blackett	Patrick Maynard Stuart Blackett
Gerolamo Cardano	Girolamo Cardano
Sofia Kovalevskaya	Sofja Kovalevskaja
Enèji mekanik	Mekanisk energi
Owojenèz	Fjellkjedefolding
Sin-Itiro Tomonaga	Sin-Itiro Tomonaga
Charles Townes	Charles Hard Townes
Polykarp Kusch	Polykarp Kusch
Walter Houser Brattain	Walter Houser Brattain
Gerardus 't Hooft	Gerardus 't Hooft
Dekagòn	Dekagon
Igor Vasilyevich Kurchatov	Igor Kurtsjatov
Selil konpay	Silvev
Guantánamo, Kiba	Guantánamo
Fòs elektwomotris	Elektromotorisk spenning
Knoxville, Tennessee	Knoxville
Sistèm nève parasenpatetik	Det parasympatiske nervesystemet
Lieutenant	Løytnant
Tan kontanporen	Samtidshistorie
Radyasyon iyonik	Ioniserende stråling
Ю	Ю
Enfimyè	Sykepleier
Mityalis	Mutualisme (biologi)
Otozòm	Autosom
Pwojeksyon konik	Kartprojeksjon
Julian Schwinger	Julian Seymour Schwinger
Riccardo Giacconi	Riccardo Giacconi
Willis Lamb	Willis Eugene Lamb
Parazitis	Parasittisme
Chattanooga, Tennessee	Chattanooga
Machin konpoze	Enkel maskin
Alèjèn	Allergen
Ovilasyon	Eggløsning
Sinaps	Synapse
Carlo Rubbia	Carlo Rubbia
Trip so	Tresteg
Sistèm senpatik	Det sympatiske nervesystemet
Pierre-Gilles de Gennes	Pierre-Gilles de Gennes
Fonksyon zeta Riemann	Riemanns zeta-funksjon
Augustin-Jean Fresnel	Augustin Fresnel
Alexander Karelin	Aleksandr Karelin
Anders Jonas Ångström	Anders Jonas Ångström
Charles Peirce	Charles S. Peirce
Melanin	Melanin
Emigrasyon	Utvandring
François Duvalier	François Duvalier
Spokane, Washington	Spokane
Jerome Isaac Friedman	Jerome Isaac Friedman
Léon Foucault	Jean Bernard Léon Foucault
Yoichiro Nambu	Yoichiro Nambu
Alexei Alexeyevich Abrikosov	Aleksej Abrikosov
Siksesyon ekolojik	Suksesjon
Konstan	Konstant
Frits Zernike	Frits Zernike
Kal	Fiskeskjell
Fobou	Forstad
Anfisèm	Lungeemfysem
François Viète	François Viète
Marin Mersenne	Marin Mersenne
Dolin	Synkehull
Я	Я
Abrazyon (jewoloji)	Abrasjon
Plantasyon	Plantasje
Sik selilè	Cellesyklus
Koro	Koror
Cupertino, Kalifòni	Cupertino
Keratin	Keratin
Nevill Mott	Nevill Francis Mott
Ekilib chimik	Kjemisk likevekt
Sir William Crookes	William Crookes
Missoula, Montana	Missoula
Disosyasyon (chimi)	Dissosiasjon (kjemi)
Melvin Schwartz	Melvin Schwartz
Ayerbe	Ayerbe
Plant bizanyèl	Toårige planter
Anayewobi	Anaerobe organismer
Fwon (météorologie)	Værfront
Patrimwàn ereditè	Genbasseng
Bouk	Sauer og geiter
Andositoz	Endocytose
Glann mamè	Melkekjertel
Nicolaas Bloembergen	Nicolaas Bloembergen
Antony Hewish	Antony Hewish
Robert Betts Laughlin	Robert B. Laughlin
Flajèl	Flagell
Kwomosfè	Kromosfæren
Cienfuegos, Kiba	Cienfuegos
Lajenès	Ungdom
Oksin	Auxin
Sitadèl la Ho dinasti	Ho-dynastiets citadell
Minato	Minato
Envèsyon tanperati	Temperaturinversjon
Turbulence	Turbulens
Pepsin	Pepsin
Enèji aktivasyon	Aktiveringsenergi
Henry Way Kendall	Henry Way Kendall
Arthur Leonard Schawlow	Arthur Leonard Schawlow
Lespwa	Håp
Claude Cohen-Tannoudji	Claude Cohen-Tannoudji
James Rainwater	James Rainwater
William Daniel Phillips	William Daniel Phillips
Martin Ryle	Martin Ryle
Philip Warren Anderson	Philip Warren Anderson
Simeon Denis Poisson	Siméon Denis Poisson
Desalman	Avsalting
Titraj	Titrering
Adrien-Marie Legendre	Adrien-Marie Legendre
Giuseppe Peano	Giuseppe Peano
Tansyo-aktif	Surfaktant
Alveyòl	Alveol
Ы	Ы
Э	Э
Frederick Reines	Frederick Reines
Kòmansalis	Kommensialisme
Egzoskèlèt	Ytre skjelett
Burton Richter	Burton Richter
Peter Higgs	Peter Higgs
Kowosòl	Graviola
Danny Glover	Danny Glover
Labrim	Dis
Sèl (sou cheval)	Sal (dyr)
Konsomasyon	Konsum
Boulder, Kolorado	Boulder
Yè	Fortid
Joseph Hooton Taylor	Joseph Hooton Taylor jr.
Ivar Giaever	Ivar Giæver
Bertram Brockhouse	Bertram Brockhouse
Plant anyèl	Ettårige planter
Leon Lederman	Leon M. Lederman
Lake Placid, New York	Lake Placid
Ilya Frank	Ilja Frank
William Gilbert	William Gilbert
Robert Coleman Richardson	Robert Coleman Richardson
Kai Siegbahn	Kai Siegbahn
Samuel Chao Chung Ting	Samuel Chao Chung Ting
Anthony James Leggett	Anthony James Leggett
Tinèl la Cu Chi	Tunnelene i Cu Chi
Radyo-izotòp	Radionuklide
Ba	Strømpe
Plenn inondab	Elveslette
Ayewobi	Aerobe organismer
If	Hyfe
Presyon osmotik	Osmotisk trykk
Lim	Fil
Limyè koyeran	Koherens
Parachit	Fallskjermhopping
Entèval kontou	Kote
James Cronin	James Cronin
Echalot	Sjalottløk
Kenneth Geddes Wilson	Kenneth G. Wilson
Distans fokal	Brennvidde
Shibuya	Shibuya
Echèl kat jeyografik	Målestokk (kart)
John Hasbrouck van Vleck	John H. van Vleck
Frantz Fanon	Frantz Fanon
Limyè solèy	Solstråling
Roger Penrose	Roger Penrose
Jèminasyon	Spiring
Bròs	Pensel
Preri	Prærie
Kamouflaj	Kamuflasje
Fotomikwoskòp konpoze	Mikroskop
Sètifika	Sertifikat
Forè twopikal imid	Tropisk regnskog
Ziggy Marley	Ziggy Marley
Tacoma, Washington	Tacoma
Nonagòn	Enneagon
Pa touye	Ikke-drap
Evolisyon konvèjan	Konvergent evolusjon
Maria Gaetana Agnesi	Maria Gaetana Agnesi
Abraham de Moivre	Abraham de Moivre
Sean Paul	Sean Paul
Arauco (provens)	Provincia de Arauco
Asbury Park, New Jersey	Asbury Park
Biobío (provens)	Provincia de Biobío
Richard Edward Taylor	Richard E. Taylor
Marquis de Condorcet	Nicolas de Condorcet
John Dee	John Dee
Ь	Ь
Clifford Shull	Clifford Shull
Edward Witten	Edward Witten
Miami Beach, Florid	Miami Beach
Niccolò Fontana Tartaglia	Niccolò Fontana Tartaglia
Echèl valè MMS	Momentmagnitude
Benjamin Robins	Benjamin Robins
David Lee	David M. Lee
Daniel Chee Tsui	Daniel C. Tsui
Martinus Veltman	Martinus J.G. Veltman
Guillaume de l'Hôpital	Guillaume François Antoine, marquis de L'Hôpital
Djèt estrim	Jetstrøm
John Archibald Wheeler	John Archibald Wheeler
Wyclef Jean	Wyclef Jean
Gaspard-Gustave Coriolis	Gaspard-Gustave Coriolis
Zilda Arns	Zilda Arns
Ton natalite	Fødselsrate
Reyaksyon andotèmik	Endoterm reaksjon
Quantico, Vijini	Quantico
Modesto, Kalifòni	Modesto
Ban	Benk
Zion	Sion
Tousen Louvèti	Toussaint L'Ouverture
Echèl Saffir-Simpson	Saffir–Simpson-skalaen
Aspen, Kolorado	Aspen (Colorado)
Reyaksyon egzotèmik	Eksoterm reaksjon
Eric Allin Cornell	Eric Allin Cornell
Alexander Friedman	Aleksandr Fridmann
CARICOM	CARICOM
Pafnuty Chebyshev	Pafnutij Tsjebysjov
Vòl (sa fè yon zwazo)	Flyging
Estrès	Spenning (mekanikk)
Carl Wieman	Carl Wieman
John Lewis Hall	John L. Hall
Val Logsdon Fitch	Val Logsdon Fitch
Rezistans lè	Luftmotstand
Kou-sikui	Kortslutning
Zèb	Urt
Christian Goldbach	Christian Goldbach
Lonè	Ære
Reyon katodik	Katodestråle
Isaac Barrow	Isaac Barrow
Chalè latan	Latent varme
Sòlstis ivè	Vintersolverv
Uxbridge, Massachusetts	Uxbridge (Massachusetts)
Latòti (il)	Tortuga
Règ oktè	Åtteregelen
Ritm sikadyen	Døgnrytme
Michael Atiyah	Michael Francis Atiyah
Vallejo, Kalifòni	Vallejo
Thousand Oaks, Kalifòni	Thousand Oaks
Panic	Panikk
Thomas Bayes	Thomas Bayes
Misk lis	Glatt muskulatur
SliTaz	SliTaz GNU/Linux
Kapasite tanpon	Bufferløsning
Reseptè	Reseptor (biokjemi)
Mas kritik	Kritisk masse
Kouran-toubiyon	Virvelstrøm
Josmer Altidore	Jozy Altidore
Akwifè	Akvifer
René Préval	René Préval
Oxnard, Kalifòni	Oxnard (California)
Jan Bètran Aristid	Jean-Bertrand Aristide
Gamèt	Kjønnscelle
Ъ	Ъ
Santa Clara, Villa Clara	Santa Clara
Diktilite	Duktilitet
Vòlkan an boukliye	Skjoldvulkan
Jean-Pierre Serre	Jean-Pierre Serre
Janjak Desalin	Jean-Jacques Dessalines
Dodekagòn	Dodekagon
Chuo	Chuo
Bunkyo	Bunkyo
Kondisyònman	Klassisk betinging
Santwomè	Centromer
Krakaj	Krakking
Mari	Ektemann
Entrizif	Intrusjon
666 (nonm)	666 (tall)
Estekyometri	Støkiometri
Rapid City, Dakota disid	Rapid City
Adachi	Adachi
Eritromisin	Erytromycin
Hurling	Hurling
Devlòpman	Utviklingsbiologi
Binghamton, New York	Binghamton
Terapi jenik	Genterapi
Tinen	Dverg (mytologi)
Chiyoda	Chiyoda (Tokyo)
Edogawa	Edogawa
Bellevue, Washington	Bellevue (Washington)
Desalinyèn	La Dessalinienne
Chanm Wilsonn	Tåkekammer
Jabo	Kro (anatomi)
Mikwoklima	Mikroklima
Koto	Koto (Tokyo)
John Milnor	John Milnor
Kat topografik	Topografisk kart
Estomat	Spalteåpning
Ronald Fisher	Ronald Fisher
Teleskòp refraktè	Refraktor
Vito Volterra	Vito Volterra
Hippolyte Fizeau	Armand-Hippolyte Fizeau
Espèk emisyon	Emisjonsspekter
Mas lè	Luftmasse
Fòs koyesif	Kohesjon
Ajan rediktè	Reduksjonsmiddel
Kap Ayisyen (komin)	Cap-Haïtien
Ota	Ota (Tokyo)
Jimmie Johnson	Jimmie Johnson
Ekolokasyon	Ekkolokalisering
Alpha & Omega	Alfa og omega
Ka	KA
Analiz	Analyse
Pous	Tomme (mål)
Notasyon syantifik	Vitenskapelig notasjon
Fayetteville, Arkansas	Fayetteville (Arkansas)
Pat (pye bèt)	Labb
Macon, Georgie	Macon (Georgia)
Józef Rotblat	Józef Rotblat
Anggun	Anggun
Ekoulman piwoklastik	Pyroklastisk strøm
Kojenerasyon	Kogenerasjon
Hilary Putnam	Hilary Putnam
Theodore Kaczynski	Theodore Kaczynski
Fargo	Fargo
Tòti	Skilpadder
Allan McLeod Cormack	Allan M. Cormack
126 (nonm)	126 (tall)
Redmond, Washington	Redmond (Washington)
Aimé Cesaire	Aimé Césaire
Wilmingtòn (Delawè)	Wilmington
Daniel	Daniel (andre betydninger)
Estrikti analòg	Homologi (biologi)
Warren, Texas	Warren (andre betydninger)
141 (nonm)	141 (tall)
Forks, Washington	Forks
Bon	Bon
Apaxco	Apaxco
Georges-Louis Leclerc	Georges-Louis Leclerc de Buffon
Setagaya	Setagaya
Patañjali	Patanjali
Panama (menm non)	Panamá (andre betydninger)
Lang	Lang
666 (menm non)	666 (andre betydninger)
Arakawa	Arakawa
Katsushika	Katsushika
Suginami	Suginami
Itabashi	Itabashi
Taito	Taito
Nerima	Nerima
Matteo Ricci	Matteo Ricci
Shinagawa	Shinagawa
Aberdeen, Washington	Aberdeen (Washington)
Rockford, Ilinwa	Rockford (Illinois)
Meguro	Meguro
Vancouver, Washington	Vancouver (Washington)
Erie, Pennsilvani	Erie (Pennsylvania)
Nakano	Nakano
Stanislaw Ulam	Stanisław Marcin Ulam
Hollywood, Florid	Hollywood (Florida)
Kita	Kita
Sumida	Sumida
Toshima	Toshima
Dorad	Dorade
Reading, Pennsilvani	Reading (Pennsylvania)
Reyaksyon nikleyè	Kjernereaksjon
Pye flanbwayan	Flamboyant
90 (nonm)	90 (tall)
Columbus, Georgie	Columbus (Georgia)
58 (nonm)	58 (tall)
Kingsport, Tennessee	Kingsport
Naperville, Ilinwa	Naperville
72 (nonm)	72 (tall)
Aimargues	Aimargues
Pinar del Río, Kiba	Pinar del Río
Anjanbman kwomozomik	Overkrysning
Willebrord Snel van Royen	Willebrord van Rojen Snell
Lloyd Shapley	Lloyd Shapley
Komedyen	Komiker
Koyelom	Sekundær kroppshule
Vitès reyaksyon	Reaksjonsfart
Lacho	Kalk
Ao dai	Áo dài
Naples, Florid	Naples
Nenf	Nymfe (zoologi)
187 (nonm)	187 (tall)
Sistèm kinè	Femtallsystemet
Joseph Hill	Joseph Hill
Guidobaldo del Monte	Guidobaldo del Monte
Selil vòltayik	Elektrisk batteri
Lagonav (il)	Île de la Gonâve
Alain Mabanckou	Alain Mabanckou
Newport Beach, Kalifòni	Newport Beach
Shen Kuo	Shen Kuo
Masahiko Kimura	Masahiko Kimura
Scranton, Pennsilvani	Scranton
Yasuhiro Yamashita	Yasuhiro Yamashita
Matanzas, Kiba	Matanzas
Ektodèm	Ektoderm
Fòmil anpirik	Empirisk formel
Peter Tosh	Peter Tosh
Melan	Hvitting
Nòmal (dyagram reyon)	Normalvektor
Denaturasyon	Denaturering
Konjigezon	Konjugasjon (biologi)
Reyaksyon sentèz	Syntese (kjemi)
Kloranfenikol	Kloramfenikol
Alexander Polyakov	Alexander Polyakov
92 (nonm)	92 (tall)
84 (nonm)	84 (tall)
96 (nonm)	96 (tall)
Homestead, Florid	Homestead (Florida)
189 (nonm)	189 (tall)
Pwentarakèt (komin)	Pointe-à-Raquette
43 (nonm)	43 (tall)
Mereng	Merengue
Apremidi	Ettermiddag
Pèch (espò)	Sportsfiske
Kristalizasyon	Krystallisering
148 (nonm)	148 (tall)
Sipèpozisyon	Superposisjonsprinsippet
87 (nonm)	87 (tall)
Blacksburg, Vijini	Blacksburg (Virginia)
Florence, Kolorado	Florence (Colorado)
Giovanni Girolamo Saccheri	Giovanni Girolamo Saccheri
162 (nonm)	162 (tall)
54 (nonm)	54 (tall)
Monreyal (il)	Île de Montréal
Lilavach (il)	Île à Vache
Silvio Cator	Silvio Cator
Replik	Etterskjelv
Mirage	Luftspeiling
Avianca	Avianca
Jean Giraud	Jean Giraud
Lakou	Borggård
David Bohm	David Bohm
Lazare Carnot	Lazare Carnot
Alan Baker	Alan Baker
Jean-Claude Duvalier	Jean-Claude Duvalier
Nicole Oresme	Nicole Oresme
Lodovico Ferrari	Lodovico Ferrari
Marlon Wayans	Marlon Wayans
Don Miguel	Miguel av Portugal
Michelet	Jules Michelet
Damian Marley	Damian Marley
Neil deGrasse Tyson	Neil deGrasse Tyson
Semmy Schilt	Semmy Schilt
Boris Berezovsky	Boris Berezovskij
Bab panyòl	Spansk mose
Janne Rydberg	Johannes Rydberg
Giovanni Alfonso Borelli	Giovanni Alfonso Borelli
Nguyen Du	Nguyễn Du
Jeff Gordon	Jeff Gordon
Thomas Harriot	Thomas Harriot
Peter Green	Peter Green
Francesco Maria Grimaldi	Francesco Maria Grimaldi
Lee Scratch Perry	Lee Perry
Andrei Okounkov	Andrei Okounkov
Jean-Max Bellerive	Jean-Max Bellerive
Joseph Louis François Bertrand	Joseph Bertrand
George Eugene Uhlenbeck	George Uhlenbeck
James Hopwood Jeans	James Hopwood Jeans
Kochle	Sneglehuset
Joplin, Missouri	Joplin
Paolo Ruffini	Paolo Ruffini
Henri Salvador	Henri Salvador
Militon	Chayote
Sistèm izole	Isolert system
Abilene, Kansas	Abilene (Kansas)
Bwa savonèt	Såpebærslekten
Carson Mark	J. Carson Mark
Keenen Ivory Wayans	Keenen Ivory Wayans
John Maynard Smith	John Maynard Smith
Boniface Alexandre	Boniface Alexandre
Loránd Eötvös	Loránd Eötvös
Alan Guth	Alan Guth
Kip Stephen Thorne	Kip Thorne
Peter Lax	Peter Lax
Nuruddin Farah	Nuruddin Farah
Simi Valley, Kalifòni	Simi Valley
George Darwin	George Darwin
Konstant iyonizasyon baz	Syrekonstanten
Arpad Elo	Arpad Elo
George David Birkhoff	George David Birkhoff
Clarksville, Tennessee	Clarksville
Bouche	Slakter
Úbeda (Jaén)	Úbeda
Resi	Kvittering
Michael Steele	Michael Steele
John Smith	John Smith (1938–1994)
Chimyosentèz	Kjemosyntese
Laj absoli	Absolutt datering
Enrico Bombieri	Enrico Bombieri
Desmond Dekker	Desmond Dekker
William Thurston	William Thurston
Solisyon sisatire	Overmetning
William Sealy Gosset	William Sealy Gosset
Shing-Tung Yau	Shing-Tung Yau
Newport News, Vijini	Newport News
Dlo ize	Avløpsvann
Pavel Florensky	Pavel Florenskij
George Dantzig	George Dantzig
88 (nonm)	88 (tall)
Fwaye	Brennpunkt
Pat	Pat
Isadore Singer	Isadore M. Singer
Reggie Fils-Aime	Reggie Fils-Aime
Ernesto Cesàro	Ernesto Cesàro
Giovanni Battista Venturi	Giovanni Battista Venturi
Mikhail Gromov	Mikhail Gromov
Anri Kristòf	Henri Christophe
Aleksann Petyon	Alexandre Pétion
Gary Dourdan	Gary Dourdan
Charles Dupuy	Charles Dupuy
Wilbur Smith	Wilbur Smith
Burning Spear	Burning Spear
Tom Lehrer	Tom Lehrer
Sizzla	Sizzla
Alan Sokal	Alan Sokal
Keith Mitchell	Keith Mitchell
David Finkelstein	David Finkelstein
Srinivasa Varadhan	S. R. Srinivasa Varadhan
Con Dao	Côn Đảo
Daly City	Daly City
Claude Gaspard Bachet de Meziriac	Claude-Gaspard Bachet de Méziriac
Escondido, Kalifòni	Escondido
