Afraga	Afrika
Cuiteag	Hvitting
Bean-shìdh	Banshee
Leopoldo Calvo-Sotelo y Bustelo	Leopoldo Calvo-Sotelo
Roald Hoffmann	Roald Hoffmann
Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne	Thomas Pelham-Holles, 1. hertug av Newcastle
William Sharpe	William Sharpe
Geoffrey Wilkinson	Geoffrey Wilkinson
900an	900-årene
90an	90-årene
910an	910-årene
Uilebheist	Monster
Rùm	Rùm
Diùcachd Anhalt-Dessau	Anhalt-Dessau
San José de David	David (Panama)
Jim Hogg County, Texas	Jim Hogg County
Seminole County, Florida	Seminole County (Florida)
Seòras VI	Georg VI av Storbritannia
Òrgan	Pipeorgel
Grant County, Washington	Grant County (Washington)
IJmuiden	Ĳmuiden
Nicholas County, Virginia an Iar	Nicholas County (Vest-Virginia)
Wright County, Missouri	Wright County (Missouri)
Latah County, Idaho	Latah County
Augusta County, Virginia	Augusta County
Robert Merton	Robert C. Merton
Adhbharachas	Agnostisisme
Marjorie Estiano	Marjorie Estiano
Maries County, Missouri	Maries County
Gaidhealtachd Innis Tìle	Det islandske høylandet
Aonghas I	Óengus I av pikterne
Martin Landau	Martin Landau
Iain Stiubhart, 3mh Iarla Bhoid	John Stuart, 3. earl av Bute
Charles Grey, 2nd Earl Grey	Charles Grey, 2. jarl Grey
Raibeart III, Rìgh Alba	Robert III av Skottland
Myron Scholes	Myron Scholes
Robert F. Engle	Robert F. Engle
William Vickrey	William Vickrey
Vernon Smith	Vernon L. Smith
Lawrence Klein	Lawrence Klein
Dare County, Carolina a Tuath	Dare County
Alistair Darling	Alistair Darling
Hendrik Verwoerd	Hendrik Verwoerd
Coinneach I na h-Alba	Kenneth I av Skottland
Beulah	Beulah
Lincoln County, Oregon	Lincoln County (Oregon)
Talladega County, Alabama	Talladega County
Sherman County, Oregon	Sherman County (Oregon)
Lee County, Carolina a Deas	Lee County (Sør-Carolina)
Riaghladaireachd	Administrasjon
Miami County, Indiana	Miami County (Indiana)
Skamania County, Washington	Skamania County
Aedh na h-Alba	Aedh av Skottland
Quidditch	Rumpeldunk
James Gandolfini	James Gandolfini
Cupa na h-Alba (Ball-coise)	Scottish Cup
Jean-Claude Van Damme	Jean-Claude van Damme
Oilthigh Shalamanca	Universitetet i Salamanca
C.B. Cluaran Cailleannach Inbhir Nis	Inverness Caledonian Thistle FC
Crogall	Ekte krokodiller
Prionnsalachd Schaumburg-Lippe	Schaumburg-Lippe
Lüneburger Heide	Lüneburger Heide
An Bádhún Buí	Bawnboy
Murag	Murex
Fachach	Lunder
Costilla County, Colorado	Costilla County
Cheyenne County, Colorado	Cheyenne County (Colorado)
Sedgwick County, Colorado	Sedgwick County (Colorado)
Delta County, Colorado	Delta County (Colorado)
Custer County, Colorado	Custer County (Colorado)
Crowley County, Colorado	Crowley County
Dolores County, Colorado	Dolores County
Phillips County, Colorado	Phillips County (Colorado)
Summit County, Colorado	Summit County (Colorado)
Conejos County, Colorado	Conejos County
Logan County, Colorado	Logan County (Colorado)
Mineral County, Colorado	Mineral County (Colorado)
Pitkin County, Colorado	Pitkin County
Washington County, Colorado	Washington County (Colorado)
Montezuma County, Colorado	Montezuma County
Otero County, Colorado	Otero County (Colorado)
Bill Wyman	Bill Wyman
Daniel McFadden	Daniel McFadden
James Heckman	James Joseph Heckman
Seumas Mac a' Phearsain	James Macpherson
Saguache County, Colorado	Saguache County
Douglas Haig	Douglas Haig
William Lamb, 2na Biocas Melbourne	William Lamb, 2. vicomte Melbourne
William Petty, 2nd Earl of Shelburne	William Petty (britisk statsminister)
Clive W. J. Granger	Clive W.J. Granger
Iain Banks	Iain Banks
Prionnsa Teàrlach Stiùbhart	Charles Edward Stuart
Edward C. Prescott	Edward C. Prescott
Lincoln County, Colorado	Lincoln County (Colorado)
Dòmhnall I na h-Alba	Donald I av Skottland
Raibeart II, Rìgh na h-Alba	Robert II av Skottland
Frederick North, Lord North	Frederick North
Uilleam I na h-Alba	Vilhelm I av Skottland
Ian Wright	Ian Edward Wright
William Grenville, 1d Baran Grenville	William Wyndham Grenville
Pueblo County, Colorado	Pueblo County
Routt County, Colorado	Routt County
Rio Grande County, Colorado	Rio Grande County
Montrose County, Colorado	Montrose County
Park County, Colorado	Park County (Colorado)
Teller County, Colorado	Teller County
Morgan County, Colorado	Morgan County (Colorado)
San Miguel County, Colorado	San Miguel County (Colorado)
Diùcachd Shagsainn-Lauenburg	Hertugdømmet Sachsen-Lauenburg
Bean (labhair ri)	Frue
Quintus Caecilius Metellus Pius	Quintus Caecilius Metellus Pius
Paul Tergat	Paul Tergat
Balthazar Johannes Vorster	Balthazar Johannes Vorster
Hal Holbrook	Hal Holbrook
Richard Griffiths	Richard Griffiths
Donald Pleasence	Donald Pleasence
Bodach na Nollaige	Julenissen
Michiel de Ruyter	Michiel de Ruyter
Owain Glyndŵr	Owain Glyndŵr
Ally McCoist	Ally McCoist
Donovan	Donovan
Còiseam I na h-Alba	Konstantin I av Skottland
Toirt am bruid	Kidnapping
Johan de Witt	Johan de Witt
C.B. Naomh Mearain	St. Mirren FC
Aberdâr	Aberdare
Obar Pheallaidh	Aberfeldy
Aberffraw	Aberffraw
Alasdair MacCoinnich	Alexander Mackenzie
Pasto	Pasto
Colombey-les-Deux-Églises	Colombey-les-Deux-Églises
Gòbhlan-monaidh	Alpeseiler
Blianadh	Solbading
Fo-sgrìobhadh	Abonnement
Abèidh	Aboyne
Bàta-iasgaich	Tråler
Fàsach Mhòr na Gainmhich	Store sandørken
Binid	Løype
Cruinneadaireachd	Sfærisk geometri
Cleburne County, Alabama	Cleburne County (Alabama)
Damanhùr	Damanhur
Armenia (baile)	Armenia (Quindío)
Clarksville, Tennessee	Clarksville
Raidió Teilifís Éireann	Raidió Teilifís Éireann
Feòladair	Slakter
Adhlaic	Begravelse
Naomh Daibhidh	David av Wales
Maol Chaluim II na h-Alba	Malcolm II av Skottland
Tighearna	Lord
The Two Towers (leabhar)	To tårn (bok)
Dòmhnall Mac an Deòir	Donald Dewar
Nicol MacSteaphain	Nicol Stephen
Alistair MacLean	Alistair MacLean
Lee Child	Lee Child
Maol Chaluim I na h-Alba	Malcolm I av Skottland
Charles Haughey	Charles J. Haughey
Josef Škvorecký	Josef Škvorecký
Còiseam II na h-Alba	Konstantin II av Skottland
Tom Bosley	Tom Bosley
Thomas Graham	Thomas Graham
Seumas Uallas	Jim Wallace
Eanraig MacGillÌosa	Henry McLeish
Newport News, Virginia	Newport News
Gloucester County, Virginia	Gloucester County (Virginia)
Popayán	Popayán
Kappa (Creutair Miotas-eolasach)	Kappa (mytologi)
Wizz Air	Wizz Air
C.B. Dhùn Dèagh	Dundee FC
Toirdhealbhach Ó Cearbhalláin	Turlough Carolan
An Observer	The Observer
Raymond Burr	Raymond Burr
Mathews County, Virginia	Mathews County
New Kent County, Virginia	New Kent County
Charles City County, Virginia	Charles City County
Prince George County, Virginia	Prince George County
Southampton County, Virginia	Southampton County
Isle of Wight County, Virginia	Isle of Wight County
Goshen County, Wyoming	Goshen County
Miner County, Dakota a Deas	Miner County
Grant County, Nebraska	Grant County (Nebraska)
Sussex County, Virginia	Sussex County (Virginia)
Dinwiddie County, Virginia	Dinwiddie County
Chesterfield County, Virginia	Chesterfield County (Virginia)
Henrico County, Virginia	Henrico County
Hanover County, Virginia	Hanover County
Caroline County, Virginia	Caroline County (Virginia)
Stafford County, Virginia	Stafford County (Virginia)
Middlesex County, Virginia	Middlesex County (Virginia)
Fairfax County, Virginia	Fairfax County
İstiklâl Marşı	Istiklâl Marsi
Adair County, Oklahoma	Adair County (Oklahoma)
Adhamh	Adam
Nick Cannon	Nick Cannon
Adams County, Indiana	Adams County (Indiana)
Adams County, Pennsylvania	Adams County (Pennsylvania)
Adams County, Wisconsin	Adams County (Wisconsin)
Bean-bainnse	Brud
Uibhist	Uistøyene
Picseal	Piksel
Johannes Gerhardus Strijdom	Johannes Gerhardus Strijdom
Ganzhou	Ganzhou (Jiangxi)
Leòdhas agus na Hearadh	Lewis og Harris
Scott County, Indiana	Scott County (Indiana)
Jackson County, Alabama	Jackson County (Alabama)
Newton County, Indiana	Newton County (Indiana)
McPherson County, Dakota a Deas	McPherson County (Sør-Dakota)
Oilthigh Coimbra	Universitetet i Coimbra
Morrill County, Nebraska	Morrill County
Baile Átha Luain	Athlone
Hardy County, Virginia an Iar	Hardy County
Mineral County, Montana	Mineral County (Montana)
Waukesha County, Wisconsin	Waukesha County
San Juan County, Colorado	San Juan County (Colorado)
Alison Krauss	Alison Krauss
Stàitire	Eldre statsmann
Escondido, Calafòrnia	Escondido
Dodge County, Wisconsin	Dodge County (Wisconsin)
Cliabhair	Kurvfletting
Russell County, Kentucky	Russell County (Kentucky)
Washington County, Kansas	Washington County (Kansas)
Shelby County, Illinois	Shelby County (Illinois)
Lebor Gabála Érenn	Lebor Gabála Érenn
Wichita County, Kansas	Wichita County (Kansas)
Wilson County, Kansas	Wilson County (Kansas)
Osborne County, Kansas	Osborne County
Morris County, Kansas	Morris County (Kansas)
Miami County, Kansas	Miami County (Kansas)
Jeddah	Jeddah
Sheridan County, Kansas	Sheridan County (Kansas)
Phillips County, Kansas	Phillips County (Kansas)
Shawnee County, Kansas	Shawnee County
Ford County, Kansas	Ford County (Kansas)
Lyon County, Kansas	Lyon County (Kansas)
Thomas County, Kansas	Thomas County (Kansas)
Ness County, Kansas	Ness County
Wallace County, Kansas	Wallace County
Kingman County, Kansas	Kingman County
Graham County, Kansas	Graham County (Kansas)
Jewell County, Kansas	Jewell County
Montgomery County, Kansas	Montgomery County (Kansas)
Pawnee County, Kansas	Pawnee County (Kansas)
Pratt County, Kansas	Pratt County
Trego County, Kansas	Trego County
Rawlins County, Kansas	Rawlins County
Haskell County, Kansas	Haskell County (Kansas)
Marion County, Kansas	Marion County (Kansas)
Riley County, Kansas	Riley County
Stafford County, Kansas	Stafford County (Kansas)
Ottawa County, Kansas	Ottawa County (Kansas)
Graham County, Carolina a Tuath	Graham County (Nord-Carolina)
Hodgeman County, Kansas	Hodgeman County
Johnson County, Kansas	Johnson County (Kansas)
Osage County, Kansas	Osage County (Kansas)
Greenwood County, Kansas	Greenwood County (Kansas)
Harvey County, Kansas	Harvey County
Sedgwick County, Kansas	Sedgwick County (Kansas)
Sumner County, Kansas	Sumner County (Kansas)
Russell County, Kansas	Russell County (Kansas)
Finney County, Kansas	Finney County
Wyandotte County, Kansas	Wyandotte County
Grant County, Kansas	Grant County (Kansas)
Saline County, Kansas	Saline County (Kansas)
Neosho County, Kansas	Neosho County
Gove County, Kansas	Gove County
Smith County, Kansas	Smith County (Kansas)
Kearny County, Kansas	Kearny County
Scott County, Kansas	Scott County (Kansas)
Linn County, Kansas	Linn County (Kansas)
Ellsworth County, Kansas	Ellsworth County
Yell, Sealltainn	Yell
Ellis County, Kansas	Ellis County (Kansas)
Atchison County, Kansas	Atchison County (Kansas)
Barton County, Kansas	Barton County (Kansas)
Polk County, Wisconsin	Polk County (Wisconsin)
Rice County, Kansas	Rice County (Kansas)
Barber County, Kansas	Barber County
Clay County, Kansas	Clay County (Kansas)
Chase County, Kansas	Chase County (Kansas)
Decatur County, Kansas	Decatur County (Kansas)
Coffey County, Kansas	Coffey County
Cloud County, Kansas	Cloud County
Chautauqua County, Kansas	Chautauqua County (Kansas)
Cowley County, Kansas	Cowley County
Cheyenne County, Kansas	Cheyenne County (Kansas)
Republic County, Kansas	Republic County
Elk County, Kansas	Elk County (Kansas)
Allen County, Kansas	Allen County (Kansas)
Dickinson County, Kansas	Dickinson County (Kansas)
Bourbon County, Kansas	Bourbon County (Kansas)
Crawford County, Kansas	Crawford County (Kansas)
Cherokee County, Kansas	Cherokee County (Kansas)
Comanche County, Kansas	Comanche County (Kansas)
Doniphan County, Kansas	Doniphan County
Chittagong	Chittagong
Clark County, Kansas	Clark County (Kansas)
Edwards County, Kansas	Edwards County (Kansas)
Rush County, Kansas	Rush County (Kansas)
McPherson County, Kansas	McPherson County (Kansas)
Mitchell County, Kansas	Mitchell County (Kansas)
Lane County, Kansas	Lane County (Kansas)
Lincoln County, Kansas	Lincoln County (Kansas)
Wabaunsee County, Kansas	Wabaunsee County
Valledupar	Valledupar
A' Mhaoirne	Kincardineshire
Pottawatomie County, Kansas	Pottawatomie County (Kansas)
Marshall County, Kansas	Marshall County (Kansas)
Greene County, Illinois	Greene County (Illinois)
Stanton County, Kansas	Stanton County (Kansas)
Jackson County, Kansas	Jackson County (Kansas)
Seward County, Kansas	Seward County (Kansas)
Greeley County, Kansas	Greeley County (Kansas)
Geary County, Kansas	Geary County
Hamilton County, Kansas	Hamilton County (Kansas)
Norton County, Kansas	Norton County
Harper County, Kansas	Harper County (Kansas)
Morton County, Kansas	Morton County (Kansas)
Anderson County, Kansas	Anderson County (Kansas)
Pleasants County, Virginia an Iar	Pleasants County
Rob Ruadh MacGriogair	Robert Roy MacGregor
Jason Bonham	Jason Bonham
Domhnall II na h-Alba	Donald II av Skottland
Uilleam Augustus, Diùc Cumberland	William, hertug av Cumberland
William F. Buckley Jr.	William F. Buckley jr.
Marion County, Illinois	Marion County (Illinois)
Montgomery County, Pennsylvania	Montgomery County (Pennsylvania)
Sgioba nàiseanta rugbaidh Shasainn	Englands herrelandslag i rugby union
Smyth County, Virginia	Smyth County
Fulangas Naomh Mata	Matteuspasjonen (Bach)
Nathair-mhara (ùirsgeul)	Sjøorm
Woodson County, Kansas	Woodson County
Nemaha County, Kansas	Nemaha County (Kansas)
Gray County, Kansas	Gray County (Kansas)
Reno County, Kansas	Reno County
Leavenworth County, Kansas	Leavenworth County
Kiowa County, Kansas	Kiowa County (Kansas)
Rooks County, Kansas	Rooks County
Pònair	Bønne
Co-ghnìomhair	Adverb
Rory McIlroy	Rory McIlroy
Thomas Telford	Thomas Telford
Aer Arann	Aer Arann
Ted Danson	Ted Danson
Jack Lynch	Jack Lynch
John A. Costello	John A. Costello
Flugelhorn	Flygelhorn
Salm 23	Salme 23
Hattiesburg, Mississippi	Hattiesburg
Jefferson County, Washington	Jefferson County (Washington)
York County, Carolina a Deas	York County (Sør-Carolina)
Flotta	Flotta
Cecil County, Maryland	Cecil County
Deisciobal	Disippel (andre betydninger)
Washington County, Iowa	Washington County (Iowa)
Flagler County, Florida	Flagler County
Johnson County, Illinois	Johnson County (Illinois)
York County, Maine	York County (Maine)
Šeteniai	Šeteniai
MGMT	MGMT
Soisgeul Mhata	Evangeliet etter Matteus
Batan	Batong
Żelazowa Wola	Żelazowa Wola
Howard County, Maryland	Howard County (Maryland)
Crittenden County, Kentucky	Crittenden County (Kentucky)
Elliott County, Kentucky	Elliott County
Daviess County, Kentucky	Daviess County (Kentucky)
Stevens County, Kansas	Stevens County (Kansas)
Creag Ealasaid	Ailsa Craig
Hamhaig	Hawick
Palastain	De palestinske territoriene
An Àrd Ruigh	Airdrie
Brus	Brus (andre betydninger)
Monadh Rois	Montrose (Angus)
Na Dùintean	Duns
Mars	Mars
Tripp County, Dakota a Deas	Tripp County
Ouray County, Colorado	Ouray County
Sullivan County, Indiana	Sullivan County (Indiana)
Charlotte County, Virginia	Charlotte County (Virginia)
Robert Plant	Robert Plant
Durham County, Carolina a Tuath	Durham County (Nord-Carolina)
Caernarfon	Caernarfon
Deuel County, Nebraska	Deuel County (Nebraska)
Bàn-dhearg	Rosa
TransMilenio	TransMilenio
Livingston County, Illinois	Livingston County (Illinois)
Wilkes County, Carolina a Tuath	Wilkes County (Nord-Carolina)
Dunklin County, Missouri	Dunklin County
Lafayette County, Wisconsin	Lafayette County (Wisconsin)
Shelby County, Indiana	Shelby County (Indiana)
Alt	Alt
Asgair	Apostrof
Torgny Lindgren	Torgny Lindgren
Sergio Garcia	Sergio Garcia
Allt na h-Eirbhe	Altnaharra
Cesar Romero	Cesar Romero
Allmhagh Beag	Alva (Skottland)
Jackson County, Oregon	Jackson County (Oregon)
Multnomah County, Oregon	Multnomah County
Pàpa Frangan	Frans (pave)
Leabhar Mhormoin	Mormons bok
Nathair-mhara (snàigean)	Havslanger
Bibb County, Alabama	Bibb County (Alabama)
Amelia County, Virginia	Amelia County
Kenosha, Wisconsin	Kenosha (Wisconsin)
Lakewood, Colorado	Lakewood (Colorado)
Nathair-ghleadhrach	Klapperslanger
Fàsach Nubianach	Den nubiske ørken
Fionnghal NicDhòmhnaill	Flora MacDonald
Nicola Sturgeon	Nicola Sturgeon
Seán Lemass	Seán Lemass
Llywelyn Mòr	Llywelyn den store
Vladimir Vasilevich Markovnikov	Vladimir Markovnikov
Bryan Gunn	Bryan Gunn
Miami-Dade County, Florida	Miami-Dade County
Mochi	Mochi
Amherst County, Virginia	Amherst County
Lemuria	Lemuria
Balthasar van der Ast	Balthasar van der Ast
Paramore	Paramore
Taylor County, Kentucky	Taylor County (Kentucky)
Snàthad an duine mhairbh	Storstankelbein
Pastra	Bakverk
Texas County, Missouri	Texas County (Missouri)
Aberfal	Falmouth
Port Adhair Tan Son Nhat	Tan Son Nhat internasjonale lufthavn
Deuchainn-lann	Laboratorium
Meatailt Bàis	Death metal
Bòrd-iarnaigidh	Strykejern
Cotton County, Oklahoma	Cotton County
Motley County, Texas	Motley County
Nueces County, Texas	Nueces County
Jones County, Texas	Jones County (Texas)
Bonner County, Idaho	Bonner County
Midland County, Texas	Midland County (Texas)
Will County, Illinois	Will County
Cassia County, Idaho	Cassia County
Stevens County, Washington	Stevens County (Washington)
Okanogan County, Washington	Okanogan County
Uinta County, Wyoming	Uinta County
Caingeiseachd	Pinsebevegelsen
Laramie County, Wyoming	Laramie County
Bodach-sneachda	Snømann
Pacific County, Washington	Pacific County
Wahkiakum County, Washington	Wahkiakum County
Tì uaine	Grønn te
Edgar County, Illinois	Edgar County
Eau Claire County, Wisconsin	Eau Claire County
Fremont County, Wyoming	Fremont County (Wyoming)
San Juan County, Washington	San Juan County (Washington)
Lincoln County, Washington	Lincoln County (Washington)
Whitman County, Washington	Whitman County
Converse County, Wyoming	Converse County
Kitsap County, Washington	Kitsap County
Sweetwater County, Wyoming	Sweetwater County
Sevier County, Utah	Sevier County (Utah)
Saline County, Illinois	Saline County (Illinois)
Bennett County, Dakota a Deas	Bennett County
Bon Homme County, Dakota a Deas	Bon Homme County
Lake County, Illinois	Lake County (Illinois)
Andrew Carnegie	Andrew Carnegie
Johnson County, Wyoming	Johnson County (Wyoming)
Vermilion County, Illinois	Vermilion County
Cedar County, Missouri	Cedar County (Missouri)
Palm Beach County, Florida	Palm Beach County
Bates County, Missouri	Bates County
Atchison County, Missouri	Atchison County (Missouri)
Benton County, Oregon	Benton County (Oregon)
Yamhill County, Oregon	Yamhill County
Crook County, Oregon	Crook County (Oregon)
Hood River County, Oregon	Hood River County
Harney County, Oregon	Harney County
Clatsop County, Oregon	Clatsop County
Grant County, Oregon	Grant County (Oregon)
Columbia County, Oregon	Columbia County (Oregon)
Klamath County, Oregon	Klamath County
Josephine County, Oregon	Josephine County
Douglas County, Oregon	Douglas County (Oregon)
Clackamas County, Oregon	Clackamas County
Marion County, Oregon	Marion County (Oregon)
Curry County, Oregon	Curry County (Oregon)
Deschutes County, Oregon	Deschutes County
Coos County, Oregon	Coos County (Oregon)
Buffalo County, Dakota a Deas	Buffalo County (Sør-Dakota)
Cooper County, Missouri	Cooper County
Butler County, Missouri	Butler County (Missouri)
Clay County, Missouri	Clay County (Missouri)
Clinton County, Missouri	Clinton County (Missouri)
Cole County, Missouri	Cole County
Barton County, Missouri	Barton County (Missouri)
Caldwell County, Missouri	Caldwell County (Missouri)
Silver Bow County, Montana	Silver Bow County
Parmer County, Texas	Parmer County
Lincoln County, Wyoming	Lincoln County (Wyoming)
Washington County, Oregon	Washington County (Oregon)
Tooele County, Utah	Tooele County
Martin County, Texas	Martin County (Texas)
Salt Lake County, Utah	Salt Lake County
Uintah County, Utah	Uintah County
Summit County, Utah	Summit County (Utah)
Palo Pinto County, Texas	Palo Pinto County
Montague County, Texas	Montague County
Sanpete County, Utah	Sanpete County
Lincoln County, Missouri	Lincoln County (Missouri)
Comanche County, Oklahoma	Comanche County (Oklahoma)
Creek County, Oklahoma	Creek County
Grady County, Oklahoma	Grady County (Oklahoma)
Cleveland County, Oklahoma	Cleveland County (Oklahoma)
Howell County, Missouri	Howell County
Oregon County, Missouri	Oregon County
Garvin County, Oklahoma	Garvin County
Boone County, Missouri	Boone County (Missouri)
Bollinger County, Missouri	Bollinger County
Buchanan County, Missouri	Buchanan County (Missouri)
Aurora County, Dakota a Deas	Aurora County
Beaufort County, Carolina a Tuath	Beaufort County (Nord-Carolina)
Cherokee County, Carolina a Tuath	Cherokee County (Nord-Carolina)
Morgan County, Missouri	Morgan County (Missouri)
Berkeley, Calafòrnia	Berkeley
Gilliam County, Oregon	Gilliam County
Garfield County, Oklahoma	Garfield County (Oklahoma)
Dallas County, Missouri	Dallas County (Missouri)
Cape Girardeau County, Missouri	Cape Girardeau County
Andrew County, Missouri	Andrew County
Delaware County, Oklahoma	Delaware County (Oklahoma)
DeKalb County, Missouri	DeKalb County (Missouri)
Dade County, Missouri	Dade County (Missouri)
Camden County, Missouri	Camden County (Missouri)
Audrain County, Missouri	Audrain County
Beadle County, Dakota a Deas	Beadle County
Carter County, Missouri	Carter County (Missouri)
Douglas County, Missouri	Douglas County (Missouri)
Eisleben	Eisleben
Kiowa County, Oklahoma	Kiowa County (Oklahoma)
Ellis County, Oklahoma	Ellis County (Oklahoma)
Texas County, Oklahoma	Texas County (Oklahoma)
Jefferson County, Oklahoma	Jefferson County (Oklahoma)
Jackson County, Oklahoma	Jackson County (Oklahoma)
Oklahoma County, Oklahoma	Oklahoma County
