አፍሪቃ	Afrika
1594 እ.ኤ.አ.	1594
1614 እ.ኤ.አ.	1614
1595 እ.ኤ.አ.	1595
1615 እ.ኤ.አ.	1615
1596 እ.ኤ.አ.	1596
1616 እ.ኤ.አ.	1616
1597 እ.ኤ.አ.	1597
1617 እ.ኤ.አ.	1617
1598 እ.ኤ.አ.	1598
1618 እ.ኤ.አ.	1618
1599 እ.ኤ.አ.	1599
1619 እ.ኤ.አ.	1619
1620 እ.ኤ.አ.	1620
1621 እ.ኤ.አ.	1621
1700 እ.ኤ.አ.	1700
1701 እ.ኤ.አ.	1701
1622 እ.ኤ.አ.	1622
1623 እ.ኤ.አ.	1623
1702 እ.ኤ.አ.	1702
1624 እ.ኤ.አ.	1624
1703 እ.ኤ.አ.	1703
1704 እ.ኤ.አ.	1704
1625 እ.ኤ.አ.	1625
ስፓየር	Speyer
1705 እ.ኤ.አ.	1705
1626 እ.ኤ.አ.	1626
1627 እ.ኤ.አ.	1627
1706 እ.ኤ.አ.	1706
1628 እ.ኤ.አ.	1628
1707 እ.ኤ.አ.	1707
1708 እ.ኤ.አ.	1708
1629 እ.ኤ.አ.	1629
1630 እ.ኤ.አ.	1630
1709 እ.ኤ.አ.	1709
1631 እ.ኤ.አ.	1631
1710 እ.ኤ.አ.	1710
1632 እ.ኤ.አ.	1632
1711 እ.ኤ.አ.	1711
1633 እ.ኤ.አ.	1633
1712 እ.ኤ.አ.	1712
1634 እ.ኤ.አ.	1634
1713 እ.ኤ.አ.	1713
1800 እ.ኤ.አ.	1800
1801 እ.ኤ.አ.	1801
1714 እ.ኤ.አ.	1714
1635 እ.ኤ.አ.	1635
1802 እ.ኤ.አ.	1802
1715 እ.ኤ.አ.	1715
1636 እ.ኤ.አ.	1636
1803 እ.ኤ.አ.	1803
1637 እ.ኤ.አ.	1637
1716 እ.ኤ.አ.	1716
1638 እ.ኤ.አ.	1638
1804 እ.ኤ.አ.	1804
1717 እ.ኤ.አ.	1717
1639 እ.ኤ.አ.	1639
1805 እ.ኤ.አ.	1805
1718 እ.ኤ.አ.	1718
1640 እ.ኤ.አ.	1640
1719 እ.ኤ.አ.	1719
1806 እ.ኤ.አ.	1806
1641 እ.ኤ.አ.	1641
1720 እ.ኤ.አ.	1720
1807 እ.ኤ.አ.	1807
1642 እ.ኤ.አ.	1642
1721 እ.ኤ.አ.	1721
1808 እ.ኤ.አ.	1808
1643 እ.ኤ.አ.	1643
1722 እ.ኤ.አ.	1722
1809 እ.ኤ.አ.	1809
1644 እ.ኤ.አ.	1644
1723 እ.ኤ.አ.	1723
1810 እ.ኤ.አ.	1810
1645 እ.ኤ.አ.	1645
1724 እ.ኤ.አ.	1724
20ኛው ምዕተ ዓመት	20. århundre
1811 እ.ኤ.አ.	1811
1646 እ.ኤ.አ.	1646
1725 እ.ኤ.አ.	1725
1812 እ.ኤ.አ.	1812
1647 እ.ኤ.አ.	1647
1726 እ.ኤ.አ.	1726
1813 እ.ኤ.አ.	1813
21ኛው ምዕተ ዓመት	21. århundre
1648 እ.ኤ.አ.	1648
1727 እ.ኤ.አ.	1727
1814 እ.ኤ.አ.	1814
1649 እ.ኤ.አ.	1649
1728 እ.ኤ.አ.	1728
1815 እ.ኤ.አ.	1815
1650 እ.ኤ.አ.	1650
1729 እ.ኤ.አ.	1729
1816 እ.ኤ.አ.	1816
19ኛው ምዕተ ዓመት	19. århundre
1651 እ.ኤ.አ.	1651
1730 እ.ኤ.አ.	1730
1817 እ.ኤ.አ.	1817
1652 እ.ኤ.አ.	1652
1731 እ.ኤ.አ.	1731
1818 እ.ኤ.አ.	1818
1653 እ.ኤ.አ.	1653
1732 እ.ኤ.አ.	1732
1819 እ.ኤ.አ.	1819
1654 እ.ኤ.አ.	1654
1733 እ.ኤ.አ.	1733
1820 እ.ኤ.አ.	1820
1655 እ.ኤ.አ.	1655
1821 እ.ኤ.አ.	1821
1734 እ.ኤ.አ.	1734
1656 እ.ኤ.አ.	1656
1822 እ.ኤ.አ.	1822
1735 እ.ኤ.አ.	1735
1657 እ.ኤ.አ.	1657
1823 እ.ኤ.አ.	1823
1736 እ.ኤ.አ.	1736
1658 እ.ኤ.አ.	1658
1737 እ.ኤ.አ.	1737
1824 እ.ኤ.አ.	1824
1659 እ.ኤ.አ.	1659
1738 እ.ኤ.አ.	1738
1825 እ.ኤ.አ.	1825
1660 እ.ኤ.አ.	1660
1739 እ.ኤ.አ.	1739
1826 እ.ኤ.አ.	1826
1661 እ.ኤ.አ.	1661
1740 እ.ኤ.አ.	1740
1827 እ.ኤ.አ.	1827
18ኛው ምዕተ ዓመት	18. århundre
17ኛው ምዕተ ዓመት	17. århundre
16ኛው ምዕተ ዓመት	16. århundre
15ኛው ምዕተ ዓመት	15. århundre
ካታላንኛ	Katalansk
ስትራውቢንግ	Straubing
14ኛው ምዕተ ዓመት	14. århundre
13ኛው ምዕተ ዓመት	13. århundre
12ኛው ምዕተ ዓመት	12. århundre
11ኛው ምዕተ ዓመት	11. århundre
ቤተ መጻሕፍት	Bibliotek
ባርሴሎና እግር ኳስ ክለብ	FC Barcelona
ፖለቲካ	Politikk
ወግ አጥባቂነት	Konservatisme
ዴሞክራሲ	Demokrati
ናጊብ ማህፉዝ	Naguib Mahfouz
ማሪ ኩሪ	Marie Curie
መንግሥት	Regjering
ጪን ሽኋንግ	Qin Shi Huangdi
ኦቪድ	Ovid
አሌክሳንደር ፑሽኪን	Aleksandr Pusjkin
ራቢንድራናት ታጎር	Rabindranath Tagore
ሊዮ ቶልስቶይ	Leo Tolstoj
ማርክ ትዌይን	Mark Twain
ኪሊማንጃሮ	Kilimanjaro
ክሪስቶፎር ኮሎምበስ	Christofer Columbus
ዩሪ ጋጋሪን	Jurij Gagarin
ቫስኮ ደጋማ	Vasco da Gama
ደቡባዊ ውቅያኖስ	Sørishavet
ቢጫው ወንዝ	Den gule flod
ጆሮ	Øre
አፍንጫ	Nese
አይን (ሥነ አካል)	Øye
ጡንቻ	Muskel
ትንኝ	Stikkemygg
በግ	Tamsau
ግመል	Kameler
ጡት አጥቢ	Pattedyr
ጉንዳን	Maur
ንብ	Bier
ሆላንድኛ	Nederlandsk
ማርጋሬት ታቸር	Margaret Thatcher
ዲ ኤን ኤ	DNA
አበባ ጎመን	Blomkål
1828 እ.ኤ.አ.	1828
1829 እ.ኤ.አ.	1829
1741 እ.ኤ.አ.	1741
1662 እ.ኤ.አ.	1662
1742 እ.ኤ.አ.	1742
1830 እ.ኤ.አ.	1830
1663 እ.ኤ.አ.	1663
1831 እ.ኤ.አ.	1831
1743 እ.ኤ.አ.	1743
1664 እ.ኤ.አ.	1664
1665 እ.ኤ.አ.	1665
1744 እ.ኤ.አ.	1744
1832 እ.ኤ.አ.	1832
1666 እ.ኤ.አ.	1666
1745 እ.ኤ.አ.	1745
1833 እ.ኤ.አ.	1833
1667 እ.ኤ.አ.	1667
1746 እ.ኤ.አ.	1746
ማጓጓዝ	Transport
1834 እ.ኤ.አ.	1834
1668 እ.ኤ.አ.	1668
1747 እ.ኤ.አ.	1747
1835 እ.ኤ.አ.	1835
1748 እ.ኤ.አ.	1748
1836 እ.ኤ.አ.	1836
1669 እ.ኤ.አ.	1669
ሌዮናርድ ኦይለር	Leonhard Euler
1670 እ.ኤ.አ.	1670
1749 እ.ኤ.አ.	1749
1837 እ.ኤ.አ.	1837
1671 እ.ኤ.አ.	1671
1750 እ.ኤ.አ.	1750
1838 እ.ኤ.አ.	1838
1672 እ.ኤ.አ.	1672
1751 እ.ኤ.አ.	1751
1839 እ.ኤ.አ.	1839
1673 እ.ኤ.አ.	1673
1752 እ.ኤ.አ.	1752
1840 እ.ኤ.አ.	1840
1674 እ.ኤ.አ.	1674
1753 እ.ኤ.አ.	1753
1841 እ.ኤ.አ.	1841
1754 እ.ኤ.አ.	1754
1675 እ.ኤ.አ.	1675
1842 እ.ኤ.አ.	1842
1755 እ.ኤ.አ.	1755
1676 እ.ኤ.አ.	1676
1843 እ.ኤ.አ.	1843
1677 እ.ኤ.አ.	1677
1756 እ.ኤ.አ.	1756
1844 እ.ኤ.አ.	1844
1678 እ.ኤ.አ.	1678
1757 እ.ኤ.አ.	1757
1845 እ.ኤ.አ.	1845
1679 እ.ኤ.አ.	1679
1758 እ.ኤ.አ.	1758
1846 እ.ኤ.አ.	1846
1680 እ.ኤ.አ.	1680
1759 እ.ኤ.አ.	1759
1847 እ.ኤ.አ.	1847
1681 እ.ኤ.አ.	1681
1760 እ.ኤ.አ.	1760
1848 እ.ኤ.አ.	1848
1682 እ.ኤ.አ.	1682
1761 እ.ኤ.አ.	1761
1849 እ.ኤ.አ.	1849
1683 እ.ኤ.አ.	1683
1762 እ.ኤ.አ.	1762
1850 እ.ኤ.አ.	1850
1684 እ.ኤ.አ.	1684
1763 እ.ኤ.አ.	1763
1851 እ.ኤ.አ.	1851
1764 እ.ኤ.አ.	1764
1685 እ.ኤ.አ.	1685
1852 እ.ኤ.አ.	1852
1686 እ.ኤ.አ.	1686
1765 እ.ኤ.አ.	1765
1853 እ.ኤ.አ.	1853
1687 እ.ኤ.አ.	1687
1766 እ.ኤ.አ.	1766
1854 እ.ኤ.አ.	1854
1688 እ.ኤ.አ.	1688
1767 እ.ኤ.አ.	1767
1855 እ.ኤ.አ.	1855
1689 እ.ኤ.አ.	1689
1768 እ.ኤ.አ.	1768
1856 እ.ኤ.አ.	1856
1690 እ.ኤ.አ.	1690
1769 እ.ኤ.አ.	1769
1857 እ.ኤ.አ.	1857
1691 እ.ኤ.አ.	1691
1770 እ.ኤ.አ.	1770
1858 እ.ኤ.አ.	1858
1692 እ.ኤ.አ.	1692
1771 እ.ኤ.አ.	1771
1859 እ.ኤ.አ.	1859
1693 እ.ኤ.አ.	1693
1772 እ.ኤ.አ.	1772
1860 እ.ኤ.አ.	1860
1773 እ.ኤ.አ.	1773
1861 እ.ኤ.አ.	1861
1694 እ.ኤ.አ.	1694
1695 እ.ኤ.አ.	1695
1774 እ.ኤ.አ.	1774
1862 እ.ኤ.አ.	1862
1696 እ.ኤ.አ.	1696
1775 እ.ኤ.አ.	1775
1863 እ.ኤ.አ.	1863
1697 እ.ኤ.አ.	1697
1776 እ.ኤ.አ.	1776
1864 እ.ኤ.አ.	1864
1698 እ.ኤ.አ.	1698
1865 እ.ኤ.አ.	1865
1777 እ.ኤ.አ.	1777
1699 እ.ኤ.አ.	1699
1866 እ.ኤ.አ.	1866
1778 እ.ኤ.አ.	1778
1779 እ.ኤ.አ.	1779
1867 እ.ኤ.አ.	1867
1780 እ.ኤ.አ.	1780
1868 እ.ኤ.አ.	1868
1781 እ.ኤ.አ.	1781
1869 እ.ኤ.አ.	1869
ናፖሌኦን 3ኛ	Napoleon III av Frankrike
መስኮብኛ	Russisk
1782 እ.ኤ.አ.	1782
1870 እ.ኤ.አ.	1870
1783 እ.ኤ.አ.	1783
1871 እ.ኤ.አ.	1871
ቭላዲሚር ፑቲን	Vladimir Putin
1784 እ.ኤ.አ.	1784
1872 እ.ኤ.አ.	1872
ሕገ መንግሥት	Konstitusjon
1785 እ.ኤ.አ.	1785
1873 እ.ኤ.አ.	1873
1786 እ.ኤ.አ.	1786
1874 እ.ኤ.አ.	1874
1787 እ.ኤ.አ.	1787
1875 እ.ኤ.አ.	1875
1788 እ.ኤ.አ.	1788
1876 እ.ኤ.አ.	1876
1789 እ.ኤ.አ.	1789
1877 እ.ኤ.አ.	1877
1790 እ.ኤ.አ.	1790
1878 እ.ኤ.አ.	1878
1879 እ.ኤ.አ.	1879
1791 እ.ኤ.አ.	1791
1792 እ.ኤ.አ.	1792
1880 እ.ኤ.አ.	1880
1793 እ.ኤ.አ.	1793
1881 እ.ኤ.አ.	1881
1794 እ.ኤ.አ.	1794
1882 እ.ኤ.አ.	1882
«የሰብዓዊ መብት አቀፋዊ መግለጽ»	Menneskerettighetserklæringen
1795 እ.ኤ.አ.	1795
1883 እ.ኤ.አ.	1883
1796 እ.ኤ.አ.	1796
1884 እ.ኤ.አ.	1884
1797 እ.ኤ.አ.	1797
1885 እ.ኤ.አ.	1885
1886 እ.ኤ.አ.	1886
1798 እ.ኤ.አ.	1798
1887 እ.ኤ.አ.	1887
1799 እ.ኤ.አ.	1799
1888 እ.ኤ.አ.	1888
1889 እ.ኤ.አ.	1889
1890 እ.ኤ.አ.	1890
1891 እ.ኤ.አ.	1891
ስዋሂሊ	Swahili
1892 እ.ኤ.አ.	1892
1893 እ.ኤ.አ.	1893
1894 እ.ኤ.አ.	1894
1895 እ.ኤ.አ.	1895
1896 እ.ኤ.አ.	1896
1897 እ.ኤ.አ.	1897
1898 እ.ኤ.አ.	1898
ቻይንኛ	Kinesisk
1899 እ.ኤ.አ.	1899
ህዋስ	Celle
ደም	Blod
ቱሉዝ	Toulouse
ሳምባ	Lunge
ሩማንኛ	Rumensk
ቡልጋርኛ	Bulgarsk
ዝናብ	Regn
መለጋሲ	Gassisk
የዓለም መሞቅ	Global oppvarming
የመሬት መንቀጥቀጥ	Jordskjelv
ፍራንክሊን ሮዘቨልት	Franklin D. Roosevelt
ኦግስቲን	Augustin av Hippo
ኔልሰን ማንዴላ	Nelson Mandela
ዶ/ር ማርቲን ሉጠር ኪንግ	Martin Luther King jr.
10ኛው ምዕተ ዓመት	10. århundre
ጎርፍ	Flom
እሳተ ገሞራ	Vulkan
ስነ አምክንዮ	Logikk
9ኛው ምዕተ ዓመት	9. århundre
ትሪጎኖሜትሪ	Trigonometri
8ኛው ምዕተ ዓመት	8. århundre
ጂዎሜትሪ	Geometri
7ኛው ምዕተ ዓመት	7. århundre
6ኛው ምዕተ ዓመት	6. århundre
ሰዋስው	Grammatikk
ነፋስ	Vind
5ኛው ምዕተ ዓመት	5. århundre
4ኛው ምዕተ ዓመት	4. århundre
3ኛው ምዕተ ዓመት	3. århundre
2ኛው ምዕተ ዓመት	2. århundre
1ኛው ምዕተ ዓመት	1. århundre
ሥነ ንዋይ	Samfunnsøkonomi
ሙአለ ንዋይ	Kapital
የቋንቋ ጥናት	Lingvistikk
ቃል (የቋንቋ አካል)	Ord
የዓለም ጽሕፈቶች	Skriftsystem
ዳውጋቫ ወንዝ	Daugava
ሥነ ጽሑፍ	Litteratur
መደብ:ፈረንሣይ	Kategori:Frankrike
መደብ:ሙዚቃ	Kategori:Musikk
መደብ:ሥነ ጽሁፍ	Kategori:Litteratur
ሃሪ ፖተር (መፅሐፍ)	Harry Potter
ትራምፔት	Trompet
ክላርኔት	Klarinett
አልጎሪዝም	Algoritme
መድኃኒት	Rusmiddel
ታላቁ እስክንድር	Aleksander den store
ኅብረተሰብ	Samfunn
ትምህርት	Utdannelse
ሁጎ ቻቬዝ	Hugo Chávez
ቢስማርክ	Otto von Bismarck
ጋብቻ	Ekteskap
ሬጂና ካልቾ	Reggina Calcio
ቡና	Kaffe
ወተት	Melk
ተራራ	Fjell
አንድሪው ጆንሰን	Andrew Johnson
ክዋሜ ንክሩማህ	Kwame Nkrumah
ዪዲሽኛ	Jiddisch
ሆንግ ኮንግ	Hongkong
ማያሚ	Miami
ከራቺ	Karachi
የኮርያ ጦርነት	Koreakrigen
ሌጎስ	Lagos
ሪዮ ዴ ጃኔይሮ	Rio de Janeiro
ሶል	Seoul
ሻንግሃይ	Shanghai
አትሌቲኮ ማድሪድ	Atlético Madrid
ዎልት ዲዝኒ	Walt Disney
ሰቪያ	Sevilla
ሜዶን	Medere
አርኪሜዴስ	Arkimedes
የቬትናም ጦርነት	Vietnamkrigen
ቶማስ ኤዲሶን	Thomas Edison
ዩክሊድ	Euklid
ዴፖርቲቮ ዴ ላ ኮሩኛ	Deportivo de La Coruña
አር.ሲ.ዲ. ኤስፓንዮል	RCD Espanyol
አርሜንኛ	Armensk
ዩክሬንኛ	Ukrainsk
ግራናዳ	Granada
ሌቫንቴ ዩ.ዲ.	Levante UD
ማላጋ የእግር ኳስ ክለብ	Málaga CF
ስዊድንኛ	Svensk
ዳንኛ	Dansk
ሌብኒትዝ	Gottfried Leibniz
ቼክኛ	Tsjekkisk
ካርል ማርክስ	Karl Marx
ስሎቬንኛ	Slovensk
ሀንጋርኛ	Ungarsk
ቮልቴር	Voltaire
ኤስቶንኛ	Estisk
ሙሴ	Moses
ሊትዌንኛ	Litauisk
የሕንዱ ሃይማኖት	Hinduisme
ቤላሩስኛ	Hviterussisk
ጡት	Bryst
ዲሜትሪ ሜንደሊቭ	Dmitrij Mendelejev
ቀነኒሳ በቀለ	Kenenisa Bekele
አቶም	Atom
ብርሃን	Lys
ግሪክ (ቋንቋ)	Gresk
አፈ፡ታሪክ	Mytologi
የሲስተም አሰሪ	Operativsystem
ታጅ ማሃል	Taj Mahal
አየርላንድኛ	Irsk
የፕሮግራም ቋንቋ	Programmeringsspråk
ነፍስ	Sjel
ማልትኛ	Maltesisk
ፋርስኛ	Persisk
ሃይማኖት	Religion
ኮሪይኛ	Koreansk
አብርሃም	Abraham (bibelsk person)
ረኔ ዴካርት	René Descartes
ጳውሎስ	Apostelen Paulus
ፍሮይድ	Sigmund Freud
ፍሬዴሪክ ሄግል	Georg Wilhelm Friedrich Hegel
ሞንጎልኛ	Mongolsk
ባኩ	Baku
ታጂክኛ	Tadsjikisk
ዑዝበክኛ	Usbekisk
ቱርክመንኛ	Turkmensk
አይሁድና	Jødedom
ጢምጱ	Thimpu
ባንዳር ሰሪ ቤጋዋን	Bandar Seri Begawan
ዕብራይስጥ	Hebraisk
አዘርኛ	Aserbajdsjansk
ዌልስኛ	Walisisk
አማኑኤል ካንት	Immanuel Kant
የስኮትላንድ ጋይሊክኛ	Skotsk-gælisk
ቭየንትዬን	Vientiane
ጆን ሎክ	John Locke
ኒሺ	Friedrich Nietzsche
ቢሽኬክ	Bisjkek
ዥን-ፖል ሳትራ	Jean-Paul Sartre
ዱሻንቤ	Dusjanbe
ጉበት	Lever
ኩላሊት	Nyre
ቆለጥ	Testikkel
ሉድቪግ ቪትገንስታይን	Ludwig Wittgenstein
የሥነ፡ልቡና ትምህርት	Psykologi
ውቅያኖስ	Verdenshav
ቶማስ አኳይናስ	Thomas Aquinas
ጎታማ ቡዳ	Buddha
ዳያሌክቲክ	Dialektikk
መሐመድ	Muhammed
ዕድል ጥናት	Sannsynlighet
የእግር ኳስ ማህበር	The Football Association
ውኑ	Virkelighet
ቢ.ቢ.ሲ.	BBC
ሻህሩኽ ኻን	Shah Rukh Khan
ሳልማን ኻን	Salman Khan
ማርቲን ሉጠር	Martin Luther
ዓሚር ኻን	Aamir Khan
አሚታብ ባቻን	Amitabh Bachchan
ጄራልድ ፎርድ	Gerald Ford
ሪቻርድ ኒክሰን	Richard Nixon
በንጋልኛ	Bengali
ምላስ	Tunge
ቼልሲ	Chelsea FC
አርሰናል የእግር ኳስ ክለብ	Arsenal FC
አፍ	Munn
ሊንደን ጆንሰን	Lyndon B. Johnson
የመገጣጠሚያ አጥንት	Ledd
ፋልክላንድ ደሴቶች	Falklandsøyene
ሥርዓተ ምግብ	Fordøyelsessystem
A	A
ንግሥት ኤልሣቤጥ (ዳግማዊት)	Elisabeth II av Storbritannia
ጆን ኤፍ ኬኔዲ	John F. Kennedy
B	B
G	G
F	F
ሬጌ	Reggae
ሳክሶፎን	Saksofon
C	C
D	D
E	E
H	H
ድዋይት አይዘንሃወር	Dwight D. Eisenhower
ሮናልድ ሬገን	Ronald Reagan
ዛዛኪኛ	Zazaisk
ፓይታጎረስ	Pythagoras
ራዮ ቫዬካኖ	Rayo Vallecano
ሪያል ሶሲየዳድ	Real Sociedad
ሰቪያ እግር ኳስ ክለብ	Sevilla FC
ቫለንሲያ እግር ኳስ ክለብ	Valencia CF
1100 እ.ኤ.አ.	1100
የንጥረ ነገሮች ሠንጠረዥ	Periodesystemet
ጆርጅታውን	Georgetown (Guyana)
ርግብ	Duer
ባክቴሪያ	Bakterier
ኤብሮ ወንዝ	Ebro
ወይን	Druer
ማር	Honning
ስጋ	Kjøtt
ድንች	Potet
ሻማ	Soyabønne
ሮቦት	Robot
ቴክኖዎሎጂ	Teknologi
ማሽን	Maskin
ብሎን	Skrue (mekanisme)
መሀንዲስነት	Ingeniørvitenskap
መገናኛ	Kommunikasjon
ስልክ	Telefon
አር ኤን ኤ	RNA
ሳንስክሪት	Sanskrit
ሉጎ	Lugo
የዓለም የህዝብ ብዛት	Verdens befolkning
ሕክምና	Medisin
ሳራዬቮ	Sarajevo
ሎጋሪዝም	Logaritme
ሥነ ቁጥር	Aritmetikk
ዓለም ንግድ ሕንጻ	Verdens handelssenter i New York
መደብ:ብራዚል	Kategori:Brasil
ንጥረ ነገር	Grunnstoff
አስረካቢ	Funksjon (matematikk)
ፍጥንጥነት	Akselerasjon
አቅም	Energi
ኤሌክትሮመግነጢስ ጨረራ	Elektromagnetisk stråling
ጉልበት	Kraft
መግነጢስ መስክ	Magnetfelt
ጨዋታዎች	Spill
ግስበት	Tyngdekraft
ጎ	Go
መግነጢስ	Magnet
ግዝፈት	Masse
ፊልም	Film
ብስክሌት	Sykkel
የርሻ ተግባር	Landbruk
አጠቃላይ አንጻራዊነት	Den generelle relativitetsteorien
ልዩ አንጻራዊነት	Den spesielle relativitetsteorien
ጥጥ	Bomull
ድምጽ	Lyd
ማረሻ	Plog
ፍጥነት	Hastighet
ጊዜ	Tid
ወረቀት	Papir
ኦና	Vakuum
ቁጥር	Tall
የአቅጣጫ ቁጥር	Komplekst tall
ሜትር	Meter
ሴኮንድ	Sekund
በቆሎ	Mais
ገብስ	Bygg (korn)
ሃሪ ትሩማን	Harry S. Truman
ስዕል	Malerkunst
ቴያትር	Teater
ዳዮድ	Diode
ዴቪድ ፓተርሶን	David Paterson
የአሜሪካ ፕሬዚዳንት	USAs president
ዉሃን	Wuhan
የአለም አገራት ዝርዝር	Liste over stater
መስጴጦምያ	Mesopotamia
ጥንታዊ ግብፅ	Oldtidens Egypt
ድብ	Bjørnefamilien
ጆን አዳምስ	John Adams
ቶማስ ጄፈርሰን	Thomas Jefferson
ጄምስ ማዲሰን	James Madison
ጄምስ ሞንሮ	James Monroe
ጆን ክዊንሲ አዳምስ	John Quincy Adams
አንድሪው ጃክሰን	Andrew Jackson
ማርቲን ቫንቡረን	Martin Van Buren
ዊሊያም ሄንሪ ሀሪሰን	William Henry Harrison
ጆን ታይለር	John Tyler
ጄምስ ፖልክ	James Knox Polk
ዛከሪ ቴለር	Zachary Taylor
ሄርኩለስ እግር ኳስ ክለብ	Hércules CF
ሚራንዳ ዴ ኤብሮ	Miranda de Ebro
1101 እ.ኤ.አ.	1101
1102 እ.ኤ.አ.	1102
ካንሰር	Kreft
ንጉሥ	Konge
ኣጃ	Havre
ስንዴ	Hveteslekten
ብረቶንኛ	Bretonsk
እህል	Korn
ድንቁርና	Døvhet
ጎርጎርያን ካሌንዳር	Gregoriansk kalender
ሰዓት ክልል	Tidssone
ትምህርተ፡ጤና	Helse
ኒሞንያ	Lungebetennelse
ኤድስ	Aids
መለጠፊያ:Location map ጀርመን	Mal:Kartposisjon Tyskland
ስኳር በሽታ	Diabetes
ራሲንግ ዴ ሳንታንደር	Racing de Santander
መለጠፊያ:Location map ስዊድን	Mal:Kartposisjon Sverige
መለጠፊያ:Location map ፊንላንድ	Mal:Kartposisjon Finland
ረክሬቲቮ ዴ ሁዌልቫ	Recreativo de Huelva
መለጠፊያ:Location map ሆላንድ	Mal:Kartposisjon Nederland
መለጠፊያ:Location map ፈረንሳይ	Mal:Kartposisjon Frankrike
መለጠፊያ:Location map እስፓንያ	Mal:Kartposisjon Spania
መለጠፊያ:Location map ፖርቱጋል	Mal:Kartposisjon Portugal
መለጠፊያ:Location map ጣልያን	Mal:Kartposisjon Italia
መለጠፊያ:Location map ስዊዘርላንድ	Mal:Kartposisjon Sveits
መለጠፊያ:Location map ኦስትሪያ	Mal:Kartposisjon Østerrike
ድልድይ	Bro
መለጠፊያ:Location map ሀንጋሪ	Mal:Kartposisjon Ungarn
መለጠፊያ:Location map ክሮኤሽያ	Mal:Kartposisjon Kroatia
ቪላሪያል የእግር ኳስ ክለብ	Villarreal CF
መለጠፊያ:Location map ግሪክ	Mal:Kartposisjon Hellas
መለጠፊያ:Location map ቡልጋሪያ	Mal:Kartposisjon Bulgaria
ሚላርድ ፊልሞር	Millard Fillmore
ፍራንክሊን ፒርስ	Franklin Pierce
ግድብ	Demning
ጄምስ ቡካነን	James Buchanan
መለጠፊያ:Location map ሶርያ	Mal:Kartposisjon Syria
መለጠፊያ:Location map ዮርዳኖስ	Mal:Kartposisjon Jordan
መለጠፊያ:Location map ፓኪስታን	Mal:Kartposisjon Pakistan
መለጠፊያ:Location map ቻይና	Mal:Kartposisjon Kina
መለጠፊያ:Location map ቬት ናም	Mal:Kartposisjon Vietnam
መለጠፊያ:Location map Australia	Mal:Kartposisjon Australia
መለጠፊያ:Location map ቬኔዝዌላ	Mal:Kartposisjon Venezuela
ሞና ሊዛ	Mona Lisa
ፒሬኔ ተራሮች	Pyreneene
ዲትሮይት	Detroit
ሥነ ስብስብ	Mengdelære
የዝርዝር ሂሳብ (እስታቲስቲክስ)	Statistikk
1103 እ.ኤ.አ.	1103
1104 እ.ኤ.አ.	1104
ሉል	Kule (geometri)
አባሲዶች	Abbasidene
ቢዛንታይን መንግሥት	Østromerriket
የኦቶማን መንግሥት	Det osmanske rike
ቫይኪንግ	Viking
ፖል ዱሜ	Paul Doumer
ማክሲም ጎርኪ	Maksim Gorkij
ዮሐን ማርቲን ሽላየር	Johann Martin Schleyer
ኮረንቲ	Elektrisitet
ሠይፍ	Sverd
ጠመንጃ	Skytevåpen
ፓውሎ ኮሄሎ	Paulo Coelho
ፔሌ	Pelé
ማጁሮ	Majuro
የቤልጅግ ሰንደቅ ዓላማ	Belgias flagg
ሩማን	Granateple
ብርቱካን (ፍሬ)	Appelsin
ሮማንሽ	Retoromansk
ኡድሙርትኛ	Udmurtisk
ኡይጉርኛ	Uigurisk
ሶማልኛ	Somali
ናዋትል	Nahuatl
ናውሩኛ	Naurisk
ራቬና	Ravenna
ዴቢት ካርድ	Debetkort
መለጠፊያ:Location map ሜክሲኮ	Mal:Kartposisjon Mexico
መለጠፊያ:Location map Earth	Mal:Kartposisjon Verden
ቲቤር ወንዝ	Tiber
1105 እ.ኤ.አ.	1105
ዓረብኛ	Arabisk
ቺምቦራዞ	Chimborazo
ኦክሲታንኛ	Oksitansk
አፍሪካንስ	Afrikaans
ጠቅላይ ሚኒስትር	Premierminister
ታገስ ወንዝ	Tajo
ጓዳልኪቪር ወንዝ	Guadalquivir
ዘ ደይ አፍተር ቱሞሮ (ፊልም)	The Day After Tomorrow
ሜሪዳ፣ እስፓንያ	Mérida (Spania)
ሳቫ ወንዝ	Sava
ስኮትኛ	Skotsk
ብሄራዊ አርማ	Våpen (heraldikk)
ሰንደቅ ዓላማ	Flagg
ማካው	Macao
መለጠፊያ:Location map ሞሮኮ	Mal:Kartposisjon Marokko
መለጠፊያ:Location map ምዕራባዊ ሣህራ	Mal:Kartposisjon Vest-Sahara
መለጠፊያ:Location map አልጄሪያ	Mal:Kartposisjon Algerie
መለጠፊያ:Location map ቱኒዚያ	Mal:Kartposisjon Tunisia
መለጠፊያ:Location map ሊቢያ	Mal:Kartposisjon Libya
መለጠፊያ:Location map ግብፅ	Mal:Kartposisjon Egypt
መለጠፊያ:Location map ሞሪታኒያ	Mal:Kartposisjon Mauritania
መለጠፊያ:Location map ማሊ	Mal:Kartposisjon Mali
መለጠፊያ:Location map ኒጄር	Mal:Kartposisjon Niger
መለጠፊያ:Location map ቻድ	Mal:Kartposisjon Tsjad
መለጠፊያ:Location map ሱዳን	Mal:Kartposisjon Sudan
መለጠፊያ:Location map ኤርትራ	Mal:Kartposisjon Eritrea
