Áfríkà	Afrika
504 Cora	504 Cora
505 Cava	505 Cava
507 Laodica	507 Laodica
508 Princetonia	508 Princetonia
509 Iolanda	509 Iolanda
510 Mabella	510 Mabella
511 Davida	511 Davida
512 Taurinensis	512 Taurinensis
513 Centesima	513 Centesima
514 Armida	514 Armida
516 Amherstia	516 Amherstia
517 Edith	517 Edith
518 Halawe	518 Halawe
519 Sylvania	519 Sylvania
52 Europa	52 Europa
520 Franziska	520 Franziska
521 Brixia	521 Brixia
522 Helga	522 Helga
523 Ada	523 Ada
524 Fidelio	524 Fidelio
527 Euryanthe	527 Euryanthe
528 Rezia	528 Rezia
National Basketball Association	National Basketball Association
529 Preziosa	529 Preziosa
53 Kalypso	53 Kalypso
530 Turandot	530 Turandot
532 Herculina	532 Herculina
533 Sara	533 Sara
534 Nassovia	534 Nassovia
535 Montague	535 Montague
536 Merapi	536 Merapi
537 Pauly	537 Pauly
538 Friederike	538 Friederike
539 Pamina	539 Pamina
54 Alexandra	54 Alexandra
541 Deborah	541 Deborah
542 Susanna	542 Susanna
Charles Brenton Huggins	Charles Brenton Huggins
543 Charlotte	543 Charlotte
Archibald Hill	Archibald Hill
Stanley B. Prusiner	Stanley B. Prusiner
544 Jetta	544 Jetta
Gnassingbé Eyadéma	Gnassingbé Eyadéma
545 Messalina	545 Messalina
Costas Simitis	Kostas Simitis
Páúlù ilẹ̀ Gríìsì	Paul I av Hellas
Heinrich Brüning	Heinrich Brüning
546 Herodias	546 Herodias
Sékou Touré	Ahmed Sékou Touré
547 Praxedis	547 Praxedis
Jean-Michel Basquiat	Jean-Michel Basquiat
Toni Braxton	Toni Braxton
Léon Jouhaux	Léon Jouhaux
Hans Luther	Hans Luther
548 Kressida	548 Kressida
549 Jessonda	549 Jessonda
550 Senta	550 Senta
551 Ortrud	551 Ortrud
552 Sigelinde	552 Sigelinde
554 Peraga	554 Peraga
César Milstein	César Milstein
Eric Kandel	Eric Kandel
556 Phyllis	556 Phyllis
557 Violetta	557 Violetta
558 Carmen	558 Carmen
559 Nanon	559 Nanon
56 Melete	56 Melete
560 Delila	560 Delila
562 Salome	562 Salome
563 Suleika	563 Suleika
564 Dudu	564 Dudu
565 Marbachia	565 Marbachia
566 Stereoskopia	566 Stereoskopia
567 Eleutheria	567 Eleutheria
568 Cheruskia	568 Cheruskia
569 Misa	569 Misa
570 Kythera	570 Kythera
57 Mnemosyne	57 Mnemosyne
571 Dulcinea	571 Dulcinea
572 Rebekka	572 Rebekka
573 Recha	573 Recha
574 Reginhild	574 Reginhild
575 Renate	575 Renate
576 Emanuela	576 Emanuela
577 Rhea	577 Rhea
578 Happelia	578 Happelia
579 Sidonia	579 Sidonia
58 Concordia	58 Concordia
580 Selene	580 Selene
582 Olympia	582 Olympia
583 Klotilde	583 Klotilde
584 Semiramis	584 Semiramis
585 Bilkis	585 Bilkis
586 Thekla	586 Thekla
587 Hypsipyle	587 Hypsipyle
Chris Brown	Chris Brown
589 Croatia	589 Croatia
590 Tomyris	590 Tomyris
59 Elpis	59 Elpis
591 Irmgard	591 Irmgard
592 Bathseba	592 Bathseba
593 Titania	593 Titania
594 Mireille	594 Mireille
595 Polyxena	595 Polyxena
596 Scheila	596 Scheila
597 Bandusia	597 Bandusia
Igor Tamm	Igor Tamm
598 Octavia	598 Octavia
599 Luisa	599 Luisa
Masatoshi Koshiba	Masatoshi Koshiba
Hideki Yukawa	Hideki Yukawa
Louis Néel	Louis Néel
Dennis Gabor	Dennis Gabor
Eugene Wigner	Eugene Wigner
601 Nerthus	601 Nerthus
Hans Bethe	Hans Bethe
602 Marianna	602 Marianna
603 Timandra	603 Timandra
604 Tekmessa	604 Tekmessa
605 Juvisia	605 Juvisia
Juscelino Kubitschek de Oliveira	Juscelino Kubitschek
606 Brangäne	606 Brangäne
607 Jenny	607 Jenny
Chinua Achebe	Chinua Achebe
608 Adolfine	608 Adolfine
609 Fulvia	609 Fulvia
610 Valeska	610 Valeska
61 Danaë	61 Danaë
611 Valeria	611 Valeria
612 Veronika	612 Veronika
Mirek Topolánek	Mirek Topolánek
613 Ginevra	613 Ginevra
614 Pia	614 Pia
615 Roswitha	615 Roswitha
616 Elly	616 Elly
618 Elfriede	618 Elfriede
619 Triberga	619 Triberga
620 Drakonia	620 Drakonia
STS-122	STS-122
622 Esther	622 Esther
623 Chimaera	623 Chimaera
Pópù Clement 10k	Klemens X
625 Xenia	625 Xenia
833 Monica	833 Monica
Pópù Clement 9k	Klemens IX
626 Notburga	626 Notburga
627 Charis	627 Charis
628 Christine	628 Christine
629 Bernardina	629 Bernardina
Pópù Benedict 13k	Benedikt XIII
631 Philippina	631 Philippina
632 Pyrrha	632 Pyrrha
633 Zelima	633 Zelima
634 Ute	634 Ute
635 Vundtia	635 Vundtia
636 Erika	636 Erika
638 Moira	638 Moira
639 Latona	639 Latona
640 Brambilla	640 Brambilla
64 Angelina	64 Angelina
641 Agnes	641 Agnes
642 Clara	642 Clara
643 Scheherezade	643 Scheherezade
644 Cosima	644 Cosima
646 Kastalia	646 Kastalia
648 Pippa	648 Pippa
649 Josefa	649 Josefa
65 Cybele	65 Cybele
650 Amalasuntha	650 Amalasuntha
651 Antikleia	651 Antikleia
652 Jubilatrix	652 Jubilatrix
654 Zelinda	654 Zelinda
657 Gunlöd	657 Gunlöd
658 Asteria	658 Asteria
Pierre Bourdieu	Pierre Bourdieu
Russell Alan Hulse	Russell Alan Hulse
Mẹ̀túsélà	Metusalem
663 Gerlinde	663 Gerlinde
664 Judith	664 Judith
665 Sabine	665 Sabine
J. B. S. Haldane	John Burdon Sanderson Haldane
666 Desdemona	666 Desdemona
667 Denise	667 Denise
Sarvepalli Radhakrishnan	Sarvepalli Radhakrishnan
668 Dora	668 Dora
669 Kypria	669 Kypria
670 Ottegebe	670 Ottegebe
671 Carnegia	671 Carnegia
672 Astarte	672 Astarte
Universidade Estadual de Feira de Santana	Universidade Estadual de Feira de Santana
674 Rachele	674 Rachele
677 Aaltje	677 Aaltje
678 Fredegundis	678 Fredegundis
679 Pax	679 Pax
680 Genoveva	680 Genoveva
68 Leto	68 Leto
682 Hagar	682 Hagar
681 Gorgo	681 Gorgo
683 Lanzia	683 Lanzia
Hugo Theorell	Hugo Theorell
Corneille Heymans	Corneille Heymans
684 Hildburg	684 Hildburg
William Howard Stein	William Howard Stein
686 Gersuind	686 Gersuind
687 Tinette	687 Tinette
Georgios Papadopoulos	Georgios Papadopoulos
688 Melanie	688 Melanie
Pierre Mauroy	Pierre Mauroy
69 Hesperia	69 Hesperia
691 Lehigh	691 Lehigh
693 Zerbinetta	693 Zerbinetta
694 Ekard	694 Ekard
695 Bella	695 Bella
697 Galilea	697 Galilea
698 Ernestina	698 Ernestina
699 Hela	699 Hela
70 Panopaea	70 Panopaea
701 Oriola	701 Oriola
702 Alauda	702 Alauda
703 Noëmi	703 Noëmi
704 Interamnia	704 Interamnia
705 Erminia	705 Erminia
706 Hirundo	706 Hirundo
707 Steina	707 Steïna
708 Raphaela	708 Raphaela
709 Fringilla	709 Fringilla
713 Luscinia	713 Luscinia
714 Ulula	714 Ulula
715 Transvaalia	715 Transvaalia
716 Berkeley	716 Berkeley
717 Wisibada	717 Wisibada
718 Erida	718 Erida
720 Bohlinia	720 Bohlinia
72 Feronia	72 Feronia
721 Tabora	721 Tabora
722 Frieda	722 Frieda
723 Hammonia	723 Hammonia
724 Hapag	724 Hapag
725 Amanda	725 Amanda
726 Joëlla	726 Joëlla
727 Nipponia	727 Nipponia
729 Watsonia	729 Watsonia
730 Athanasia	730 Athanasia
7307 Takei	7307 Takei
Felipe González	Felipe González
731 Sorga	731 Sorga
Konstantinos Karamanlis	Konstantinos Karamanlis
732 Tjilaki	732 Tjilaki
733 Mocia	733 Mocia
734 Benda	734 Benda
735 Marghanna	735 Marghanna
737 Arequipa	737 Arequipa
Getúlio Vargas	Getúlio Dornelles Vargas
738 Alagasta	738 Alagasta
739 Mandeville	739 Mandeville
74 Galatea	74 Galatea
740 Cantabia	740 Cantabia
741 Botolphia	741 Botolphia
743 Eugenisis	743 Eugenisis
744 Aguntina	744 Aguntina
745 Mauritia	745 Mauritia
746 Marlu	746 Marlu
748 Simeïsa	748 Simeïsa
749 Malzovia	749 Malzovia
75 Eurydike	75 Eurydike
750 Oskar	750 Oskar
Dievs, svētī Latviju!	Dievs, svētī Latviju
751 Faïna	751 Faïna
752 Sulamitis	752 Sulamitis
753 Tiflis	753 Tiflis
754 Malabar	754 Malabar
756 Lilliana	756 Lilliana
757 Portlandia	757 Portlandia
758 Mancunia	758 Mancunia
759 Vinifera	759 Vinifera
760 Massinga	760 Massinga
761 Brendelia	761 Brendelia
762 Pulcova	762 Pulcova
764 Gedania	764 Gedania
765 Mattiaca	765 Mattiaca
766 Moguntia	766 Moguntia
768 Struveana	768 Struveana
769 Tatjana	769 Tatjana
770 Bali	770 Bali
77 Frigga	77 Frigga
771 Libera	771 Libera
772 Tanete	772 Tanete
773 Irmintraud	773 Irmintraud
774 Armor	774 Armor
775 Lumière	775 Lumière
776 Berbericia	776 Berbericia
777 Gutemberga	777 Gutemberga
778 Theobalda	778 Theobalda
779 Nina	779 Nina
Emperor Taishō	Yoshihito av Japan
780 Armenia	780 Armenia
781 Kartvelia	781 Kartvelia
782 Montefiore	782 Montefiore
783 Nora	783 Nora
784 Pickeringia	784 Pickeringia
785 Zwetana	785 Zwetana
786 Bredichina	786 Bredichina
787 Moskva	787 Moskva
788 Hohensteina	788 Hohensteina
789 Lena	789 Lena
791 Ani	791 Ani
793 Arizona	793 Arizona
794 Irenaea	794 Irenaea
795 Fini	795 Fini
796 Sarita	796 Sarita
797 Montana	797 Montana
798 Ruth	798 Ruth
799 Gudula	799 Gudula
801 Helwerthia	801 Helwerthia
803 Picka	803 Picka
804 Hispania	804 Hispania
805 Hormuthia	805 Hormuthia
807 Ceraskia	807 Ceraskia
806 Gyldenia	806 Gyldenia
808 Merxia	808 Merxia
809 Lundia	809 Lundia
William Cavendish-Bentinck, 3rd Duke of Portland	William Cavendish-Bentinck
Ryōji Noyori	Ryoji Noyori
Odd Hassel	Odd Hassel
811 Nauheima	811 Nauheima
Kary Mullis	Kary Mullis
813 Baumeia	813 Baumeia
814 Tauris	814 Tauris
Robert Aumann	Robert Aumann
Artturi Ilmari Virtanen	Artturi Ilmari Virtanen
815 Coppelia	815 Coppelia
816 Juliana	816 Juliana
Alexander R. Todd, Baron Todd	Alexander Robertus Todd
Michael Spence	A. Michael Spence
Harry Kroto	Harold Kroto
818 Kapteynia	818 Kapteynia
Merton Miller	Merton Miller
819 Barnardiana	819 Barnardiana
John Russell, 1st Earl Russell	John Russell, 1. jarl Russell
Leonid Hurwicz	Leonid Hurwicz
82 Alkmene	82 Alkmene
820 Adriana	820 Adriana
Robert Solow	Robert Solow
821 Fanny	821 Fanny
822 Lalage	822 Lalage
824 Anastasia	824 Anastasia
826 Henrika	826 Henrika
828 Lindemannia	828 Lindemannia
829 Academia	829 Academia
830 Petropolitana	830 Petropolitana
François Guizot	François Guizot
832 Karin	832 Karin
834 Burnhamia	834 Burnhamia
835 Olivia	835 Olivia
836 Jole	836 Jole
837 Schwarzschilda	837 Schwarzschilda
838 Seraphina	838 Seraphina
84 Klio	84 Klio
840 Zenobia	840 Zenobia
Golden State Warriors	Golden State Warriors
843 Nicolaia	843 Nicolaia
844 Leontina	844 Leontina
845 Naëma	845 Naëma
847 Agnia	847 Agnia
850 Altona	850 Altona
85 Io	85 Io
852 Wladilena	852 Wladilena
8525 Nielsabel	8525 Nielsabel
853 Nansenia	853 Nansenia
854 Frostia	854 Frostia
855 Newcombia	855 Newcombia
856 Backlunda	856 Backlunda
857 Glasenappia	857 Glasenappia
858 El Djezaïr	858 El Djezaïr
859 Bouzaréah	859 Bouzaréah
86 Semele	86 Semele
860 Ursina	860 Ursina
861 Aïda	861 Aïda
862 Franzia	862 Franzia
863 Benkoela	863 Benkoela
865 Zubaida	865 Zubaida
866 Fatme	866 Fatme
867 Kovacia	867 Kovacia
868 Lova	868 Lova
869 Mellena	869 Mellena
870 Manto	870 Manto
871 Amneris	871 Amneris
872 Holda	872 Holda
873 Mechthild	873 Mechthild
874 Rotraut	874 Rotraut
875 Nymphe	875 Nymphe
876 Scott	876 Scott
877 Walküre	877 Walküre
879 Ricarda	879 Ricarda
880 Herba	880 Herba
881 Athene	881 Athene
882 Swetlana	882 Swetlana
888 Parysatis	888 Parysatis
887 Alinda	887 Alinda
889 Erynia	889 Erynia
89 Julia	89 Julia
Mairead Maguire	Mairead Corrigan
890 Waltraut	890 Waltraut
891 Gunhild	891 Gunhild
892 Seeligeria	892 Seeligeria
893 Leopoldina	893 Leopoldina
894 Erda	894 Erda
Betty Williams	Betty Williams
895 Helio	895 Helio
896 Sphinx	896 Sphinx
Jaroslav Heyrovský	Jaroslav Heyrovský
897 Lysistrata	897 Lysistrata
898 Hildegard	898 Hildegard
899 Jokaste	899 Jokaste
900 Rosalinde	900 Rosalinde
902 Probitas	902 Probitas
903 Nealley	903 Nealley
904 Rockefellia	904 Rockefellia
906 Repsolda	906 Repsolda
907 Rhoda	907 Rhoda
908 Buda	908 Buda
909 Ulla	909 Ulla
910 Anneliese	910 Anneliese
912 Maritima	912 Maritima
Seti 1k	Seti I
914 Palisana	914 Palisana
916 America	916 America
917 Lyka	917 Lyka
Horemheb	Horemheb
918 Itha	918 Itha
Oj, svijetla majska zoro	Oj, svijetla majska zoro
919 Ilsebill	919 Ilsebill
Smenkhkare	Smenkhkare
920 Rogeria	920 Rogeria
921 Jovita	921 Jovita
922 Schlutia	922 Schlutia
923 Herluga	923 Herluga
924 Toni	924 Toni
925 Alphonsina	925 Alphonsina
926 Imhilde	926 Imhilde
927 Ratisbona	927 Ratisbona
928 Hildrun	928 Hildrun
W. E. B. Du Bois	W. E. B. Du Bois
930 Westphalia	930 Westphalia
931 Whittemora	931 Whittemora
932 Hooveria	932 Hooveria
934 Thüringia	934 Thüringia
940 Kordula	940 Kordula
941 Murray	941 Murray
942 Romilda	942 Romilda
943 Begonia	943 Begonia
944 Hidalgo	944 Hidalgo
945 Barcelona	945 Barcelona
947 Monterosa	947 Monterosa
948 Jucunda	948 Jucunda
949 Hel	949 Hel
95 Arethusa	95 Arethusa
950 Ahrensa	950 Ahrensa
952 Caia	952 Caia
953 Painleva	953 Painleva
955 Alstede	955 Alstede
956 Elisa	956 Elisa
957 Camelia	957 Camelia
96 Aegle	96 Aegle
961 Gunnie	961 Gunnie
962 Aslög	962 Aslög
964 Subamara	964 Subamara
965 Angelica	965 Angelica
966 Muschi	966 Muschi
968 Petunia	968 Petunia
969 Leocadia	969 Leocadia
970 Primula	970 Primula
973 Aralia	973 Aralia
972 Cohnia	972 Cohnia
974 Lioba	974 Lioba
975 Perseverantia	975 Perseverantia
976 Benjamina	976 Benjamina
977 Philippa	977 Philippa
978 Aidamina	978 Aidamina
979 Ilsewa	979 Ilsewa
98 Ianthe	98 Ianthe
980 Anacostia	980 Anacostia
982 Franklina	982 Franklina
983 Gunila	983 Gunila
9836 Aarseth	9836 Aarseth
984 Gretia	984 Gretia
985 Rosina	985 Rosina
986 Amelia	986 Amelia
987 Wallia	987 Wallia
Eugene Cernan	Eugene Cernan
989 Schwassmannia	989 Schwassmannia
990 Yerkes	990 Yerkes
992 Swasey	992 Swasey
Cevdet Sunay	Cevdet Sunay
993 Moultona	993 Moultona
994 Otthild	994 Otthild
995 Sternberga	995 Sternberga
997 Priska	997 Priska
Àsìá ilẹ̀ Guernsey	Guernseys flagg
Albert Lebrun	Albert Lebrun
René Coty	René Coty
Vincent Auriol	Vincent Auriol
Patrice de Mac-Mahon, duc de Magenta	Patrice Mac-Mahon
Georges Pire	Dominique Pire
Chulalongkorn	Rama V
Katsura Tarō	Katsura Tarō
Universidade Federal da Bahia	Universidade Federal da Bahia
Centro Federal de Educação Tecnológica de Minas Gerais	Centro Federal de Educação Tecnológica de Minas Gerais
Jack Collison	Jack Collison
Cemal Gürsel	Cemal Gürsel
Òkun Chukchi	Tsjuktsjerhavet
Ìbu	Muggsopp
Arcadius	Arcadius
.cs	.cs
Ìnàkí	Bavianer
Sósíálístì Káríayé	Sosialistinternasjonalen
Ajman	Ajman
Àsìá ilẹ̀ Sòmálí	Somalias flagg
Johannes Vilhelm Jensen	Johannes V. Jensen
Hugh Capet	Hugo Capet
Jet Li	Jet Li
Nathan Söderblom	Nathan Söderblom
John Mott	John Raleigh Mott
San Antonio Spurs	San Antonio Spurs
Àsìá ilẹ̀ Nepal	Nepals flagg
Àsìá ilẹ̀ Mónakò	Monacos flagg
Honorius (emperor)	Honorius
Àsìá ilẹ̀ Mòrókò	Marokkos flagg
Àsìá ilẹ̀ Kamẹrúùn	Kameruns flagg
Atlanta Hawks	Atlanta Hawks
Ìbejì	Tvilling
Àsìá ilẹ̀ Sìmbábúè	Zimbabwes flagg
Pópù Pius 3k	Pius III
Hen Wlad Fy Nhadau	Hen Wlad fy Nhadau
Ẹ̀bùn Booker	Bookerprisen
Pápá Ọkọ̀ Òfurufú Phu Bai	Phu Bai internasjonale lufthavn
Pópù Alexander 3k	Alexander III (pave)
Àsìá ilẹ̀ Tajikistan	Tadsjikistans flagg
Pópù Honorius 3k	Honorius III
Àsìá ilẹ̀ Bòtswánà	Botswanas flagg
Àsìá ilẹ̀ Gúúsù Áfríkà	Sør-Afrikas flagg
Àsìá ilẹ̀ Perú	Perus flagg
Àsìá ilẹ̀ New Zealand	New Zealands flagg
Free State	Free State
Àmì ọ̀pá àṣẹ ilẹ̀ Austríà	Østerrikes riksvåpen
Edward Kẹrin Ilẹ̀gẹ̀ẹ́sì	Edvard IV av England
Charles 6k ilẹ̀ Fránsì	Karl VI av Frankrike
Pópù Callixtus 3k	Callistus III
Pópù Marcellinus	Marcellinus (pave)
Simple Mail Transfer Protocol	Simple Mail Transfer Protocol
Angela Davis	Angela Davis
Telnet	Telnet
Odysseas Elytis	Odysseas Elytis
Charles Maurice de Talleyrand-Périgord	Charles-Maurice de Talleyrand
Pópù Eusebius	Eusebius (pave)
Gustaf Dalén	Nils Gustaf Dalén
Charles Glover Barkla	Charles Glover Barkla
Burt Lancaster	Burt Lancaster
Jack Kerouac	Jack Kerouac
Pópù Innocent 4k	Innocens IV
Skanderbeg	Skanderbeg
Amhrán na bhFiann	Amhrán na bhFiann
Àsìá ilẹ̀ Ghánà	Ghanas flagg
Ruble Bẹ̀lárùs	Hviterussisk rubel
Hideki Tōjō	Hideki Tojo
William Ewart Gladstone	William Gladstone
Horsepower	Hestekraft
Àsìá ilẹ̀ Slofákíà	Slovakias flagg
Àsìá ilẹ̀ Tsílè	Chiles flagg
Àsìá ilẹ̀ Sáúdí Arábíà	Saudi-Arabias flagg
Pópù Caius	Caius (pave)
Pópù Boniface 1k	Bonifatius I
Pópù Symmachus	Symmachus
Paul Reynaud	Paul Reynaud
Georg von Hertling	Georg von Hertling
Meles Zenawi	Meles Zenawi
Erékùṣù Clipperton	Clipperton
Orlando Magic	Orlando Magic
Houston Rockets	Houston Rockets
Pópù Innocent 8k	Innocens VIII
Vajiravudh	Rama VI
Pópù Siricius	Siricius
Brabançonne	La Brabançonne
Patrice Lumumba	Patrice Lumumba
United Nations Development Programme	FNs utviklingsprogram
Pópù Gregory 10k	Gregor X
Shche ne vmerla Ukrainy	Sjtsje ne vmerla Ukraina
Julie Andrews	Julie Andrews
ISO 3166-2:BW	ISO 3166-2:BW
Edward Gibbon	Edward Gibbon
Ìlú-ọba Brítánì Olókìkí	Kongeriket Storbritannia
Khufu	Keops
Ìwé Króníkà	Krønikebøkene
Pópù Pius 4k	Pius IV
Àsìá ilẹ̀ Bósníà àti Hẹrzẹgòfínà	Bosnia-Hercegovinas flagg
Eusébio	Eusébio
Àmì ọ̀pá àṣẹ ilẹ̀ Albáníà	Albanias riksvåpen
Àsìá ilẹ̀ Etiópíà	Etiopias flagg
Pópù Felix 4k	Felix III
Pópù Miltiades	Miltiades (pave)
Pópù Benedict 8k	Benedikt VIII
Nicki Minaj	Nicki Minaj
Maamme	Vårt land
Colin Firth	Colin Firth
Pópù Zosimus	Zosimus
Walter Huston	Walter Huston
Akádẹ́mì	Akademi
Vadim Brovtsev	Vadim Brovtsev
Àsìá ilẹ̀ Yemen	Jemens flagg
Jean-Bédel Bokassa	Jean-Bédel Bokassa
Eveline Widmer-Schlumpf	Eveline Widmer-Schlumpf
Àsìá ilẹ̀ Ìrák	Iraks flagg
Àsìá ilẹ̀ Tùnísíà	Tunisias flagg
Charles Thomson Rees Wilson	Charles Thomson Rees Wilson
Denver Nuggets	Denver Nuggets
Pópù Eutychian	Eutychian
Àsìá ilẹ̀ Montenẹ́grò	Montenegros flagg
Cleveland Cavaliers	Cleveland Cavaliers
Àsìá ilẹ̀ Kàmbódíà	Kambodsjas flagg
Àsìá ilẹ̀ Kúbà	Cubas flagg
Maasai	Masaier
Àsìá ilẹ̀ Orílẹ̀-èdè Olómìnira ilẹ̀ Kóngò	Republikken Kongos flagg
Ezra Pound	Ezra Pound
Post Office Protocol	POP3
William Shockley	William Shockley
Òkun Ìlàòrùn Siberia	Østsibirhavet
Prolog	Prolog (programmeringsspråk)
Charlotte Bobcats	Charlotte Bobcats
Pópù Sixtus 4k	Sixtus IV
Soccer City	Soccer City
Ringgit	Malaysisk ringgit
Àsìá ilẹ̀ Myanmar	Myanmars flagg
Pópù Benedict 2k	Benedikt II
Àsìá ilẹ̀ Sérbíà	Serbias flagg
Phoenix Suns	Phoenix Suns
Mer Hayrenik	Mer Hayrenik
Lucas Papademos	Loukas Papadimos
Thaksin Shinawatra	Thaksin Shinawatra
Steve Darcis	Steve Darcis
Mobutu Sese Seko	Mobutu Sese Seko
Àsìá ilẹ̀ Orílẹ̀-èdè Olómìnira Tòṣèlúaráìlú ilẹ̀ Kóngò	Den demokratiske republikken Kongos flagg
Àmì ọ̀pá àṣẹ ilẹ̀ Estóníà	Estlands riksvåpen
Ẹ̀wádún 100	100-årene
Maywood, Illinois	Maywood (Illinois)
Louis 8k ilẹ̀ Fránsì	Ludvig VIII av Frankrike
Jacqueline Kennedy Onassis	Jacqueline Kennedy Onassis
Àmì ọ̀pá àṣẹ ilẹ̀ Fránsì	Frankrikes riksvåpen
Ọ̀gẹ̀dẹ̀ àgbagbà	Kokebanan
Ahmet Necdet Sezer	Ahmet Necdet Sezer
Àsìá ilẹ̀ Guinea	Guineas flagg
Àmì ọ̀pá àṣẹ ilẹ̀ Rọ́síà	Russlands riksvåpen
Memphis Grizzlies	Memphis Grizzlies
Àsìá ilẹ̀ Fenesuela	Venezuelas flagg
Àsìá ilẹ̀ Ẹ̀kùàdọ̀r	Ecuadors flagg
Àsìá ilẹ̀ Kuwaiti	Kuwaits flagg
Àsìá ilẹ̀ Oman	Omans flagg
Àsìá ilẹ̀ Mòngólíà	Mongolias flagg
Pópù Boniface 9k	Bonifatius IX
Pópù Jòhánù 22k	Johannes XXII
Àsìá ilẹ̀ Kyrgyzstan	Kirgisistans flagg
Der er et yndigt land	Der er et yndigt land
Àmì ọ̀pá àṣẹ ilẹ̀ Ilẹ̀ọba Aṣọ̀kan	Storbritannias riksvåpen
Agbègbè Antárktìkì Brítánì	Britisk Antarktis
Edmund Burke	Edmund Burke
Àsìá ilẹ̀ Tsad	Tsjads flagg
Àsìá ilẹ̀ Nàmíbíà	Namibias flagg
Giorgos Seferis	Giorgos Seferis
Àsìá ilẹ̀ Brunei	Bruneis flagg
Louis 6k ilẹ̀ Fránsì	Ludvig VI av Frankrike
Àsìá ilẹ̀ Kẹ́nyà	Kenyas flagg
Àríwá-Ìwọòrùn (Gúúsù Áfríkà)	North West (Sør-Afrika)
Isidor Isaac Rabi	Isidor Isaac Rabi
Psusennes 2k	Psusennes II
XHTML	XHTML
Camillo Benso, conte di Cavour	Camillo Benso di Cavour
Sacramento Kings	Sacramento Kings
Geoffrey Rush	Geoffrey Rush
Mu isamaa, mu õnn ja rõõm	Mu isamaa, mu õnn ja rõõm
Daniel Day-Lewis	Daniel Day-Lewis
Stanley Baldwin	Stanley Baldwin
Ramsay MacDonald	Ramsay MacDonald
Bonar Law	Andrew Bonar Law
H. H. Asquith	Herbert Asquith
Internet Message Access Protocol	IMAP
Basse-Terre	Basse-Terre
Àsìá Orílẹ̀-èdè Olómìnira ilẹ̀ Makẹdóníà	Republikken Makedonias flagg
Alan García	Alan García
Portland Trail Blazers	Portland Trail Blazers
Àwọn Króátì	Kroater
Jon Voight	Jon Voight
Pópù Eugene 4k	Eugenius IV
Àsìá ilẹ̀ Móldófà	Moldovas flagg
Pópù Eugene 3k	Eugenius III
Dolomite	Dolomitt
Charles 5k ilẹ̀ Fránsì	Karl V av Frankrike
Gore Vidal	Gore Vidal
Geber	Geber
Pópù Innocent 9k	Innocens IX
Ptolemy 1k Soter	Ptolemaios I Soter
Roger Milla	Roger Milla
Àsìá ilẹ̀ Kósófò	Kosovos flagg
Faye Dunaway	Faye Dunaway
Emma Thompson	Emma Thompson
Himni i Flamurit	Hymni i Flamurit
Pópù Simplicius	Simplicius
Ọ̀ni Nílò	Nilkrokodille
Anafilasisi	Anafylaksi
Orílẹ̀-èdè Olómìnira Sófìẹ̀tì Sósíálístì Kasakstan	Den kasakhiske sosialistiske sovjetrepublikk
Àmì ọ̀pá àṣẹ ilẹ̀ Azerbaijan	Aserbajdsjans riksvåpen
Àsìá ilẹ̀ Siẹrra Léònè	Sierra Leones flagg
Àsìá ilẹ̀ Kòmórò	Komorenes flagg
Àsìá ilẹ̀ San Màrínò	San Marinos flagg
Àsìá ilẹ̀ Malaysia	Malaysias flagg
Àsìá ilẹ̀ Panamá	Panamas flagg
Miami Heat	Miami Heat
Washington Wizards	Washington Wizards
Àsìá ilẹ̀ Bẹ̀lísè	Belizes flagg
Pópù Innocent 6k	Innocens VI
Pópù Benedict 11k	Benedikt XI
Pópù Urban 4k	Urban IV
Owen Willans Richardson	Owen Willans Richardson
Carl David Anderson	Carl David Anderson
Unified Modeling Language	Unified Modeling Language
Àsìá ilẹ̀ àwọn Maldive	Maldivenes flagg
Émile Loubet	Émile Loubet
Ernest Lawrence	Ernest Lawrence
Pópù Gregory 11k	Gregor XI
Pópù Martin 5k	Martin V
Milwaukee Bucks	Milwaukee Bucks
Detroit Pistons	Detroit Pistons
Àsìá ilẹ̀ Málì	Malis flagg
Àsìá ilẹ̀ Sao Tome àti Principe	São Tomé og Príncipes flagg
Pópù Julius 3k	Julius III
Pópù Alexander 4k	Alexander IV
Jòhánù 2k ilẹ̀ Fránsì	Johan II av Frankrike
Ras al Khaimah	Ras al-Khaimah
Valentinian 3k	Valentinian III
Ẹ̀wádún 1100	1100-årene
Àsìá ilẹ̀ Jọ́rdánì	Jordans flagg
Àsìá ilẹ̀ Kóstá Rikà	Costa Ricas flagg
Mbombela	Nelspruit
Indiana Pacers	Indiana Pacers
Ẹ̀wádún 110	110-årene
Pópù Lucius 2k	Lucius II
Pópù Innocent 2k	Innocens II
Pópù Benedict 12k	Benedikt XII
Pópù Clement 8k	Klemens VIII
Secure Shell	Secure Shell
Àsìá ilẹ̀ Paragúáì	Paraguays flagg
Orílẹ̀-èdè Olómìnira Aṣọ̀kan Árábù	Den forente arabiske republikk
Àmì ọ̀pá àṣẹ ilẹ̀ Pólàndì	Polens riksvåpen
Pópù Sabinian	Sabinian
Pópù Formosus	Formosus
Pópù Romanus	Romanus (pave)
Henry James	Henry James
Àsìá ilẹ̀ Rùwándà	Rwandas flagg
Àmì ọ̀pá àṣẹ ilẹ̀ Àndórà	Andorras riksvåpen
Àsìá ilẹ̀ Guinea Alágedeméjì	Ekvatorial-Guineas flagg
Àsìá ilẹ̀ Ẹritrẹ́à	Eritreas flagg
