ਅਫ਼ਰੀਕਾ	Afrika
ਆਤਿਸ਼ਬਾਜ਼ੀ	Fyrverkeri
ਸੂਖਮ ਛੱਲ	Mikrobølge
ਜਿਓਰਜਿਓ ਵਾਸਾਰੀ	Giorgio Vasari
ਅਮੂਰਤ ਕਲਾ	Abstrakt kunst
ਲੇਵੀ ਸਤਰੋਸ	Claude Lévi-Strauss
ਸਰਬ ਅਧਿਕਾਰਵਾਦ	Totalitarisme
ਕਿਊਬਾਈ ਮਿਜ਼ਾਈਲ ਸੰਕਟ	Cubakrisen
ਅਗਾਮੈਮਨੌਨ	Agamemnon
ਮੁਹੰਮਦ ਰਜ਼ਾ ਪਹਿਲਵੀ	Muhammed Reza Pahlavi
ਐੱਫ਼. ਸੀ. ਪੋਰਤੋ	FC Porto
ਛਾਰਲ ਪੇਰੋ	Charles Perrault
ਵੈਂਬਲੀ ਸਟੇਡੀਅਮ	Wembley Stadium
ਗ੍ਰਾਹਮ ਗ੍ਰੀਨ	Graham Greene
ਛਾਤੀ ਦਾ ਕੈਂਸਰ	Brystkreft
ਲੇਸ	Viskositet
ਵਿਅੰਗ	Satire
ਅਰਾਫ਼ੁਰਾ ਸਮੁੰਦਰ	Arafurasjøen
ਦੇਲੀ ਬਲਿੰਦ	Daley Blind
ਬਾਇਓ ਬਾਲਣ	Biobrensel
ਭੁਪਾਲ ਗੈਸ ਕਾਂਡ	Bhopal-katastrofen
ਭਾਰਤ ਦੀ ਵੰਡ	Delingen av Britisk India
ਮਿਥੁਨ	Tvillingene (stjernetegn)
ਲਾਰਵਾ	Larve
ਬਰਤਾਨਵੀ ਰਾਜ	Britisk India
ਹੀਊ ਜੈਕਮੈਨ	Hugh Jackman
ਹਰਟ ਆਫ਼ ਡਾਰਕਨੈਸ	Mørkets hjerte
ਭਾਰਤ ਦਾ ਪਹਿਲਾ ਆਜ਼ਾਦੀ ਸੰਗਰਾਮ	Det indiske opprøret i 1857
ਅਤਲਸ ਪਹਾੜ	Atlasfjellene
ਲੰਡਨ ਬ੍ਰਿਜ	London Bridge
ਮੈਕਬਥ	Macbeth (skuespill)
ਬਾਰਟੋਲੋਮੀਉ ਡਿਆਸ	Bartolomeu Dias
ਮਜ਼ਾਰ-ਏ-ਸ਼ਰੀਫ਼	Mazar-e Sharif
ਅਰਮੀਨੀਆਈ ਦਰਾਮ	Armensk dram
ਲਕਸਰ	Luxor
ਹੀਅਰੋਨੀਮਸ ਬੌਸ਼	Hieronymus Bosch
ਜਾਕ ਦੇਰੀਦਾ	Jacques Derrida
ਬੀਂਡਾ	Sangsikader
ਡੀਜੇ	Disc jockey
ਮਾਨਾਕੇਮ ਬੇਗਿਨ	Menachem Begin
ਈਡੀਪਸ	Oidipus
ਗਲਫ਼ ਸਟ੍ਰੀਮ	Golfstrømmen
ਡੇਲੀਆ	Georgineslekta
ਓਕੈਮ ਦਾ ਪਤੱਰਾ	Ockhams barberkniv
ਪ੍ਰਤੱਖਵਾਦ	Positivisme
ਚੈੱਕ ਕੋਰੂਨਾ	Tsjekkisk koruna
ਪਾਲ ਕਰੂਗਮੈਨ	Paul Krugman
ਐਨਾ ਕੋਰਨੀਕੋਵਾ	Anna Kurnikova
ਹੈਨਰੀ ਡੇਵਿਡ ਥੋਰੋ	Henry David Thoreau
ਵੈਲਡਿੰਗ	Sveising
ਕੈਬਰੇ	Kabaret
ਪ੍ਰੋਪੇਨ	Propan
ਹਰਡ ਟਾਪੂ ਅਤੇ ਮੈਕਡਾਨਲਡ ਟਾਪੂ	Heard- og McDonaldøyene
ਪਾਏਦਾਰ ਵਿਕਾਸ	Bærekraftig utvikling
ਥਾਈਲੈਂਡ ਦੀ ਖਾੜੀ	Siambukten
ਦੱਖਣੀ ਤਰਾਵਾ	South Tarawa
ਕਾਰਲ ਲੂਈਸ	Carl Lewis
ਸ਼ਿਕਾਗੋ ਯੂਨੀਵਰਸਿਟੀ	University of Chicago
ਬੌਧਿਕ ਸੰਪਤੀ	Immaterialrett
ਬੋਫ਼ੋਰ ਸਮੁੰਦਰ	Beauforthavet
ਰਵਾਂਡਾਈ ਨਸਲਕੁਸ਼ੀ	Folkemordet i Rwanda
ਹਿਮਸ	Homs
ਇਜ਼ਰਾਇਲੀ ਨਵਾਂ ਸ਼ੇਕਲ	Ny israelsk shekel
ਜਾਰਜ ਐਲੀਅਟ	George Eliot
ਪੰਡੋਰਾ	Pandora
ਜ਼ੁਲਫਿਕਾਰ ਅਲੀ ਭੁੱਟੋ	Zulfikar Ali Bhutto
ਨਮੀਬ ਮਾਰੂਥਲ	Namibørkenen
ਮੁਸ ਪ੍ਰਾਂਤ	Muş (provins)
ਸੰਵਾਦ	Dialog
ਤਿਮੋਰ ਸਮੁੰਦਰ	Timorsjøen
ਲਕਸ਼ਮੀ	Lakshmi
ਆਈਸਲੈਂਡੀ ਕਰੋਨਾ	Islandsk krone
ਐੱਸ. ਐੱਲ. ਬੇਨਫ਼ੀਕਾ	SL Benfica
ਕਿਸਾਨ	Bonde
ਬਾਲ ਸਾਹਿਤ	Barne- og ungdomslitteratur
ਭਾਰਤੀ ਸੂਬੇ ਅਤੇ ਕੇਂਦਰੀ ਸ਼ਾਸ਼ਤ ਪ੍ਰਦੇਸ	Indias delstater og territorier
ਸੁਲ੍ਹਾਨਾਮਾ	Traktat
ਪੋਸਤ	Opiumsvalmue
ਰੋਮਾਨੀਆਈ ਲਿਊ	Rumensk leu
ਧਨਾਢਰਾਜ	Plutokrati
ਦ ਪ੍ਰਿੰਸ	Fyrsten
ਬਿਟਕੌਇਨ	Bitcoin
ਹੈਪਾਟਾਈਟਸ	Hepatitt
ਮਹੱਤਮ ਸਾਂਝਾ ਭਾਜਕ	Største felles divisor
ਚੀਨੀ ਨਵਾਂ ਸਾਲ	Kinesisk nyttår
ਵਹਿਰਾਨ	Oran
ਵਿਚਾਰ	Idé
ਆਸਟਰੀਆਈ ਸਲਤਨਤ	Østerrikes historie (1804–1867)
ਚਾਬੀ	Nøkkel
ਕਾਲ਼ੀ ਮਾਤਾ	Kali
ਸਾਨੀਆ ਮਿਰਜ਼ਾ	Sania Mirza
ਆਯੁਰਵੇਦ	Ayurveda
ਵਿਕਸਿਤ ਦੇਸ਼	Industriland
ਫਰਮਾ ਦੀ ਆਖਰੀ ਥਿਓਰਮ	Fermats siste teorem
ਅਮਰਤਿਆ ਸੇਨ	Amartya Sen
ਜੀਰਾ	Spisskummen
ਨਾਰਵੇਈ ਕਰੋਨਾ	Norsk krone
ਬਾਖ਼ਤਰ	Baktria
ਜਮਨਾ ਦਰਿਆ	Yamuna
ਅਰਬੀਲ	Arbil
ਥਾਮਸ ਹਾਰਡੀ	Thomas Hardy
ਕੈਲੀਫ਼ੋਰਨੀਆ ਦੀ ਖਾੜੀ	Californiabukta
ਦੌਆਲਾ	Douala
ਘਰਘੀਣ	Gravevepser (Sphecidae)
ਗਰੀਨਲੈਂਡ ਸਮੁੰਦਰ	Grønlandshavet
ਓਲੰਪੀਕ ਡ ਮਾਰਸੇਈ	Olympique de Marseille
ਬੁਸ਼ਹਿਰ ਸੂਬਾ	Bushehr (provins)
ਤਕਲਾਮਕਾਨ ਮਾਰੂਥਲ	Taklamakan
ਉਪ-ਸਹਾਰਵੀ ਅਫ਼ਰੀਕਾ	Afrika sør for Sahara
ਵਲਾਦੀਮੀਰ ਮਾਇਕੋਵਸਕੀ	Vladimir Majakovskij
ਯੋਮ ਕੀਪੂਰ	Jom kippúr
ਡਾਇਆਸਪੋਰਾ	Diaspora
ਲਾਤਵੀਆਈ ਲਾਤਸ	Latvisk lats
ਸਿਲਵੀਆ ਪਲੈਥ	Sylvia Plath
ਪੈਰਿਸ ਕਮਿਊਨ	Pariskommunen
ਭਾਰਤ ਦਾ ਇਤਿਹਾਸ	Indias historie
ਸਕੁਐਸ਼ (ਖੇਡ)	Squash (sport)
ਮੁਸਲਿਮ ਬ੍ਰਦਰਹੁੱਡ	Det muslimske brorskapet
ਢੂੰਹੀ	Rygg (anatomi)
ਸ਼ੈਤਾਨੀ ਧਰਮ	Satanisme
ਸੇਪੂਕੂ	Seppuku
ਰਾਬਾਈ	Rabbiner
ਸਨ ਸੀਰੋ (ਸਟੇਡੀਅਮ)	San Siro
ਅਲਤਾਮਿਰਾ ਦੇ ਗੁਫਾ	Altamira
ਨੰਗਬੀਜੀ ਬੂਟਾ	Nakenfrøede planter
ਪਲੇਗ (ਰੋਗ)	Pest
ਧਰਤ-ਗੋਲ਼ਾ	Globus
ਸ਼ਾਹਮੁਖੀ ਲਿਪੀ	Shahmukhi
ਕੰਨਿਆ	Jomfruen (stjernetegn)
ਜੇ (ਸਿਰਿਲਿਕ)	Ј
ਪੌਪ ਕਲਾ	Popkunst
ਬਿਊਟੇਨ	Butan
ਪੋਲੋ	Polo
ਵਰਗ ਮੂਲ	Kvadratrot
ਫੇਨੂਰਡ	Feyenoord Rotterdam
ਕੁਰਦਿਸਤਾਨ ਸੂਬਾ	Kurdistan (provins)
ਤੱਕੜੀ (ਰਾਸ਼ੀ)	Vekten (stjernetegn)
ਵ੍ਰਸਚਿਕ	Skorpionen (stjernetegn)
ਮਰਕਜ਼ੀ ਸੂਬਾ	Markazi
ਗੁਰੂਤਾਕਰਸ਼ਣ ਦਾ ਸਰਵ-ਵਿਅਾਪੀ ਨਿਯਮ	Newtons gravitasjonslov
ਬੋਰ ਸਈਦ	Port Said
ਲਿਪਾਂਤਰਨ	Translitterasjon
ਸੇਂਟ ਲਾਰੰਸ ਦਰਿਆ	St. Lawrence (elv)
ਪਿਤਾ ਦਿਵਸ	Farsdag
ਕਾਰਬੌਕਸਿਲੀ ਤਿਜ਼ਾਬ	Karboksylsyre
ਸ਼ੈਮਪੇਨ	Champagne
ਡੈਨੀ ਬੋਏਅਲ	Danny Boyle
ਸੀ.ਐੱਨ. ਬੁਰਜ	CN Tower
ਖਾਵੀਏਰ ਬਾਰਦੇਮ	Javier Bardem
ਤਾਰਾਸ ਸ਼ੇਵਚੈਨਕੋ	Taras Sjevtsjenko
ਜਾਨ ਕਾਰਨਫੋਰਥ	John Warcup Cornforth
ਭਾਰਤ ਦੀਆਂ ਬੋਲੀਆਂ	Språk i India
ਮਲੱਠੀ	Lakris
ਬੋਲਸ਼ੋਈ ਥੀਏਟਰ ਮਾਸਕੋ	Bolsjojteateret
ਫੌਰਸ ਇੰਡੀਆ	Force India
ਜ਼ੇਡੀ ਸਮਿਥ	Zadie Smith
2008 ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਫ੍ਰੀਸਟਾਇਲ 96 ਕਿਲੋਗਰਾਮ	Bryting under Sommer-OL 2008 – Fri stil menn 96 kg
ਜੌਨ ਡਨ	John Donne
ਅਲੈਕਸੀ ਦ ਤੋਕੂਵੀਲ	Alexis de Tocqueville
ਐਡਵਰਡ ਬੀ ਟਾਇਲਰ	Edward Burnett Tylor
ਸਾਓ ਫ਼ਰਾਂਸਿਸਕੋ ਦਰਿਆ	São Francisco (elv)
ਅਰਬ ਜਗਤ	Den arabiske verden
ਛਾਪਾਖ਼ਾਨਾ	Trykkpresse
ਤੁਗ਼ਰਿਲ ਬੇਗ	Toghrül
ਜ਼ਾਕਿਰ ਹੁਸੈਨ	Zakir Husain
ਲਿਊਡਮਿਲਾ ਪੈਵਲਿਚੇਨਕੋ	Ljudmila Pavlitsjenko
ਮਹਾਨ ਵਿਕਟੋਰੀਆ ਮਾਰੂਥਲ	Victoriaørkenen
ਸਾਰਕ	Den sørasiatiske regionale samarbeidsorganisasjonen
ਵਨ ਡਾਇਰੈਕਸ਼ਨ	One Direction
ਮੀਰੀਆਮ ਮਾਕੇਬਾ	Miriam Makeba
ਡੋਮੇਨ (ਜੀਵ-ਵਿਗਿਆਨ)	Domene (biologi)
ਅਪਰਾਧਿਕ ਕਾਨੂੰਨ	Strafferett
ਗੁਰਦਾਸਪੁਰ ਜ਼ਿਲ੍ਹਾ	Gurdaspur (distrikt)
ਜ਼ਨਜਾਨ ਸੂਬਾ	Zanjan (provins)
ਕੁਬਤੀ ਲੋਕ	Koptere
ਸਹਿ ਧੁਨੀ	Allofon
ਮਨਿਸਾ	Manisa
੧੯੦੦ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India under Sommer-OL 1900
ਜਾਦੂਈ ਯਥਾਰਥਵਾਦ	Magisk realisme
ਬੋਧ ਵਿਗਿਆਨ	Kognitiv vitenskap
੧੯੨੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India under Sommer-OL 1928
੧੯੩੬ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India under Sommer-OL 1936
ਲਿਵਰ ਸਿਰੋਸਿਸ	Skrumplever
ਅੰਨਾ ਕਾਰੇਨੀਨਾ	Anna Karenina
ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ	Shiromani Akali Dal
ਸੁਬਰਾਮਨੀਅਮ ਚੰਦਰਸ਼ੇਖਰ	Subramanyan Chandrasekhar
ਓਸ਼ੋ	Osho
ਕਬੱਡੀ	Kabaddi
ਰਾਜਾ ਈਡੀਪਸ	Kong Oidipus
ਜ਼ੇ (ਸਿਰਿਲਿਕ)	З
ਜ਼ਿਲ੍ਹਾ	Gu (forvaltningsenhet)
ਜਮਨਾ ਦਰਿਆ (ਬੰਗਲਾਦੇਸ਼)	Jamuna
ਬਾਕਸਰ ਬਗ਼ਾਵਤ	Bokseropprøret
ਫ਼ਲੋਰਸ ਸਾਗਰ	Floressjøen
ਅਲੈਗਜ਼ੈਂਡਰ ਦੁਬਚੇਕ	Alexander Dubček
ਮਿੱਗ 21	Mikojan-Gurevitsj MiG-21
ਫਰੈਂਕਨਸਟਾਇਨ	Frankenstein
ਜਾਨ ਬੋਨ ਜੋਵੀ	Jon Bon Jovi
ਵੈਸਟਫ਼ਾਲਨ ਸਟੇਡੀਅਮ	Signal Iduna Park
ਇਮਟੈੱਕ ਆਰੇਨਾ	Imtech Arena
ਫ਼ੈਲਟਿਨਸ-ਆਰੇਨਾ	Veltins-Arena
ਤੇਹਰਾਨ ਕਾਨਫਰੰਸ	Teherankonferansen i 1943
ਚੋਲ ਰਾਜਵੰਸ਼	Chola-dynastiet
ਆਂਦਰੇ ਮਾਲਰੋ	André Malraux
ਓਲੰਪਿਕ ਸਟੇਡੀਅਮ (ਬਰਲਿਨ)	Olympiastadion (Berlin)
ਥਾਮਸ ਕਾਰਲਾਈਲ	Thomas Carlyle
ਸਫਿੰਕਸ	Sfinks
ਗਿਉਰਗੀ ਲੂਕਾਚ	Georg Lukács
ਰਾਏ ਲਿਖਟਨਸਟਾਈਨ	Roy Lichtenstein
ਫਰੈਂਕਫ਼ਰਟ ਸਕੂਲ	Frankfurtskolen
ਰਾਈਨਐਨਰਜੀ ਸਟੇਡੀਅਮ	RheinEnergieStadion
ਰੂਆ	Ruhrområdet
ਡੈੱਨਮਾਰਕ ਪਣਜੋੜ	Danmarkstredet
ਹੰਬੋਲਟ ਬਰਲਿਨ ਯੂਨੀਵਰਸਿਟੀ	Humboldt-Universität zu Berlin
ਮਰਸੇਡੇਜ਼-ਬੈਂਸ ਆਰੇਨਾ (ਸ਼ਟੁੱਟਗਾਟ)	Mercedes-Benz Arena
ਬੈਟਲਸ਼ਿਪ ਪੋਤੇਮਕਿਨ	Panserkrysseren Potemkin
ਜੋਆਨ ਮੀਰੋ	Joan Miró
ਅਲਫਰੈਡ ਐਡਲਰ	Alfred Adler
ਗੁੰਨਾਰ ਮਿਰਦਲ	Gunnar Myrdal
ਜ਼ੀਰੋ ਡਾਰਕ ਥਰਟੀ	Zero Dark Thirty
ਐੱਚ.ਡੀ.ਆਈ-ਆਰੇਨਾ	AWD-Arena
ਪਾਕੋ ਦੇ ਲੂਸੀਆ	Paco de Lucía
ਮਾਰਟਿਨ ਨੀਮੋਲਰ	Martin Niemöller
ਬੌਖ਼ੂਸੀਆ-ਪਾਰਕ	Borussia-Park
ਮੋਸੀਨ–ਨਾਗੋਨ	Mosin-Nagant M91/30
ਚਿੰਤਾ	Angst
ਆਲੂ ਖਾਣੇ	«Potetspiserne»
ਵੇਜ਼ਾਸ਼ਟਾਡੀਓਨ	Weserstadion
ਲੀਓਪੋਲਡ ਸੈਨਘੋਰ	Léopold Sédar Senghor
ਕਾਰਲੋਸ ਫਿਊਨਤੇਸ	Carlos Fuentes
ਨੌਰਮਨ ਬੋਰਲੌਗ	Norman Ernest Borlaug
ਲੈਨਿਨਵਾਦ	Leninisme
ਗਿਓਰਗੀ ਦਮਿਤਰੋਵ	Georgi Dimitrov
ਇਮਰਾਨ ਖ਼ਾਨ	Imran Khan
ਕੁਲਡਿਗਾ	Kuldīga
ਚਿਨੁਆ ਅਚੇਬੇ	Chinua Achebe
ਕਾਰਲ ਚਾਪੇਕ	Karel Čapek
ਜਾਰਜ ਫ੍ਰਾਸਟ ਕੇਨੰਨ	George F. Kennan
ਆਜ਼ਾਦ ਹਿੰਦ ਫ਼ੌਜ	Indian National Army
ਤਕਸ਼ਿਲਾ	Taxila
ਰੋਮਨ ਜੈਕਬਸਨ	Roman Jakobson
ਕਥਾਰਸਿਸ	Katarsis
ਧਰਤੀ ਦਾ ਇਤਿਹਾਸ	Jordens historie
ਕਾਰਨ ਵਿਗਿਆਨ	Etiologi
ਲਤਾ ਮੰਗੇਸ਼ਕਰ	Lata Mangeshkar
ਸਰਵੇਪੱਲੀ ਰਾਧਾਕ੍ਰਿਸ਼ਣਨ	Sarvepalli Radhakrishnan
ਕਲੀਸ਼ੇ	Klisjé
ਕਸੁੰਭ	Saflor
ਬਾਈਆਰੇਨਾ	BayArena
1948 ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India under Sommer-OL 1948
ਤਾਰਾਮੀਰਾ	Ruccola
ਸੈਮੂਅਲ ਹੈਨੇਮੈਨ	Samuel Hahnemann
ਕਾਮਰਸਬਂਕ-ਆਰੇਨਾ	Commerzbank-Arena
ਨਿਕੋਬਾਰ ਟਾਪੂ	Nikobarene
ਸ਼ਗਨ	Forlovelse
ਜ਼ਿਗਮੁੰਤ ਬਾਓਮਨ	Zygmunt Bauman
ਦੇਜਾ ਵੂ	Déjà vu
ਗਵਾਲੀਅਰ	Gwalior
ਵਲੋਰੇ ਜ਼ਿਲਾ	Vlorë (distrikt)
ਅਫ਼ਗ਼ਾਨਿਸਤਾਨ ਦੇ ਸੂਬੇ	Afghanistans provinser
ਟੋਰਟ	Norsk erstatningsrett
ਸਪੋਟੇਸੀ	Sapodillefamilien
ਫ਼ਿਲਪੀਨ ਸਾਗਰ	Filippinerhavet
ਅਲਕਾਈਨ	Alkyner
ਜਣਨ ਇੰਜੀਨੀਅਰੀ	Gensløyd
ਚੁਕਚੀ ਸਮੁੰਦਰ	Tsjuktsjerhavet
ਸੋਸ਼ਲਿਸਟ ਇੰਟਰਨੈਸ਼ਨਲ	Sosialistinternasjonalen
ਖੁਰਾਕ ਲੜੀ	Næringskjede
ਅਜਮਾਨ	Ajman
ਸਾਜ਼ਿਸ਼ ਪ੍ਰਸਤਾਵ	Konspirasjonsteori
ਜੇਟ ਲੀ	Jet Li
ਅੰਨਪੂਰਨਾ	Annapurna
ਪੂਰਨ ਚਮਕ	Absolutt størrelsesklasse
ਕਾਲਾ ਮੋਤੀਆ	Glaukom
ਮੌਨਾ ਲੋਆ	Mauna Loa
ਅਰਥਚਾਰਾ	Økonomi
ਸਿੰਘ	Løven (stjernetegn)
ਉਲੰਪਿਕ ਖੇਡਾਂ	Olympiske sommerleker
ਕਾਮ ਨੋਊ	Camp Nou
ਜੂਲੀਆ ਕ੍ਰਿਸਤੇਵਾ	Julia Kristeva
ਸਟੇਡੀਓ ਓਲੰਪਿਕੋ	Stadio Olimpico
ਟਵਾਈਲਾਈਟ (ਫ਼ਿਲਮ)	Twilight – Evighetens kyss
ਮੈਨ ਬੁੱਕਰ ਇਨਾਮ	Bookerprisen
ਮੈਦਾਨ	Slette
ਪਰਾਦੋ ਅਜਾਇਬ-ਘਰ	Museo del Prado
ਬਾਲ ਪੈੱਨ	Kulepenn
ਧਰਤ ਘੰਟਾ	Earth Hour
ਰਾਮ	Rama
ਡੇਵਿਡ ਰਿਕਾਰਡੋ	David Ricardo
ਦਮਾਮ	Dammam
ਬੋਧ	Persepsjon
ਅਲ-ਫ਼ਾਰਾਬੀ	Al-Farabi
ਮੁਹੰਮਦ ਅਲੀ ਜਿੰਨਾਹ	Muhammad Ali Jinnah
ਰੋਜ਼ੇ ਗਾਰੋਦੀ	Roger Garaudy
ਲੰਡਨ ਆਈ	London Eye
ਬੈਲਾਰੂਸੀ ਰੂਬਲ	Hviterussisk rubel
ਸ਼ਹਿਰੀਕਰਨ	Urbanisering
ਦਾਰਦਿਕ ਭਾਸ਼ਾਵਾਂ	Dardiske språk
ਪਛਾਣ-ਸ਼ਬਦ	Passord
ਸਮਾਜਕ ਮਨੋਵਿਗਿਆਨ	Sosialpsykologi
ਕ੍ਰੈਡਿਟ ਕਾਰਡ	Kredittkort
ਚਿਉਨ ਸ਼ੁਗੀਹਾਰਾ	Chiune Sugihara
ਟੂੰਮਾਂ	Smykke
ਜੰਗ ਤੇ ਅਮਨ	Krig og fred
ਪੈਤਰਿਸ ਲਮੂੰਬਾ	Patrice Lumumba
ਕਰਕ	Krepsen (stjernetegn)
ਪਾਮੀਰ ਪਹਾੜ	Pamir
ਐਡਵਰਡ ਗਿਬਨ	Edward Gibbon
ਗਰੇਟ ਬ੍ਰਿਟੇਨ ਦੀ ਸੰਯੁਕਤ ਰਾਜਸ਼ਾਹੀ	Kongeriket Storbritannia
ਕੁੰਭ	Vannmannen (stjernetegn)
ਨਿਕੀ ਮਿਨਾਜ	Nicki Minaj
ਅਲਾਹਾਬਾਦ	Allahabad
ਦੇਹਰਾ	Mausoleum
ਮਾਸਾਈ ਲੋਕ	Masaier
ਪ੍ਰਸਰਣ (ਵਿਗਿਆਨ)	Diffusjon
ਸੋਨੀਆ ਗਾਂਧੀ	Sonia Gandhi
ਬਲੋਚਿਸਤਾਨ (ਪਾਕਿਸਤਾਨ)	Balutsjistan (Pakistan)
ਅਜਨਬੀ (ਨਾਵਲ)	Den fremmede
ਐਜ਼ਰਾ ਪਾਊਂਡ	Ezra Pound
ਪੂਰਬੀ ਸਾਈਬੇਰੀਆਈ ਸਮੁੰਦਰ	Østsibirhavet
ਡੀ.ਡੀ.ਟੀ.	DDT
ਮਲੇਸ਼ੀਆਈ ਰਿਙਿਤ	Malaysisk ringgit
ਜੂਜੁਤਸੂ	Jujutsu
ਸਿਲੀਕਾਨ ਘਾਟੀ	Silicon Valley
ਦ ਡਾਰਕ ਨਾਈਟ	The Dark Knight
ਕਮਿਊਨਿਸਟ ਇੰਟਰਨੈਸ਼ਨਲ	Komintern
ਅਮੀਰਾਤ ਸਟੇਡੀਅਮ	Emirates Stadium
ਵ੍ਰਸ਼	Tyren (stjernetegn)
ਸਾਂਤੀਆਗੋ ਬੈਰਨਾਬੇਊ ਸਟੇਡੀਅਮ	Santiago Bernabéu Stadion
ਅਲੈਗਜ਼ੈਂਡਰ ਪੋਪ	Alexander Pope
ਤੀਆਨਾਨਮੇਨ ਚੌਕ	Den himmelske freds plass
ਅ ਬਿਊਟੀਫ਼ੁਲ ਮਾਈਂਡ	Et vakkert sinn (film)
ਮਾਰਕ ਵਾਲਬਰਗ	Mark Wahlberg
ਮਕਰ	Steinbukken (stjernetegn)
ਫ਼ੰਕ	Funk
ਕਰਤਾ (ਵਿਆਕਰਨ)	Subjekt (grammatikk)
ਖੱਬੇ-ਪੱਖੀ ਰਾਜਨੀਤੀ	Venstresiden
ਦ ਵਾਲ ਸਟਰੀਟ ਜਰਨਲ	The Wall Street Journal
ਅਲੈਗਜ਼ੈਂਡਰ ਬਲੋਕ	Aleksandr Blok
ਐਸ਼ਟਨ ਕਚਰ	Ashton Kutcher
ਪਾਓਲੋ ਫਰੇਰੇ	Paulo Freire
ਪ੍ਰਤੀਕਵਾਦ (ਕਲਾ)	Symbolisme
ਓਲੀਵਰ ਟਵਿਸਟ	Oliver Twist
ਕਾਰਲ ਸ਼ਪਿਟਸਵੇਕ	Carl Spitzweg
ਨਾਇਕੀ (ਮਿਥਹਾਸ)	Nike (mytologi)
ਬੈਕਟੀਰਿਓਫੇਜ਼	Bakteriofag
ਗ੍ਰੀਨਹਾਊਸ	Drivhus
ਮੋਜ਼ੈਂਬੀਕ ਨਹਿਰ	Mosambikkanalen
ਯੂਕਾਤਾਨ	Mérida (Yucatán)
ਯਾਕ ਪਰੇਵੈਰ	Jacques Prévert
ਅਪਰਾਧ ਅਤੇ ਦੰਡ	Forbrytelse og straff
ਬਾਈਕੋਨੂਰ	Bajkonur
ਧੌਲਾਗਿਰੀ	Dhaulagiri
ਤਿਕਰੀਤ	Tikrit
ਅਜ਼ਾਨ	Adhan
ਜੈਵਿਕ ਖੇਤੀ	Økologisk landbruk
ਮਾਈਕਰੋ ਕੰਟ੍ਰੋਲਰ	Mikrokontroller
ਬਰਤਾਨਵੀ ਅੰਟਾਰਕਟਿਕ ਰਾਜਖੇਤਰ	Britisk Antarktis
ਸੇਵਿੰਗ ਪ੍ਰਾਈਵੇਟ ਰਾਇਨ	Redd menig Ryan
ਰੰਗਾਵਲ	Prisme (optikk)
ਦ ਵਾਸ਼ਿੰਗਟਨ ਪੋਸਟ	The Washington Post
ਵਿਸ਼ਵ ਪੁਸਤਕ ਦਿਵਸ	Verdens bokdag
ਕਾਮੀਲੋ ਬੈਨਸੋ, ਕਾਵੂਰ ਦਾ ਕਾਊਂਟ	Camillo Benso di Cavour
ਬੈਟਮੈਨ ਬਿਗਿਨਜ਼	Batman Begins
ਘੜਮੱਸ ਸਿਧਾਂਤ	Kaosteori
ਡੋਪਿੰਗ (ਖੇਡਾਂ)	Doping
ਅਮੀਰ (ਪਦਵੀ)	Emir
ਡੇਲਵਾਇਨ ਜ਼ਿਲਾ	Delvinë (distrikt)
ਸ਼ਤ ਅਲ-ਅਰਬ	Shatt al-Arab
ਜ਼ਾਗਰਸ ਪਹਾੜ	Zagros
ਬਾਰਬੀ	Barbiedukke
ਨੂਰਿਸਤਾਨ ਸੂਬਾ	Nuristān (provins)
ਫ਼ਰਾਹ ਖ਼ਾਨ	Farah Khan
ਵਿਜੈਨਗਰ ਸਾਮਰਾਜ	Vijayanagarariket
ਤੀਰੂਵੰਥਪੁਰਮ	Thiruvananthapuram
ਵਿਲੀਅਮ ਮੇਕਪੀਸ ਥੈਕਰੇ	William Makepeace Thackeray
ਆਰਥੋਪਟੇਰਾ	Rettvinger
ਬੁਰਕਾ	Burka
ਗਿੱਟਾ	Ankelledd
ਸਵੇਜ਼ ਦੀ ਖਾੜੀ	Suezbukten
ਡੱਡੀ	Rumpetroll
ਹਰਜੀਸਾ	Hargeisa
ਗੁੱਡੀ	Dukke
ਰੌਬਰਟ ਫ਼ਰੌਸਟ	Robert Frost
ਕੈਲੀਫ਼ੋਰਨੀਆ ਯੂਨੀਵਰਸਿਟੀ, ਬਰਕਲੇ	University of California, Berkeley
ਐਨਾਫ਼ਾਈਲੈਕਸਿਸ	Anafylaksi
ਇਸਲਾਮ ਦੇ ਪੈਗੰਬਰ	Islams profeter
ਇਸਕੀ ਸ਼ਹਿਰ	Eskişehir
ਪੰਜਾਬ ਖੇਤਰ	Punjab
ਵਿਤਕਰਾ	Forskjellsbehandling
ਮੂਰ	Maurere
