აფრიკა	Afrika
Get Back	Get Back
სკანდოლის ბუნების ნაკრძალი	Scandola naturreservat
მაიკლ მეირსი	Michael Myers
ოქროს კარიბჭე (კიევი)	Den gylne porten (Kiev)
სან-პედრო-დე-ტოტორას პროვინცია	Provinsen San Pedro de Totora
საუკარის პროვინცია	Provinsen Saucarí
ნორ-კარანგასის პროვინცია	Provinsen Nor Carangas
ედუარდო-ავაროას პროვინცია	Provinsen Eduardo Avaroa
მისკეს პროვინცია	Provinsen Mizque
ბარნიტის ბრძოლა	Slaget ved Barnet
პან-მოძრაობები	Pannasjonalisme
ეთიოპიის ეროვნული პარკების სია	Liste over nasjonalparker i Etiopia
ვალერიუსი	Valerius
Genesis Live	Genesis Live
ჰვითაურვატნი	Hvítárvatn
სტიორტის ქვიანი უდაბნო	Sturt steinørken
ჰორეკა	Horeca
ელდგეიტ ისტი (მეტროსადგური)	Aldgate East undergrunnsstasjon
კახამარკის პროვინცია	Cajamarca (provins)
ჩოტის პროვინცია	Chota (provins)
სელენდინის პროვინცია	Celendín (provins)
ჟუსარა (ბაია)	Jussara (Bahia)
რააზიკუს მუნიციპალიტეტი	Raasiku kommune
ნისის მუნიციპალიტეტი	Nissi kommune
ლიპარის კუნძულებთან ბრძოლა	Slaget ved Lipariøyene
ახალი მოდელის არმია	New Model Army
მალაქ-ტაუსი	Melek Tawus
მოუსონი	Mawson (forskningsstasjon)
ჩაპარეს პროვინცია	Provinsen Chapare
ლულუბეელები	Lullubi
Roll Over Beethoven	Roll Over Beethoven
იფრანეს ეროვნული პარკი	Ifrane nasjonalpark
კოსტერჰავეტის ეროვნული პარკი	Kosterhavets nasjonalpark
Bart vs. Thanksgiving	Bart vs. Thanksgiving
1120-იანები	1120-årene
საქართველოს გეოგრაფია	Georgias geografi
კოლუმბია 2000 წლის ზაფხულის ოლიმპიურ თამაშებზე	Colombia under Sommer-OL 2000
ბლო-იუნგფრუნი	Blå Jungfrun
A World Without Love	A World Without Love
იირჟი მუხა	Jiří Mucha
დღესასწაული	Helligdag
Don't Ever Change (სიმღერა)	Don't Ever Change (sang)
პოლონეთის გეოგრაფია	Polens geografi
ეგვიპტის გეოგრაფია	Egypts geografi
ესტონეთის გეოგრაფია	Estlands geografi
კატეგორია:ავღანეთი	Kategori:Afghanistan
კატეგორია:ალჟირი	Kategori:Algerie
კატეგორია:ავსტრია	Kategori:Østerrike
კატეგორია:ბანგლადეში	Kategori:Bangladesh
კატეგორია:კონგოს დემოკრატიული რესპუბლიკა	Kategori:Den demokratiske republikken Kongo
კატეგორია:კუბა	Kategori:Cuba
კატეგორია:ეთიოპია	Kategori:Etiopia
კატეგორია:ინდონეზია	Kategori:Indonesia
კატეგორია:ერაყი	Kategori:Irak
კატეგორია:ნიდერლანდი	Kategori:Nederland
კატეგორია:ნიგერია	Kategori:Nigeria
კატეგორია:პაკისტანი	Kategori:Pakistan
კატეგორია:პოლონეთი	Kategori:Polen
კატეგორია:პორტუგალია	Kategori:Portugal
კატეგორია:სინგაპური	Kategori:Singapore
კატეგორია:სამხრეთი კორეა	Kategori:Sør-Korea
კატეგორია:სუდანი	Kategori:Sudan
კატეგორია:შვეიცარია	Kategori:Sveits
კატეგორია:ტანზანია	Kategori:Tanzania
კატეგორია:ტაილანდი	Kategori:Thailand
კატეგორია:უკრაინა	Kategori:Ukraina
კატეგორია:ვიეტნამი	Kategori:Vietnam
კატეგორია:ძუძუმწოვრები	Kategori:Pattedyr
კატეგორია:ქვეწარმავლები	Kategori:Krypdyr
კატეგორია:ამფიბიები	Kategori:Amfibier
კატეგორია:ფრინველები	Kategori:Fugler
კატეგორია:იქთიოლოგია	Kategori:Iktyologi
კატეგორია:სოკოები	Kategori:Sopp
კატეგორია:ბაქტერიები	Kategori:Bakterier
კატეგორია:ვირუსები	Kategori:Virus
კატეგორია:მცენარეები	Kategori:Planter
კატეგორია:გვიმრასნაირნი	Kategori:Bregneplanter
კატეგორია:ფიზიკა	Kategori:Fysikk
კატეგორია:საბუნებისმეტყველო მეცნიერებები	Kategori:Naturvitenskap
კატეგორია:ბიოლოგია	Kategori:Biologi
კატეგორია:ქიმია	Kategori:Kjemi
კატეგორია:დედამიწის მეცნიერებები	Kategori:Geovitenskap
კატეგორია:ისტორია	Kategori:Historie
კატეგორია:გეოგრაფია	Kategori:Geografi
კატეგორია:საზოგადოება	Kategori:Samfunn
კატეგორია:სახვითი ხელოვნება	Kategori:Billedkunst
Steps (ჯგუფი)	Steps
Minor Earth Major Sky	Minor Earth Major Sky
კატეგორია:რელიგია	Kategori:Religion
კატეგორია:სპორტი	Kategori:Sport
Red Rose Speedway	Red Rose Speedway
კატეგორია:ტექნიკა	Kategori:Teknikk
კატეგორია:მეცნიერება	Kategori:Vitenskap
კატეგორია:გაერო	Kategori:FN
კატეგორია:ევროპის კავშირი	Kategori:Den europeiske union
კატეგორია:კინო	Kategori:Film
კატეგორია:მსოფლიო მემკვიდრეობის ძეგლები	Kategori:Verdensarven
კატეგორია:მასმედია	Kategori:Medier
კატეგორია:შენობა-ნაგებობები	Kategori:Byggverk
კატეგორია:კომუნიკაცია	Kategori:Kommunikasjon
კატეგორია:დედამიწა	Kategori:Jorden
შოტლანდიის დამოუკიდებლობის რეფერენდუმი (2014)	Folkeavstemningen om skotsk uavhengighet 2014
კატეგორია:ინფორმაცია	Kategori:Informasjon
ფსკოვის გუბერნია	Guvernementet Pskov
Up (R.E.M.-ის ალბომი)	Up (R.E.M)
ვიქტორ იანუკოვიჩი	Viktor Janukovytsj
ვიქტორ იუშჩენკო	Viktor Jusjtsjenko
პეტერ პოლი	Peter Pohl
ლადონი	Ladon
პარიზის სინდრომი	Paris-syndromet
სერა-დე-კოლსეროლა	Collserola
კუ ნინძები III	Teenage Mutant Ninja Turtles III
კუბენსკის ტბა	Kubenskojesjøen
ვალია	Wallia
ვარსკვლავიანი ღამე რონის თავზე	Stjernenatt over Rhône
Two Cars in Every Garage and Three Eyes on Every Fish	Two Cars in Every Garage and Three Eyes on Every Fish
შვედეთის მდინარეების სია	Liste over elver i Sverige
ბრუტო	Brutto
ჰიიუმაა (მაზრა)	Hiiu fylke
მოლინოპამპის რაიონი	Molinopampa (distrikt)
ჭიდაობის ევროპის ჩემპიონატი	Europamesterskapet i bryting
ტლაჰუიზკალპანტეკუჰტლი	Tlahuizcalpantecuhtli
მისტერ მაგორიუმის ჯადოსნური მაღაზია (ფილმი)	Den magiske leketøysbutikken
რიო-კოკო	Coco (elv)
კუნდის კულტურა	Kundakulturen
ლიმაი	Limay (elv)
აბუნას პროვინცია	Provinsen Abuná
შავი ობელისკი	Den svarte obelisk
ნორვეგიის მდინარეების სია	Liste over elver i Norge
ოტ-64	OT-64
ვატიკანის სატელევიზიო ცენტრი	Centro Televisivo Vaticano
კაპიტი	Kapitiøya
ნეუკენი (მდინარე)	Neuquén (elv)
Julia	Julia (sang)
ახალზელანდიური დოლარი	Newzealandsk dollar
არშიისებრნი	Netteger
Past Masters	Past Masters
ნიკოლას-სუარესის პროვინცია	Provinsen Nicolás Suárez
ფედერიკო-რომანის პროვინცია	Provinsen Federico Román
ეუსტაკიო-მენდესის პროვინცია	Provinsen Eustaquio Méndez
მანურიპის პროვინცია	Provinsen Manuripi
ლეინსტერი	Leinster Rugby
კოსმოსური ლიფტი	Romelevator
რისხვის მტევნები	Libanon-krigen 1996 (Vredens druer)
ტიაჰტვერეს მუნიციპალიტეტი	Tähtvere kommune
პიმლიკო (მეტროსადგური)	Pimlico undergrunnsstasjon
რიდალის მუნიციპალიტეტი	Ridala kommune
დარფურის სასულთნო	Sultanatet Darfur
ფური (კუნძული)	Fur
ჩრდილოეთ ირლანდიის ტროფეი	Northern Ireland Trophy
სენარის სასულთნო	Sultanatet Sannar
რეგენტის ალმასი	Regentdiamanten
ნამგალაფრთიანასებრნი	Sigdvinger
My Sweet Lord	My Sweet Lord
პანორმუსის ბრძოლა	Slaget ved Panormus
ახალი ზელანდიის კუნძულების სია	Øyer i New Zealand
მსოფლიო საფეხბურთო ჩემპიონატი 1934	VM i fotball 1934
სეიშელის კუნძულების ისტორია	Seychellenes historie
ხუანა-ასურდუი-დე-პადილიას პროვინცია	Provinsen Juana Azurduy de Padilla
ბურნეტ ო'კონორის პროვინცია	Provinsen Burnet O'Connor
ეფა	Efaner
ოსტროგსკის სასახლე	Ostrogski-palasset
თოვლი (რომანი)	Snø (roman)
ლეოპარდისებრი ზვიგენი	Leopardhai
არგენტინის ეროვნული პარკების სია	Liste over nasjonalparker i Argentina
ქისტები	Kistere
კეილის მუნიციპალიტეტი	Keila kommune
Sparklehorse	Sparklehorse
ევროპული ქვაქვეშია	Vanlig ulke
ჟაგუარანი	Jaguarão (elv)
კოლორადო (მრავალმნიშვნელოვანი)	Colorado (andre betydninger)
მეკაკლურები	Cynipoidea
ვინჩენზო რუფო	Vincenzo Ruffo
სტოუკ-ფილდის ბრძოლა	Slaget ved Stoke Field
გედიმინასის კოშკი	Gediminastårnet
კარლსონი	Karlsson på taket
იქ, სადაც გულია (ფილმი)	Der det er hjerterom
გეოგნოზია	Geognosi
სიგელდულოუნი	Sigöldulón
ლუქსორის ობელისკი	Luxorobelisken
იიგევის მუნიციპალიტეტი	Jõgeva kommune
სტორა-სიეფალეტის ეროვნული პარკი	Stora Sjöfallets nasjonalpark
George Harrison (ალბომი)	George Harrison (album)
ჯორჯის კუნძული	George Island
I Disappear	I Disappear
Moaning Lisa (სიმპსონები)	Moaning Lisa
Let It Be… Naked	Let It Be… Naked
I'm So Tired	I'm So Tired
War Child (ალბომი)	War Child (album)
ასტერიქსის ტური გალიის გარშემო	Gallia rundt
გოლდენ-ბეი	Golden Bay
წყავმაზა	Phillyrea
ალიგოტე	Aligoté
ომი კუბის დამოუკიდებლობისათვის	Den cubanske uavhengighetskrigen
ჭრელი უდაბნო (სამხრეთი ავსტრალია)	Painted Desert (Australia)
მაგინდანაოს ხოცვა-ჟლეტა	Maguindanao-massakren
ირლანდიურ-ანგლო-საქსური ანბანი	Insulær skrift
რიო-გრანდე (ბოლივია)	Grande (elv i Bolivia)
ლუიზიანის შესყიდვის ექსპოზიცია	Verdensutstillingen i St. Louis (1904)
ნიდა (მდინარე)	Nida (elv)
შხეფია	Skytterfisk
დასავლეთი შელდა	Westerschelde
შუყაყისებრნი	Sviknott
ნორდურპინგი	Norðurþing
ოლბოქსი	Holbox
ტეპანეკები	Tepanekere
Goodnight Vienna	Goodnight Vienna
Got My Mind Set on You	Got My Mind Set on You
ტატარას ხიდი	Tatara-broen
ტრაკაის ისტორიული ეროვნული პარკი	Trakai historiske nasjonalpark
კახოვკის წყალსაცავი	Kakhovkareservoaret
The Ragpicker's Dream	The Ragpicker's Dream
ესპანეთის მეხუთე რევოლუცია	Den spanske revolusjon i 1868
კომეტა 1882	Den store kometen i 1882
შვედეთის სამეფო მუსიკალური აკადემია	Kungliga Musikaliska Akademien
ზაკინთოსი (ნომი)	Zakynthos (prefektur)
Tin Machine	Tin Machine
გუგულის სელი	Bjørnemose
ახალი ზელანდიის მიწების ომები	Maorikrigene
გრეველინგენი	Grevelingenmeer
ციხიდან გაქცევა (პერსონაჟების სია)	Liste over figurer i Prison Break
დიდი მთავარი	Storfyrste
დიდი ოფიცერი	Storoffiser
სტოკველი (მეტროსადგური)	Stockwell undergrunnsstasjon
ლხოცამპა	Nepalere i Bhutan
მონგოლფიერი	Varmluftballong
აუდე-მაასი	Oude Maas
ლიე	Lyø
ჟაბო	Kalvekryss
ვოი	Voi
საგალობელი	Messe (talemåte)
ანტარქტიკა	Antarktis
საიმპერიო რაინდი	Riksridder
რეიმონდ პრისტლი	Raymond Priestley
სკუტერის დისკოგრაფია	Scooters diskografi
რკინის პაგოდა	Jernpagoden
მადონა	Madonna
ჰაასლავის მუნიციპალიტეტი	Haaslava kommune
რომის სამშვიდობო შეთანხმება	Fredsavtalen i Roma
ჰაიდარ ალი	Haider Ali
მსოფლიო ჩემპიონატი სნუკერში 1929	VM i snooker 1929
ვესტიბულური ნევრიტი	Vestibularisnevritt
The Crepes of Wrath	The Crepes of Wrath
Seasons End	Seasons End
ოჰაიო (მრავალმნიშვნელოვანი)	Ohio (andre betydninger)
სალენტო (კინდიო)	Salento (Colombia)
კოლონია (მრავალმნიშვნელოვანი)	Colonia
ვილნიუსის საპრეზიდენტო რეზიდენცია	Presidentpalasset i Vilnius
Woman	Woman
Wherever I May Roam	Wherever I May Roam
მალავის ეროვნული ასამბლეა	Malawis parlament
სელაფიელ მთავარანგელოზი	Selafiel
ფეხბურთის მსოფლიო ჩემპიონატი 2010 მსაჯები	Dommere i VM i fotball 2010
Happiness Is The Road	Happiness Is the Road
პერიტონზილური აბსცესი	Peritonsillær abscess
ნიანგი (ჟურნალი)	Krokodil
ზღვის ტარაკანი	Saduria entomon
HAARP (ალბომი)	H.A.A.R.P
სტევნს-კლინტი	Stevns Klint
Live at Wembley	Beyonce Knowles Live at Wembley
ისრაელის გეოგრაფია	Israels geografi
ბრუშა	Heks
Hey Bulldog	Hey Bulldog
Fuel	Fuel
ჩესმეს ბრძოლა	Slaget ved Çeşme
სიმფონიური ბლეკ-მეტალი	Melodisk black metal
მავრიტანიის პრეზიდენტი	Liste over Mauritanias statsoverhoder
ევროპის ჩემპიონატი ბალახის ჰოკეიში	Europamesterskapet i landhockey
I Saw Her Standing There	«I Saw Her Standing There»
დღის ნარჩენები (ფილმი)	Resten av dagen
მარი (მრავალმნიშვნელოვანი)	Mari
იპიაუ	Ipiaú
მონანიება (2007 წლის ფილმი)	Om forlatelse
პიტერ პევენსი	Peter Pevensie
ჰორშემი	Horsham (Victoria)
Diamond Dogs	Diamond Dogs
The Fireman	The Fireman
იაბლონოვსკის სასახლე	Jabłonowski-palasset
ორე	Orø
საფრანგეთის ალპები	De franske Alpene
Neon Bible	Neon Bible
დედპული	Deadpool
ცრუფარიანები	Coccidae
ნუევო ტანგო	Neotango
Xiaomi	Xiaomi
Hunting High and Low (A-ha-ს სიმღერა)	Hunting High and Low (sang)
პალაცი-დეი-როლი	Palazzi dei Rolli
ნარი (გვარი)	Vegtistelslekta
მოგვთა თაყვანისცემა (ლეონარდო)	De hellige tre kongers tilbedelse
სოპოტის ფესტივალი	Sopotfestivalen
Hullabaloo Soundtrack	Hullabaloo Soundtrack
ლუუნიის მუნიციპალიტეტი	Luunja kommune
პუურმანის მუნიციპალიტეტი	Puurmani kommune
ტამსალუს მუნიციპალიტეტი	Tamsalu kommune
კენიის მთის ეროვნული პარკი	Mount Kenya nasjonalpark
სიუზენ პევენსი	Susan Pevensie
მჭედელი	Smed
ანდერ ერერა	Ander Herrera
იიჰვის მუნიციპალიტეტი	Jõhvi kommune
რიაგავერეს მუნიციპალიტეტი	Rägavere kommune
ლუსი პევენსი	Lucy Pevensie
კამბიის მუნიციპალიტეტი	Kambja kommune
კენიის ნარინჯისფერი დემოკრატიული მოძრაობა	Orange Democratic Movement
კოტოკა	Cotoca
პედირკის უდაბნო	Pedirkaørkenen
კუტუზოვის ორდენი	Kutuzovordenen
კორიბი	Coribe
აბაირა	Abaíra
სიმოინს-ფილიუ	Simões Filho
The Abbey Road E.P.	The Abbey Road E.P.
ჰელსინკის ტექნოლოგიის უნივერსიტეტი	Aalto-universitetets tekniska högskola
ეირუნეპე	Eirunepé
ფერეირა-გომისი	Ferreira Gomes
ფრეია	Frøya (gudinne)
აბარე	Abaré
იტამარი	Itamari
სან-ჟოზე-და-ვიტორია	São José da Vitória
ტურკანის ტბის ეროვნული პარკი	Turkanasjøens nasjonalparker
ამარგოზა	Amargosa
კრუს-დას-ალმასი	Cruz das Almas
სან-ფრანსისკუ-დუ-კონდი	São Francisco do Conde
არატაკა	Arataca
David Bowie (1969 წლის ალბომი)	Space Oddity
Pin Ups	Pin Ups
ოლინდინა	Olindina
ირარა	Irará
კაატიბა	Caatiba
რუსეთის იმპერიის სახელმწიფო დუმა	Statsdumaen (Det russiske keiserdømmet)
რიუ-დი-კონტასი	Rio de Contas
თანამედროვე ინგლისური პერიოდი	Moderne engelsk
აპტონ პარკი (მეტროსადგური)	Upton Park undergrunnsstasjon
ბოტენჰავი (ბოტნიის ზღვა)	Bottenhavet
ინსტრუმენტული როკი	Instrumental rock
უტიკა	Útica
Incubus (ჯგუფი)	Incubus (band)
ინსტიტუტი	Institutt
ორდოსის უდაბნო	Ordosplatået
Irish Masters	Irish Masters
ისამუ აკასაკი	Isamu Akasaki
ბურების ომები	Boerkrigene
ტუკუმე	Túcume
ენაკიევო	Jenakijeve
რაკვერეს მუნიციპალიტეტი	Rakvere kommune
ბილუნდი	Billund
კენიის ეროვნული ასამბლეა	Kenyas nasjonalforsamling
მერაბ ნინიძე	Merab Ninidse
ლონსე-ენ-დრიუნენსე-დეინენის ეროვნული პარკი	Loonse en Drunense Duinen
კატეგორია:გარდაცვლილი 2012	Kategori:Dødsfall i 2012
სპერილენი	Sperillen
ვიეტნამისტიკა	Vietnamistikk
მარსაბიტი	Marsabit
სუბანსირი	Subansiri (elv)
ნასკა	Nazca
იეკულსაუ-აუ-დალი	Jökulsá á Dal
პანევეჟისი	Panevėžys
პრეტენდენტთა ტურნირი მსოფლიოს პირველობაზე ჭადრაკში ვაჟთა შორის	Kandidatturneringen
Kansas City (ჯერი ლეიბერის და მაიკ სტოლერის სიმღერა)	Kansas City (sang)
კარკსის მუნიციპალიტეტი	Karksi kommune
საერთაშორისო კერძო სამართალი	Internasjonal privatrett
ქართების სახელმწიფო	Kartidene
Kayleigh	Kayleigh (sang)
ობნინსკის ატომური ელექტროსადგური	Obninsk kjernekraftverk
Keystone Studios	Keystone Studios
კილვა-კისივანი	Kilwa Kisiwani
ეშმაკის კუნძულის მეფე	Kongen av Bastøy
ალუბლის ბუზი	Kirsebærflue
პროლეტარიატის ბრძოლა	Klassekamp
ძველი რომი	Romerriket
პოზიციური კოდი	Posisjonssystem
ლა-რიოხა (მრავალმნიშვნელოვანი)	La Rioja (andre betydninger)
სნეჟნოე	Snizjne
კატეგორია:გარდაცვლილი 1072	Kategori:Dødsfall i 1072
ტაბატინგა	Tabatinga (Amazonas)
ენვირა	Envira
ნოვუ-აირანუ	Novo Airão
ერგონომიკა	Ergonomi
Tumbleweed Connection	Tumbleweed Connection
კარეირუ	Careiro
სატახტოთა თამაში	A Game of Thrones
ფოლკუნგები	Folkungaætten
ვარის მუნიციპალიტეტი	Vara kommune (Estland)
ალან ბოლი	Alan Ball (regissør)
მაკედონიის გეოგრაფია	Republikken Makedonias geografi
პიარსტის მუნიციპალიტეტი	Pärsti kommune
ტუდულინის მუნიციპალიტეტი	Tudulinna kommune
ლიტვის გეოგრაფია	Litauens geografi
პაველ მონცივოდა	Paweł Mąciwoda
Fade to Black	Fade to Black
David Bowie (1967 წლის ალბომი)	David Bowie (album)
Honky Château	Honky Chateau
Empty Sky	Empty Sky
New Morning	New Morning
Trilogy (ალბომი)	Trilogy
21 at 33	21 at 33
კოონგის მუნიციპალიტეტი	Koonga kommune
The Seventh Sign	The Seventh Sign
საუგის მუნიციპალიტეტი	Sauga kommune
Pat Garrett and Billy the Kid (ალბომი)	Pat Garrett & Billy the Kid
Don't Shoot Me I'm Only the Piano Player	Don't Shoot Me I'm Only the Piano Player
პეიპსიიაიარეს მუნიციპალიტეტი	Peipsiääre kommune
Jump Up!	Jump Up!
ვარბლის მუნიციპალიტეტი	Varbla kommune
Too Low for Zero	Too Low for Zero
მაიდლის მუნიციპალიტეტი	Maidla kommune
Random 1-8	Random 1-8
Have a Nice Day (როქსეტის ალბომი)	Have a Nice Day
The One (ელტონ ჯონის ალბომი)	The One (Elton John)
Planet Waves	Planet Waves
Sleeping with the Past	Sleeping with the Past
Ice on Fire	Ice on Fire
Tempest (ბობ დილანის ალბომი)	Tempest (album)
The Beatles at the Hollywood Bowl	The Beatles at the Hollywood Bowl
Fire and Ice	Fire and Ice
Eclipse (ალბომი)	Eclipse (album)
Cliff 'Em All	Cliff 'Em All
Flowers in the Dirt	Flowers in the Dirt
Heathen (ალბომი)	Heathen (album)
If I Fell	If I Fell
Mirage (Camel-ის ალბომი)	Mirage
Memory Almost Full	Memory Almost Full
Anthology 1	Anthology 1
Anthology 2	Anthology 2
Anthology 3	Anthology 3
Beatles '65	Beatles '65
Love Songs (ბითლზის ალბომი)	Love Songs (The Beatles)
Rain Dances	Rain Dances
The Crown Jewels	The Crown Jewels
All the Best!	All the Best!
Give My Regards to Broad Street	Give My Regards to Broad Street
Press to Play	Press to Play
Pipes of Peace	Pipes of Peace (album)
Wings at the Speed of Sound	Wings at the Speed of Sound
Here and There	Here and There
მეგობრები (საუნდტრეკი)	Friends – The Movie
ვადვეტიოკის ეროვნული პარკი	Vadvetjåkka nasjonalpark
Paul Is Live	Paul Is Live
Victim of Love (ალბომი)	Victim of Love
Captain Fantastic and the Brown Dirt Cowboy	Captain Fantastic and the Brown Dirt Cowboy
Blue Moves	Blue Moves
Rock of the Westies	Rock of the Westies
Caribou (ალბომი)	Caribou
Breaking Hearts	Breaking Hearts
All My Loving	All My Loving
The Fox (ალბომი)	The Fox
სენა-მადურეირა	Sena Madureira
არაკატი	Aracati
ასის-ბრაზილი	Assis Brasil
Breathless (Camel-ის ალბომი)	Breathless (album)
ბუჟარი	Bujari
სერა-დუ-ნავიუ	Serra do Navio
Attack!!	Attack!!
კუტიასი	Cutias
კალსუენი	Calçoene
London Town (ალბომი)	London Town
The Rolling Stones (EP)	The Rolling Stones (EP)
Crest of a Knave	Crest of a Knave
სანტა-იზაბელ-დუ-რიუ-ნეგრუ	Santa Isabel do Rio Negro
Please (U2-ს სიმღერა)	PopHeart
17-11-70	11-17-70
რუსთაველის გამზირი	Rustavelis Gamziri
ონტაკე	Ontake
Yesterday (EP)	Yesterday (EP)
ეპიტასიულანდია	Epitaciolândia
U218 Videos	U218 Videos
'Hours...'	'hours…'
საუეს მუნიციპალიტეტი	Saue kommune
You Want It You Got It	You Want It You Got It
18 til I Die	18 til I Die
გამელსტადის ეკლესიის სოფელი	Gammelstads kirkeby
The Beatles: The First U.S. Visit	The Beatles: The First U.S. Visit
როიალ ოუკი (მეტროსადგური)	Royal Oak undergrunnsstasjon
You Know My Name (Look Up the Number)	You Know My Name (Look Up the Number)
Invaders Must Die	Invaders Must Die
Unleash the Fury	Unleash the Fury
რივასი (ქალაქი)	Rivas (Nicaragua)
ანტიოქიის პატრიარქები	Den gresk-ortodokse patriark av Antiokia
Magnum Opus (ალბომი)	Magnum Opus (album)
Alchemy	Alchemy
ვედსტენის ციხესიმაგრე	Vadstena slott
ევუასო-ნგირო	Ewaso Ng'iro
Lost!	Lost!
Middle of Nowhere (ჰენსონის ალბომი)	Middle of Nowhere
ალბერტო-დე-აგოსტინის ეროვნული პარკი	Alberto de Agostini nasjonalpark
ბაგლერები	Baglerne
თალელუანგი	Songkhlasjøen
გუარამირანგა	Guaramiranga
მარაგოჟიპი	Maragogipe
მუკური	Mucuri
სან-დეზიდერიუ	São Desidério
ლაჟედინიუ	Lajedinho
მაკაჟუბა	Macajuba
მანსიდანი	Mansidão
ჟერემუაბუ	Jeremoabo
ტობაკას-დუ-ბრეჟუ-ველიუ	Tabocas do Brejo Velho
რიბეირა-დუ-ამპარუ	Ribeira do Amparo
ჟაგუარიპი	Jaguaripe
ლაპანი	Lapão
სანტა-მარია-და-ვიტორია	Santa Maria da Vitória
სისერდუ-დანტასი	Cícero Dantas
იბოტირამა	Ibotirama
გოვერნადორ-მანგაბეირა	Governador Mangabeira
ტეოლანდია	Teolândia
პარიპირანგა	Paripiranga
გოვერნადორ-ლომინადუ-ჟუნიორი	Governador Lomanto Júnior
ფლორესტა-აზული	Floresta Azul
კრისტოპოლისი	Cristópolis
სანტა-კრუს-და-ვიტორია	Santa Cruz da Vitória
კოტეჟიპი	Cotegipe
დიას-დ'ავილა	Dias d'Ávila
ფირმინუ-ალვისი	Firmino Alves
დონ-მასედუ-კოსტა	Dom Macedo Costa
ბარა-დუ-როშა	Barra do Rocha
ირანდუბა	Iranduba
ანგერა	Anguera
ბუერარემა	Buerarema
კარდეალ-და-სილვა	Cardeal da Silva
აკაჟუტიბა	Acajutiba
ბრეჟოლანდია	Brejolândia
ბარა-დუ-მენდესი	Barra do Mendes
ბაიანოპოლისი	Baianópolis
ბანზაე	Banzaê
ბარა-დუ-შოკა	Barra do Choça
არამარი	Aramari
კაეტანუსი	Caetanos
ბონ-ჟეზუს-და-სერა	Bom Jesus da Serra
იტაჟუ-დუ-კოლონია	Itaju do Colônia
ფეირა-და-მატა	Feira da Mata
უბაიტაბა	Ubaitaba
კოდაჟასი	Codajás
იასუ	Iaçu
კორასან-დი-მარია	Coração de Maria
ბოტუპორანი	Botuporã
ამერიკა-დორადა	América Dourada
ნოვა-იბია	Nova Ibiá
შიკი-შიკი	Xique-Xique
ალმადინა	Almadina
ფორმოზა-დუ-რიუ-პრეტუ	Formosa do Rio Preto
სიტიუ-დუ-კინტუ	Sítio do Quinto
არასასი	Araças
გონგოჟი	Gongogi
ადუსტინა	Adustina
სებასტიან-ლარანჟეირასი	Sebastião Laranjeiras
მუკუჟე	Mucugê
ირესე	Irecê
ლენსოისი	Lençóis
არატუიპი	Aratuípe
ანჟიკალი	Angical
რიაშან-დას-ნევისი	Riachão das Neves
სიპო	Cipó
ნოვუ-ტრიუნფუ	Novo Triunfo
არაკატუ	Aracatu
კატუ	Catu
კანდეიასი (ბაია)	Candeias (Bahia)
იგუაი	Iguaí
აპორა	Aporá
ბროტას-დი-მაკაუბასი	Brotas de Macaúbas
აგუა-ფრია	Água Fria
ბაიშა-გრანდი	Baixa Grande
კონსეისან-და-ფეირა	Conceição da Feira
პე-დი-სერა	Pé de Serra
მარაანი	Maraã
რამონ კასტილია	Ramón Castilla
კასტრუ-ალვისი	Castro Alves
სანტუ-ანტონიუ-დი-ჟეზუსი	Santo Antônio de Jesus
Goddess in the Doorway	Goddess in the Doorway
Octopus: The Best of Syd Barrett	Octopus: The Best of Syd Barrett
Junior (ალბომი)	Junior (musikkalbum)
ლიგოზომა	Lygosoma
The A–Z of Queen, Volume 1	The A-Z of Queen, Volume 1
B'Sides Themselves	B'Sides Themselves
Concerto Suite for Electric Guitar and Orchestra	Concerto Suite for Electric Guitar and Orchestra
War to End All Wars	War to End All Wars
Dr. Dre Presents the Aftermath	Dr. Dre Presents…The Aftermath
The Big Picture (ელტონ ჯონის ალბომი)	The Big Picture
Union Live	Union Live
Perpetual Flame	Perpetual Flame
Five by Five (როლინგ სტოუნზის EP)	Five by Five
მაბუია	Mabuya
Ringleader of the Tormentors	Ringleader of the Tormentors
Got Live If You Want It! (EP)	Got LIVE If You Want It! (EP)
U2 Go Home: Live from Slane Castle, Ireland	U2 Go Home: Live From Slane Castle
The Radio One Sessions (სიდ ბარეტის ალბომი)	The Radio One Sessions
In The Present – Live from Lyon	In the Present – Live from Lyon
Facing the Animal	Facing the Animal
The New Grove Dictionary of Opera	The New Grove Dictionary of Opera
Vertigo: Live from Chicago	Vertigo 2005: Live from Chicago
From Me to You	From Me to You (sang)
ლაშა შავდათუაშვილი	Lasja Sjavdatuasjvili
Dust and Dreams	Dust and Dreams
The Single Factor	The Single Factor
A Nod and a Wink	A Nod and a Wink
Ziggy Stardust – The Motion Picture	Ziggy Stardust – The Motion Picture
Stationary Traveller	Stationary Traveller
Rajaz	Rajaz
Harbour of Tears	Harbour of Tears
Nude (Camel-ის ალბომი)	Nude
I Can See Your House from Here	I Can See Your House from Here
The 12@@@u0026 Collection	The 12@@@u0026 Collection
The Genesis	The Genesis
დროსტეს ეფექტი	Droste-effekten
Quiet Is the New Loud	Quiet Is the New Loud
ქაბულელი წიგნებით მოვაჭრე	Bokhandleren i Kabul
