Āfrika	Afrika
Kategorija:Grenlande	Kategori:Grønland
Kategorija:1991. gada singli	Kategori:Singler fra 1991
Vikipēdija:Izmeklēti notikumi/Oktobris	Wikipedia:Hendelser/Oktober
Veidne:Maskavas apgabala pilsētas	Mal:Byer i Moskva oblast
Kategorija:Krievijas teologi	Kategori:Russiske teologer
Kategorija:1058. gadā dzimušie	Kategori:Fødsler i 1058
Kategorija:Skotijas pilsētas	Kategori:Byer i Skottland
Kategorija:1717. gadā dzimušie	Kategori:Fødsler i 1717
Kategorija:1997. gada datorspēles	Kategori:Videospill fra 1997
Kategorija:Itālijas mūzika	Kategori:Italiensk musikk
Kategorija:Transports Antarktīdā	Kategori:Transport i Antarktis
Kategorija:Karolingu dinastija	Kategori:Karolingerne
Kategorija:Orbitālās observatorijas	Kategori:Romteleskop
Kategorija:Starpviki saišu veidnes	Kategori:Interwikimaler
Kategorija:1993. gada datorspēles	Kategori:Videospill fra 1993
Kategorija:2009. gada datorspēles	Kategori:Videospill fra 2009
Kategorija:Kotdivuāras futbolisti	Kategori:Ivorianske fotballspillere
Kategorija:2005. gada datorspēles	Kategori:Videospill fra 2005
Kategorija:Spānijas basketbola klubi	Kategori:Basketballag i Spania
Veidne:CAF izlases	Mal:CAF-landslag
Veidne:User la-1	Mal:Bruker la-1
Kategorija:Cilvēktiesību aktīvisti	Kategori:Menneskerettighetsaktivister
Kategorija:1622. gadā mirušie	Kategori:Dødsfall i 1622
Kategorija:Liliju rinda	Kategori:Liliales
Kategorija:Panātru rinda	Kategori:Lamiales
Veidne:Eiropa	Mal:Europa
Veidne:Bioloģija-aizmetnis	Mal:Biologistubb
Kategorija:Futbolisti pēc valsts	Kategori:Fotballspillere etter nasjonalitet
Veidne:Maikls Džeksons	Mal:Michael Jackson
Kategorija:Maķedonija	Kategori:Republikken Makedonia
Kategorija:Kongo Demokrātiskās Republikas politiķi	Kategori:Kongolesiske politikere
Kategorija:Kanādas atrašanās vietas veidnes	Kategori:Posisjonskart Canada
Kategorija:User bat-smg	Kategori:Bruker bat-smg
Kategorija:User az	Kategori:Bruker az
Kategorija:User be	Kategori:Bruker be
Kategorija:User bs	Kategori:Bruker bs
Kategorija:User hr	Kategori:Bruker hr
Kategorija:User sk	Kategori:Bruker sk
Kategorija:User sl	Kategori:Bruker sl
Kategorija:User eo	Kategori:Bruker eo
Kategorija:User et	Kategori:Bruker et
Kategorija:User fr	Kategori:Bruker fr
Kategorija:User hu-N	Kategori:Bruker hu-N
Kategorija:User id	Kategori:Bruker id
Kategorija:User ga	Kategori:Bruker ga
Kategorija:User ja	Kategori:Bruker ja
Kategorija:User la	Kategori:Bruker la
Kategorija:User lt	Kategori:Bruker lt
Kategorija:User mk	Kategori:Bruker mk
Kategorija:User nn	Kategori:Bruker nn
Kategorija:User pt	Kategori:Bruker pt
Kategorija:User ro	Kategori:Bruker ro
Kategorija:User sv	Kategori:Bruker sv
Kategorija:User sa	Kategori:Bruker sa
Kategorija:User fr-3	Kategori:Bruker fr-3
Kategorija:User it-3	Kategori:Bruker it-3
Kategorija:User lv-3	Kategori:Bruker lv-3
Kategorija:User no-3	Kategori:Bruker no-3
Kategorija:User be-1	Kategori:Bruker be-1
Kategorija:User cs-1	Kategori:Bruker cs-1
Kategorija:User da-1	Kategori:Bruker da-1
Kategorija:User sl-1	Kategori:Bruker sl-1
Kategorija:User et-1	Kategori:Bruker et-1
Kategorija:User fi-1	Kategori:Bruker fi-1
Kategorija:User hi-1	Kategori:Bruker hi-1
Kategorija:User lv-1	Kategori:Bruker lv-1
Kategorija:User lt-1	Kategori:Bruker lt-1
Kategorija:User mk-1	Kategori:Bruker mk-1
Kategorija:User nl-1	Kategori:Bruker nl-1
Kategorija:User pl-1	Kategori:Bruker pl-1
Kategorija:User ro-1	Kategori:Bruker ro-1
Kategorija:User sa-1	Kategori:Bruker sa-1
Kategorija:User tr-1	Kategori:Bruker tr-1
Kategorija:User ar-1	Kategori:Bruker ar-1
Kategorija:User fr-4	Kategori:Bruker fr-4
Kategorija:Senās Romas celtnes un būves Romā	Kategori:Antikke bygninger i Roma
Kategorija:User be-2	Kategori:Bruker be-2
Kategorija:User da-2	Kategori:Bruker da-2
Kategorija:User sk-2	Kategori:Bruker sk-2
Kategorija:User fr-2	Kategori:Bruker fr-2
Kategorija:Azerbaidžānas premjerministri	Kategori:Aserbajdsjanske statsministre
Kategorija:User it-2	Kategori:Bruker it-2
Kategorija:User la-2	Kategori:Bruker la-2
Kategorija:User lt-2	Kategori:Bruker lt-2
Kategorija:User nl-2	Kategori:Bruker nl-2
Kategorija:User pl-2	Kategori:Bruker pl-2
Kategorija:Melnā metāla mūziķi	Kategori:Black metal-musikere
Kategorija:User sv-2	Kategori:Bruker sv-2
Kategorija:User tr-2	Kategori:Bruker tr-2
Kategorija:User be-N	Kategori:Bruker be-N
Kategorija:User bs-N	Kategori:Bruker bs-N
Kategorija:User cs-N	Kategori:Bruker cs-N
Kategorija:User ko-M	Kategori:Bruker ko-N
Kategorija:User hr-N	Kategori:Bruker hr-N
Kategorija:User sl-N	Kategori:Bruker sl-N
Kategorija:User et-N	Kategori:Bruker et-N
Kategorija:User fr-N	Kategori:Bruker fr-N
Kategorija:User it-N	Kategori:Bruker it-N
Kategorija:User lv-N	Kategori:Bruker lv-N
Kategorija:User lt-N	Kategori:Bruker lt-N
Kategorija:User nl-N	Kategori:Bruker nl-N
Kategorija:User no-N	Kategori:Bruker no-N
Kategorija:User ru-N	Kategori:Bruker ru-N
Kategorija:Izklaide	Kategori:Underholdning
Kategorija:Okeānijas galvaspilsētas	Kategori:Hovedsteder i Oseania
Kategorija:Zvaigžņu karu tēli	Kategori:Figurer i Star Wars
Veidne:Nftstat	Mal:NFT-spiller
Kategorija:Trinidādas un Tobāgo cilvēki	Kategori:Trinidadere
Kategorija:Katedrāles	Kategori:Katedraler
Kategorija:Bolīvijas pilsētas	Kategori:Byer i Bolivia
Kategorija:Debesskrāpji	Kategori:Skyskrapere
Kategorija:Reliģiskās organizācijas	Kategori:Religiøse organisasjoner
Veidne:Verdi operas	Mal:Giuseppe Verdi
2013. gada Kanādas Grand Prix	Canadas Grand Prix 2013
2013. gada Monako Grand Prix	Monacos Grand Prix 2013
Kategorija:2013. gada grāmatas	Kategori:Bøker fra 2013
Kategorija:Uzņēmējdarbība	Kategori:Næringsliv
Kategorija:Orlando @@@u0026Magic@@@u0026 spēlētāji	Kategori:Basketballspillere for Orlando Magic
Kategorija:Zemūdenes pēc valsts	Kategori:Undervannsbåter etter område
Kategorija:Krievijas bokseri	Kategori:Russiske boksere
Kategorija:Meksikas bokseri	Kategori:Meksikanske boksere
Kategorija:Kanādas bokseri	Kategori:Canadiske boksere
Kategorija:Ukrainas bokseri	Kategori:Ukrainske boksere
Kategorija:Vietas Ķīnā UNESCO Pasaules mantojuma sarakstā	Kategori:Verdensarven i Kina
Kategorija:Ēģiptes bokseri	Kategori:Egyptiske boksere
Kategorija:Lielbritānijas bokseri	Kategori:Britiske boksere
Kategorija:Filipīnu bokseri	Kategori:Filippinske boksere
Kategorija:Puertoriko bokseri	Kategori:Puertoricanske boksere
Kategorija:Gleznas pēc autora	Kategori:Malerier etter kunstner
Kategorija:2011. gada Eirovīzijas dziesmu konkursa dalībnieki	Kategori:Deltakere i Eurovision Song Contest 2011
Veidne:Lidmašīnas infokaste	Mal:Infoboks fly
Kategorija:Norvēģijas izlases futbolisti	Kategori:Norske landslagsspillere i fotball
Veidne:Turcijas provinces	Mal:Tyrkias provinser
Kategorija:UEFA Čempionu līga	Kategori:UEFA Mesterliga
Kategorija:Riteņbraukšana Beļģijā	Kategori:Sykling i Belgia
Kategorija:Riteņbraukšanas sacensības Spānijā	Kategori:Sykkelritt i Spania
Kategorija:Slovēnijas kalnu slēpotāji	Kategori:Slovenske alpinister
Kategorija:Rakstība	Kategori:Skriftsystem
Kategorija:Milvoki @@@u0026Bucks@@@u0026 spēlētāji	Kategori:Basketballspillere for Milwaukee Bucks
Kategorija:Klīvlendas @@@u0026Cavaliers@@@u0026 spēlētāji	Kategori:Basketballspillere for Cleveland Cavaliers
Kategorija:Sietlas @@@u0026SuperSonics@@@u0026 spēlētāji	Kategori:Basketballspillere for Seattle SuperSonics
Kategorija:Ņujorkas @@@u0026Knicks@@@u0026 spēlētāji	Kategori:Basketballspillere for New York Knicks
Kategorija:Kinoakadēmijas balvas ieguvēji mākslinieki	Kategori:Oscar-vinnere (artistisk produksjon)
Veidne:Lūdzu, paraksties	Mal:Signatur
Kategorija:Papagaiļveidīgie	Kategori:Papegøyefugler
Veidne:Riteņbraukšanas komandas infokaste	Mal:Infoboks sykkellag
Kategorija:Vjetnamas prezidenti	Kategori:Vietnamesiske presidenter
Kategorija:Grieķijas māksla	Kategori:Gresk kunst
Kategorija:Grieķijas cilvēki pēc nodarbošanās	Kategori:Grekere etter beskjeftigelse
Kategorija:NHL spēlētāji	Kategori:NHL-spillere
Kategorija:Barbiturāti	Kategori:Barbiturater
Kategorija:Sega (uzņēmums)	Kategori:Sega
Kategorija:Austrālijas atrašanās vietas veidnes	Kategori:Posisjonskart Australia
Kategorija:Izkliedētā diska objekti	Kategori:Den spredte skiven
Kategorija:Francijas atrašanās vietas veidnes	Kategori:Posisjonskart Frankrike
Kategorija:Vācijas atrašanās vietas veidnes	Kategori:Posisjonskart Tyskland
Kategorija:Indijas atrašanās vietas veidnes	Kategori:Posisjonskart India
Kategorija:1220. gads	Kategori:1220
Kategorija:Krievijas uzņēmēji	Kategori:Russiske forretningsfolk
Kategorija:Krievijas mediķi	Kategori:Russiske leger
Kategorija:Blogeri	Kategori:Bloggere
Kategorija:Transneptūna objekti	Kategori:Transneptunske objekt
Hulians Arredondo	Julián Arredondo
Deandrē Jedlins	DeAndre Yedlin
Kategorija:Grieķu dziedātāji	Kategori:Greske sangere
Kategorija:Daewoo automašīnas	Kategori:Daewoo-modeller
Kategorija:Izmirušie dzīvnieki	Kategori:Utdødde dyr
Bataljons	Bataljon
Kategorija:Norvēģijas atrašanās vietas veidnes	Kategori:Posisjonskart Norge
Veidne:Catmore	Mal:Hovedartikkel
Veidne:Pareizs nosaukums	Mal:Feil navn
Kategorija:Lankasteru dinastija	Kategori:Huset Lancaster
Kategorija:UEFA	Kategori:UEFA
Kategorija:Krievijas atrašanās vietas veidnes	Kategori:Posisjonskart Russland
Kategorija:Lielbritānijas atrašanās vietas veidnes	Kategori:Posisjonskart Storbritannia
Kategorija:ASV atrašanās vietas veidnes	Kategori:Posisjonskart USA
Kategorija:User ar	Kategori:Bruker ar
Kategorija:Skrejvaboļu dzimta	Kategori:Løpebiller
Kategorija:42. gadā p.m.ē. dzimušie	Kategori:Fødsler i 42 f.Kr.
Kategorija:1377. gadā mirušie	Kategori:Dødsfall i 1377
Kategorija:1179. gads	Kategori:1179
Kategorija:Gnosticisms	Kategori:Gnostisisme
Kategorija:1377. gads	Kategori:1377
Kategorija:User az-N	Kategori:Bruker az-N
Kategorija:User bg	Kategori:Bruker bg
Kategorija:User bg-1	Kategori:Bruker bg-1
Kategorija:Daoisms	Kategori:Taoismen
Kategorija:User bg-N	Kategori:Bruker bg-N
Kategorija:Dienvidkorejas kosmonautika	Kategori:Sørkoreansk romfart
Kategorija:Pavadoņu navigācijas sistēmas	Kategori:Satellittbasert navigasjon
Kategorija:User ca	Kategori:Bruker ca
Kategorija:Boeing	Kategori:Boeing
Kategorija:User ca-1	Kategori:Bruker ca-1
Kategorija:User ca-2	Kategori:Bruker ca-2
Kategorija:Austriešu mūziķi	Kategori:Østerrikske musikere
Kategorija:User ca-4	Kategori:Bruker ca-4
Kategorija:User ca-N	Kategori:Bruker ca-N
Kategorija:User cs	Kategori:Bruker cs
Kategorija:Peldēšana Olimpiskajās spēlēs	Kategori:Svømming under sommer-OL
Kategorija:1132. gads	Kategori:1132
Kategorija:Salas	Kategori:Øyer
Kategorija:Vēsturnieki	Kategori:Historikere
Kategorija:User da	Kategori:Bruker da
Kategorija:Guama	Kategori:Guam
Kategorija:Klusais okeāns	Kategori:Stillehavet
Kategorija:Rokmūzikas albumi	Kategori:Rock-album
Kategorija:Kuanbiņa	Kategori:Quang Binh
Kategorija:User sk-N	Kategori:Bruker sk-N
Kategorija:Kaļiņingrada	Kategori:Kaliningrad
Kategorija:User de	Kategori:Bruker de
Kategorija:User de-2	Kategori:Bruker de-2
Kategorija:User de-3	Kategori:Bruker de-3
Kategorija:User de-4	Kategori:Bruker de-4
Kategorija:User de-N	Kategori:Bruker de-N
Kategorija:User dsb	Kategori:Bruker dsb
Kategorija:User dsb-1	Kategori:Bruker dsb-1
Šīrāza	Shiraz
Kategorija:User el	Kategori:Bruker el
Kategorija:User el-1	Kategori:Bruker el-1
Kategorija:User el-2	Kategori:Bruker el-2
Veidne:ValstsOS karogs BAH	Mal:FlagIOCathlete/flagg/BAH
Kategorija:User el-N	Kategori:Bruker el-N
Kategorija:Dienviddžordžija un Dienvidsendviču salas	Kategori:Sør-Georgia og Sør-Sandwichøyene
Kategorija:User en-3	Kategori:Bruker en-3
Kategorija:User en-N	Kategori:Bruker en-N
Kategorija:Paragvajas valodas	Kategori:Språk i Paraguay
Kategorija:Senās Grieķijas pilsētas	Kategori:Byer i antikkens Hellas
Veidne:*mp	Mal:*mp
Kategorija:Flamingoveidīgie	Kategori:Flamingoer
Kategorija:User eo-1	Kategori:Bruker eo-1
Kategorija:User eo-2	Kategori:Bruker eo-2
Kategorija:User eo-3	Kategori:Bruker eo-3
Kategorija:User eo-4	Kategori:Bruker eo-4
Kategorija:User eo-N	Kategori:Bruker eo-N
Kategorija:User es	Kategori:Bruker es
Kategorija:User es-1	Kategori:Bruker es-1
Veidne:ES valstis	Mal:EU-bunn
Kategorija:Rabīni	Kategori:Rabbinere
Kategorija:User es-2	Kategori:Bruker es-2
Kategorija:Bosnijas un Hercegovinas valodas	Kategori:Språk i Bosnia-Hercegovina
Kategorija:Apūlija	Kategori:Puglia
Kategorija:User es-3	Kategori:Bruker es-3
Kategorija:User es-4	Kategori:Bruker es-4
Kategorija:User es-N	Kategori:Bruker es-N
Kategorija:Seula	Kategori:Seoul
Kategorija:Santome un Prinsipi	Kategori:São Tomé og Príncipe
Kategorija:User fa	Kategori:Bruker fa
2014. gada Pasaules čempionāts hokejā	Ishockey-VM 2014
Kategorija:User fa-N	Kategori:Bruker fa-N
Kategorija:User fi	Kategori:Bruker fi
Kategorija:User fi-2	Kategori:Bruker fi-2
Kategorija:User fi-N	Kategori:Bruker fi-N
Kategorija:User fo	Kategori:Bruker fo
Kategorija:Ambientās mūzikas grupas	Kategori:Ambient-band
Kategorija:User fo-1	Kategori:Bruker fo-1
Kategorija:User ga-2	Kategori:Bruker ga-2
Kategorija:Rumānijas kultūra	Kategori:Rumensk kultur
Kategorija:Mozambikas ģeogrāfija	Kategori:Mosambiks geografi
Kategorija:Sports Nigērijā	Kategori:Sport i Nigeria
Kategorija:1680. gadi	Kategori:Hendelser i 1680-årene
Kategorija:Baltkrievijas upes	Kategori:Elver i Hviterussland
Veidne:N/a	Mal:N/a
Kategorija:User hr-1	Kategori:Bruker hr-1
Kategorija:User hr-3	Kategori:Bruker hr-3
Kategorija:User hsb	Kategori:Bruker hsb
Kategorija:Nepabeigti raksti par Beļģiju	Kategori:Belgiastubber
Kategorija:User hsb-1	Kategori:Bruker hsb-1
Kategorija:Vācu valodā rakstošie	Kategori:Tyskspråklige forfattere
Kategorija:User hu	Kategori:Bruker hu
Kategorija:User hu-1	Kategori:Bruker hu-1
Kategorija:User hu-3	Kategori:Bruker hu-3
Kategorija:User id-3	Kategori:Bruker id-3
Kategorija:User is	Kategori:Bruker is
Kategorija:User is-1	Kategori:Bruker is-1
Kategorija:User is-2	Kategori:Bruker is-2
Kategorija:1452. gads	Kategori:1452
Kategorija:1972. gada albumi	Kategori:Musikkalbum fra 1972
Kategorija:1499. gads	Kategori:1499
Kategorija:1972. gads mūzikā	Kategori:Musikk i 1972
Kategorija:1433. gads	Kategori:1433
Kategorija:Garīdzniecība	Kategori:Geistlige personer
Kategorija:Tituli	Kategori:Titler
Kategorija:Sociolingvistika	Kategori:Sosiolingvistikk
Kategorija:1015. gads	Kategori:1015
Kategorija:1011. gads	Kategori:1011
Kategorija:Cunami	Kategori:Tsunami
Veidne:Labots	Mal:Gjort
Kategorija:Meksikas administratīvais iedalījums	Kategori:Politisk oppdeling i Mexico
Kategorija:Slovēnijas vieglatlēti	Kategori:Slovenske friidrettsutøvere
Kategorija:1013. gads	Kategori:1013
Kategorija:1012. gads	Kategori:1012
Kategorija:Reliģiskā uzvedība un pieredze	Kategori:Religiøse handlinger
Kategorija:Sazvērestības teorijas	Kategori:Konspirasjonsteorier
Kategorija:ASV salas	Kategori:Amerikanske øyer
Kategorija:Irānas cilvēki	Kategori:Iranere
Veidne:User la-3	Mal:Bruker la-3
Kategorija:Franču Gviāna	Kategori:Fransk Guyana
2013. gada Malaizijas Grand Prix	Malaysias Grand Prix 2013
Kategorija:30. gadā p.m.ē. mirušie	Kategori:Dødsfall i 30 f.Kr.
Kategorija:Monty Python	Kategori:Monty Python
Kategorija:1600. gadā mirušie	Kategori:Dødsfall i 1600
Kategorija:1465. gads	Kategori:1465
Kategorija:1400. gadā mirušie	Kategori:Dødsfall i 1400
Kategorija:1472. gads	Kategori:1472
Kategorija:1877. gada grāmatas	Kategori:Bøker fra 1877
Kategorija:Mārīšu dzimta	Kategori:Marihøner
Kategorija:820. gads	Kategori:820
Kategorija:Austrumtimoras pilsētas	Kategori:Byer i Øst-Timor
Īpašums	Eiendomsrett
Kategorija:Ivrits	Kategori:Hebraisk
Kategorija:1548. gadā dzimušie	Kategori:Fødsler i 1548
Kategorija:1472. gadā mirušie	Kategori:Dødsfall i 1472
Kategorija:Mihaela Hanekes filmas	Kategori:Filmer regissert av Michael Haneke
Kategorija:Turcijas valsts iekārta	Kategori:Tyrkisk politikk
Kategorija:Velsas rakstnieki	Kategori:Walisiske forfattere
Kategorija:Filmas pēc veida	Kategori:Filmer etter type
Kategorija:User pt-3	Kategori:Bruker pt-3
Kategorija:Franču literatūra	Kategori:Fransk litteratur
Kategorija:Vācijas politika	Kategori:Tysk politikk
Kategorija:Brunejas ģeogrāfija	Kategori:Bruneis geografi
Kategorija:Britu literatūra	Kategori:Britisk litteratur
Kategorija:Turcijas politiskās partijas	Kategori:Politiske partier i Tyrkia
Kategorija:Venecuēlas ģeogrāfija	Kategori:Venezuelas geografi
Kategorija:Antarktīdas grēdas	Kategori:Fjellkjeder i Antarktis
Kategorija:Antarktīdas kalni	Kategori:Fjell i Antarktis
Kategorija:Latvijas džudisti	Kategori:Latviske judoka
Kategorija:1904. gadā mirušie	Kategori:Dødsfall i 1904
Kategorija:Itālijas Romas katoļu garīdznieki	Kategori:Italienske katolske prester
Kategorija:Politika pēc valsts	Kategori:Politikk etter område
Kategorija:Irānas svarcēlāji	Kategori:Iranske vektløftere
Kategorija:Norvēģijas uzņēmumi	Kategori:Norske selskaper
Kategorija:Igaunijas bākas	Kategori:Fyr i Estland
Kategorija:Islāma pravieši	Kategori:Islams profeter
Kategorija:Norvēģijas bijušie uzņēmumi	Kategori:Tidligere norske selskaper
Kategorija:Venecuēlas politiķi	Kategori:Venezuelanske politikere
Kategorija:Venecuēlas prezidenti	Kategori:Venezuelanske presidenter
Kategorija:2001. gada grāmatas	Kategori:Bøker fra 2001
Kategorija:User pl-N	Kategori:Bruker pl-N
Veidne:VietasKarte Sidneja (Austrālija)	Mal:Kartposisjon Australia New South Wales Sydney
Kategorija:User pt-1	Kategori:Bruker pt-1
Kategorija:Latvijas Ministru prezidenti	Kategori:Latviske statsministre
Kategorija:Gravitācija	Kategori:Gravitasjon
Kategorija:Libānas ģeogrāfija	Kategori:Libanons geografi
Kategorija:Krievijas fauna	Kategori:Russlands fauna
Kategorija:Kaujas ar Japānas piedalīšanos	Kategori:Slag med deltagelse av Japan
Kategorija:Debijas albumi	Kategori:Debutalbum
Kategorija:Bernadotu dinastija	Kategori:Huset Bernadotte
Apertūra	Apertur
Kategorija:Korejiešu valoda	Kategori:Koreansk
Kategorija:Mūzikas teorija	Kategori:Musikkteori
Veidne:Vairāki attēli	Mal:Flere bilder
Kategorija:Ierakstu kompānijas	Kategori:Plateselskaper
Kategorija:Elektronikas komponentes	Kategori:Elektriske komponenter
Vikipēdija:Izmeklēti notikumi/17. decembris	Mal:Desember 17
Kategorija:Lielbritānijas kino	Kategori:Britisk film
Vikipēdija:Izmeklēti notikumi/Jūlijs	Wikipedia:Hendelser/Juli
Kategorija:Portugāļu rakstnieki	Kategori:Portugisiske forfattere
Kategorija:1793. gadā dzimušie	Kategori:Fødsler i 1793
Kategorija:1852. gadā mirušie	Kategori:Dødsfall i 1852
Kategorija:1880. gadā mirušie	Kategori:Dødsfall i 1880
Kategorija:1812. gads	Kategori:1812
Kategorija:1793. gads	Kategori:1793
Kategorija:Ģeometrija	Kategori:Geometri
Kategorija:Transports Apvienotajā Karalistē	Kategori:Transport i Storbritannia
Kategorija:1942. gadā mirušie	Kategori:Dødsfall i 1942
Kategorija:1977. gada filmas	Kategori:Filmer fra 1977
Kategorija:1942. gada filmas	Kategori:Filmer fra 1942
Kategorija:Lietuvas ģeogrāfija	Kategori:Litauens geografi
Veidne:ZOS norises vietas	Mal:Vinter-OLs arrangørbyer
Kategorija:Eģiptologi	Kategori:Egyptologer
Kategorija:Kanāriju salas	Kategori:Kanariøyene
Kategorija:Asteru rinda	Kategori:Asterales
Kategorija:Dārzkopība	Kategori:Hagebruk
Veidne:Slimības infokaste	Mal:Infoboks sykdom
Kategorija:Alžīrijas pilsētas	Kategori:Byer i Algerie
Veidne:Enciklopēdijas atsauce	Mal:Kilde oppslagsverk
Kategorija:Muzikālās kompozīcijas pēc komponista	Kategori:Komposisjoner etter komponist
Kategorija:Volfgangs Amadejs Mocarts	Kategori:Mozart
Kategorija:Simfonijas	Kategori:Symfonier
Kategorija:Mūzikas vēsture	Kategori:Musikkhistorie
Kategorija:Turcijas ili	Kategori:Tyrkias provinser
Krists Straume	Krists Straume
Veidne:PČ biatlonā	Mal:VM i skiskyting
Kategorija:2012. gada Eiropas čempionāts futbolā	Kategori:EM i fotball 2012
Kategorija:Izraēlas pilsētas	Kategori:Byer i Israel
Kategorija:2008. gada singli	Kategori:Singler fra 2008
Vikipēdija:Pamācība (Noformēšana)	Wikipedia:Veiledning/Formatering
Kategorija:Volfganga Amadeja Mocarta simfonijas	Kategori:Symfonier av Wolfgang Amadeus Mozart
Kategorija:Zvaigznes evolūcija	Kategori:Stjerneutvikling
Veidne:Laikapstākļu kaste	Mal:Klimatabell
Kategorija:Hausmūzikas grupas	Kategori:House-artister
Kategorija:Mākslinieki	Kategori:Kunstnere
Kategorija:Mocarta muzikālās kompozīcijas	Kategori:Komposisjoner av Wolfgang Amadeus Mozart
Kategorija:Silikātu minerāli	Kategori:Silikatmineraler
Kategorija:Celtnes un būves pēc valsts	Kategori:Bygninger etter område
Veidne:Skaitļu sistēmas	Mal:Tallmengder
Veidne:2014. gada Ziemas Olimpiskās spēles	Mal:OL 2014 øvelser
Veidne:Deivids Finčers	Mal:David Fincher
Kategorija:User it	Kategori:Bruker it
Kategorija:User it-1	Kategori:Bruker it-1
Kategorija:User ja-1	Kategori:Bruker ja-1
Kategorija:Malvu dzimta	Kategori:Kattostfamilien
Kategorija:Tīmekļa vietnes	Kategori:Nettsteder
Kategorija:Ziemas sporta veidi	Kategori:Vintersport
Kategorija:Vietas Grieķijā UNESCO Pasaules mantojuma sarakstā	Kategori:Verdensarven i Hellas
Kategorija:User ko	Kategori:Bruker ko
Kategorija:ASV štati	Kategori:USAs delstater
Kategorija:2013. gada filmas	Kategori:Filmer fra 2013
Kategorija:User ko-3	Kategori:Bruker ko-3
Kategorija:Spānijas kinorežisori	Kategori:Spanske regissører
Kategorija:Helsinki	Kategori:Helsingfors
Kategorija:1505. gads	Kategori:1505
Kategorija:User la-1	Kategori:Bruker la-1
Vikipēdija:Izmeklēti notikumi/29. septembris	Mal:September 29
Kategorija:Nokia mobilie telefoni	Kategori:Mobiltelefoner fra Nokia
Kategorija:Polijas biatlonisti	Kategori:Polske skiskyttere
Kategorija:User la-3	Kategori:Bruker la-3
Kvadrāts (nozīmju atdalīšana)	Kvadrat (andre betydninger)
Veidne:Džudo p cerība	Mal:JudoRepechage
2012. gada Pasaules čempionāts hokejā	Ishockey-VM 2012
Kategorija:Austrālijas ģeogrāfija	Kategori:Australias geografi
Kategorija:Tehnoloģiju vēsture	Kategori:Teknologihistorie
Augstums virs jūras līmeņa	Meter over havet
Kategorija:Īslaicīgi pastāvējušas valstis	Kategori:Kortvarige stater
Kategorija:Slovēnijas sportisti	Kategori:Slovenske sportsutøvere
Kategorija:Orbītas	Kategori:Baner
Vikipēdija:Izmeklēti notikumi/5. septembris	Mal:September 5
Kategorija:63. gadā p.m.ē. dzimušie	Kategori:Fødsler i 63 f.Kr.
Veidne:Valūtas infokaste	Mal:Infoboks valuta
Veidne:Disciplīnas1924ZiemasOS	Mal:OL 1924v øvelser
Kategorija:Rokasbumba	Kategori:Håndball
Veidne:Sup	Mal:Sup
Kategorija:1510. gadi	Kategori:Hendelser i 1510-årene
Kategorija:Vulkāni	Kategori:Vulkaner
Kategorija:1556. gads	Kategori:1556
Kategorija:1585. gads	Kategori:1585
Kategorija:1596. gads	Kategori:1596
Kategorija:1553. gadā mirušie	Kategori:Dødsfall i 1553
Kategorija:1556. gadā mirušie	Kategori:Dødsfall i 1556
Kategorija:1521. gadā mirušie	Kategori:Dødsfall i 1521
Kategorija:1564. gadā mirušie	Kategori:Dødsfall i 1564
Kategorija:1536. gadā mirušie	Kategori:Dødsfall i 1536
Kategorija:Plašsaziņas līdzekļi pēc valsts	Kategori:Medier etter land
Kategorija:1521. gads	Kategori:1521
Veidne:Ungārijas meģes	Mal:Ungarns fylker
Kategorija:Sports Namībijā	Kategori:Sport i Namibia
Kategorija:ASV kinoproducenti	Kategori:Filmprodusenter fra USA
Kategorija:Grieķijas pilsētas	Kategori:Byer i Hellas
Kategorija:Kosmiskie aparāti	Kategori:Romskip
Kategorija:Pākšaugu rinda	Kategori:Fabales
Kategorija:1564. gads	Kategori:1564
Kategorija:Bangladešas cilvēki	Kategori:Bangladeshere
Kategorija:1111. gadā mirušie	Kategori:Dødsfall i 1111
Kategorija:12. gadsimtā mirušie	Kategori:Dødsfall på 1100-tallet
Kategorija:Albānijas vēsture	Kategori:Albanias historie
Kategorija:1553. gads	Kategori:1553
Kategorija:Lacio pilsētas	Kategori:Byer i Lazio
Kategorija:1576. gads	Kategori:1576
Kategorija:1592. gads	Kategori:1592
Kategorija:1536. gads	Kategori:1536
Kategorija:1560. gads	Kategori:1560
Kategorija:Čīles pilsētas	Kategori:Kommuner i Chile
Veidne:Alfrēds Hičkoks	Mal:Alfred Hitchcock
Kategorija:Emīlija-Romanjas provinces	Kategori:Provinser i Emilia-Romagna
Kategorija:1596. gadā mirušie	Kategori:Dødsfall i 1596
Veidne:Programmēšanas valodas infokaste	Mal:Infoboks programmeringsspråk
Veidne:Anglijas grāfistes	Mal:Engelske counties
Kategorija:Lauksaimniecības tehnika	Kategori:Landbruksredskaper
Kategorija:1334. gadā mirušie	Kategori:Dødsfall i 1334
Kategorija:Dienvidāfrikas vieglatlēti	Kategori:Sørafrikanske friidrettsutøvere
Kategorija:Ukrainas biatlonisti	Kategori:Ukrainske skiskyttere
Kategorija:Dānijas hokejisti	Kategori:Danske ishockeyspillere
Kategorija:Latvijas ekonomika	Kategori:Latvias økonomi
Kategorija:Latvijas uzņēmumi	Kategori:Latviske selskaper
Nobela prēmijas laureāti literatūrā	Liste over nobelprisvinnere i litteratur
